GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
RBAK-RBAKDN	-1.1132364044682785	0.26560691142341875	0.5757606282723939	NA	0.265608	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
CCDC85A	1.112323546019198	0.2659990635522309	0.5751198922968074	NA	0.266001	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
PCYT2	1.111903204197543	0.2661797708912048	0.5748249530842994	NA	0.266179	NA	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
MROH5	-1.111830374320607	0.26621108945572425	0.5747738572418247	0.188171	0.797677	3.0	32.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
CAMTA2	-1.1115391689010636	0.2663363399967712	0.574569572639828	NA	0.266337	NA	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
PDIA6	1.1114825953786178	0.2663606775729618	0.5745298890121702	NA	0.26636	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
IL33	-1.1109234806190738	0.26660128755746326	0.5741377574812325	0.242089	0.688197	2.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
ANKLE1	1.1105945555039	0.26674290735175865	0.5739071195658927	0.266746	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
PGBD1	-1.109527397361462	0.2672027320955891	0.5731591055977932	NA	0.267203	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
ACKR4	1.1094973501620988	0.26721568693283637	0.5731380501321459	NA	0.267216	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
DGKQ	-1.1088519806342199	0.2674940419937658	0.5726858867569471	NA	0.267494	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
ANKRD1	-1.1070265031800839	0.2682824698029337	0.5714077042068586	NA	0.268282	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
CACNG1	1.1064375680298555	0.26853717246339415	0.5709955882574587	NA	0.268535	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
STARD3NL	1.106300103210847	0.268596647143047	0.5708994128749043	NA	0.268597	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
IL17RB	1.1060235011821167	0.26871634748095063	0.5707059122612448	NA	0.268717	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
LIPK	1.1058675734223518	0.2687838418183113	0.5705968428357335	NA	0.268784	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
LST1	1.105173570646608	0.26908438659325373	0.570111501095835	NA	0.269085	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
HOXB2	-1.1047323131128342	0.2692755974591634	0.5698030018392176	NA	0.269274	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
PCTP	-1.1044043555988947	0.2694177722347886	0.5695737592851888	NA	0.269418	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
PTGES3L-AARSD1	1.1043304467265413	0.269449820012689	0.5695221021682418	0.224111	0.729274	2.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
TSTD3	-1.104147510042104	0.2695291548143579	0.5693942505508478	NA	0.26953	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
ULBP1	-1.1040724857942172	0.26956169548040343	0.5693418206804077	NA	0.269562	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
SRCAP	1.104021436348468	0.26958383896909	0.5693061464724709	NA	0.269582	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
SEC14L5	1.103578865633713	0.2697758631913182	0.5689969091924334	NA	0.269776	NA	17.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
C11orf52	1.1033727241886238	0.2698653366287339	0.5688528956496735	NA	0.269867	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
CORO1A	1.1033656564514305	0.26986840466355566	0.5688479582870762	NA	0.269867	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
ZKSCAN4	-1.1029274781059457	0.270058660273516	0.5685418911519293	NA	0.270059	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
ZSCAN12	-1.1016406823553977	0.2706179144444597	0.5676434572326553	0.0811486	0.852364	4.0	25.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
SDR16C5	1.1014434445032646	0.2707037060840123	0.5675057984562455	NA	0.270706	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
MOCS2	1.1012578924349143	0.2707844318281487	0.5673763081016796	NA	0.270784	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
CYGB	1.101139729392183	0.2708358480964209	0.5672938525419992	NA	0.270836	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
CYTL1	1.100739837378384	0.271009902687285	0.5670148397386217	NA	0.27101	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
OR2V1	1.1002474547511312	0.2712243194539534	0.5666713718435945	NA	0.271224	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
MTX3	-1.1000551774875853	0.2713080815507648	0.5665372695608203	NA	0.27131	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
EZH1	1.099968185513804	0.2713459838454756	0.5664766019697313	NA	0.271344	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
COL22A1	1.0997448023299403	0.27144332823560013	0.5663208283353298	0.271443	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
AAK1	-1.0991810961005029	0.27168908259739444	0.5659278126787941	NA	0.271689	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
EDF1	1.0986576232867034	0.271917433128968	0.5655629480983809	NA	0.271919	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
GALNTL5	1.0980655070460392	0.27217588579176466	0.5651503550014809	0.272175	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
FANCI	1.0980499410171412	0.27218268247116695	0.565139510089572	NA	0.272183	NA	37.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
EVC2	-1.0980434365848541	0.272185522571036	0.5651349784520158	0.34907	0.537583	4.0	34.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
CCDC197	-1.0979985446786251	0.2722051247575291	0.565103702670653	0.272205	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
CITED2	1.097609547685463	0.2723750219324541	0.5648327217749916	NA	0.272377	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
HNRNPL	1.0974367470227662	0.2724505171121806	0.5647123634664114	NA	0.27245	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
BCOR	1.0972726887132576	0.27252220607997557	0.5645981040843128	NA	0.272522	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
LOC653513	1.0971888877294282	0.2725588297844401	0.5645397440543971	NA	0.272558	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
AGR3	1.096484378485949	0.2728668559718962	0.5640492131123855	0.272867	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
PTRH1	1.0962995447280197	0.2729477085761314	0.5639205472892126	NA	0.272948	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
DSP	-1.0959839938924063	0.2730857791632332	0.5637009149893049	NA	0.273086	NA	22.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
ACSL1	1.0957563070304306	0.2731854341638321	0.5635424603013094	NA	0.273186	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
MR1	1.0954280071710014	0.2733291696857102	0.5633140179321403	NA	0.273329	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
MTOR	-1.0953678285702433	0.2733555225552008	0.5632721477061275	NA	0.273356	NA	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
SH2D4A	1.0952364727134594	0.2734130507603102	0.5631807591979201	0.0813999	0.846395	2.0	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
ATF5	1.0941907059403866	0.2738713468157491	0.5624534024694604	NA	0.273871	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
MTX2	1.0938832104953826	0.27400620321314617	0.5622396050966036	NA	0.274006	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
PNPLA5	1.0936767075372653	0.27409679341733373	0.5620960451219519	0.274097	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	INITIAL-DISCOVERY
