GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
IQCG	8.706878355643937	0.012862500000000006	1.8906746122295104	NA	0.0128625	NA	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
CHCHD5	8.596724371475666	0.013590800000000014	1.8667549784875412	NA	0.0135908	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
NBPF4	8.578603223383366	0.013714499999999996	1.8628200211764228	NA	0.0137145	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
IQGAP3	12.371080181745011	0.014794949522314447	1.8298865122348582	0.016803	0.122537	5.0	35.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
ZNF138	8.382746435520781	0.015125500000000007	1.8202902600704143	0.0151255	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
UBXN6	8.34035727724321	0.015449499999999993	1.8110855713041782	NA	0.0154495	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
KL	8.329242228835108	0.015535600000000002	1.8086719692093147	NA	0.0155356	NA	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
NECAB3	8.274199348020263	0.015969100000000003	1.796719559506342	NA	0.0159691	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
AMHR2	8.242293095953217	0.016225900000000015	1.789791204900876	NA	0.0162259	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
SOAT2	8.220326033770242	0.01640510000000001	1.7850211179560298	NA	0.0164051	NA	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
HORMAD2	8.213316126326902	0.016462700000000007	1.7834989358953823	NA	0.0164627	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
HMSD	8.1720029257357	0.016806300000000007	1.774527888372122	NA	0.0168063	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
GHSR	8.121695785000114	0.017234399999999993	1.7636038315612244	NA	0.0172344	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
RAD51B	8.097266838181861	0.01744619999999999	1.758299153160287	NA	0.0174462	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
CHMP4A	8.069059359841885	0.017694	1.7521739770645584	NA	0.017694	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
RHBDL3	8.027812481012855	0.018062700000000008	1.7432173311289683	NA	0.0180627	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
PPP1R15A	7.9968400514379185	0.018344600000000006	1.736491753501202	NA	0.0183446	NA	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
CAPN7	7.949489023341789	0.01878410000000001	1.7262096083939045	NA	0.0187841	NA	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
TDRD12	7.8460263534560974	0.019781399999999998	1.703742975086738	NA	0.0197814	NA	46.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
B3GNT3	7.825446501085079	0.01998600000000001	1.6992741169251793	NA	0.019986	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
LRRC8D	7.806265284165398	0.020178599999999994	1.6951089685929763	NA	0.0201786	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
ECD	7.760758000187369	0.020642999999999998	1.685227187433945	NA	0.020643	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
ATP6V0E1	7.750273491523076	0.020751500000000006	1.6829505053047604	NA	0.0207515	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
PLPP1	7.704501022550537	0.021231900000000005	1.6730111399558294	NA	0.0212319	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
CRYZ	11.521608344352739	0.021286923205497788	1.6718871065954377	0.0179043	0.175856	3.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
PPT2-EGFL8	7.691656088889716	0.0213687	1.6702218980511756	NA	0.0213687	NA	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
SLC49A3	7.67630940970101	0.021533299999999995	1.6668894090075785	NA	0.0215333	NA	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
H2AC16	7.6656197450517185	0.0216487	1.6645681778222867	NA	0.0216487	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
EGFL8	7.6634406630975045	0.0216723	1.6640949961881217	NA	0.0216723	NA	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
ZNF644	7.658343874401866	0.021727600000000003	1.66298824258515	NA	0.0217276	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
VTI1B	7.610970366135807	0.022248399999999995	1.6527012159709766	NA	0.0222484	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
SELENOO	7.547541795864844	0.0229653	1.638927876939131	NA	0.0229653	NA	28.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
MICU2	7.505743981989417	0.023450300000000004	1.629851596978272	NA	0.0234503	NA	21.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
HNRNPCL2	7.490713376489529	0.023627200000000008	1.626587742464139	NA	0.0236272	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
CYB5R1	7.479714017757608	0.02375749999999999	1.6241992620632653	NA	0.0237575	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
ANXA8	7.475458840142919	0.023808100000000002	1.6232752619844764	NA	0.0238081	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
MNAT1	7.465645964442848	0.023925200000000008	1.6211444231004046	NA	0.0239252	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
PDYN	7.432254657214147	0.024328000000000006	1.6138935928639242	NA	0.024328	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
PDYN-AS1	7.432254657214147	0.024328000000000006	1.6138935928639242	NA	0.024328	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
KNDC1	7.422724620031991	0.024444199999999992	1.6118241715836528	NA	0.0244442	NA	31.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
ARPC4-TTLL3	7.419332010609026	0.0244857	1.6110874758078293	NA	0.0244857	NA	22.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
SHC2	7.416442615165366	0.02452109999999999	1.6104600515592202	NA	0.0245211	NA	19.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
FAM162A	7.336013622506708	0.0255273	1.592995117710874	NA	0.0255273	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
OTUB2	7.326938100833524	0.025643399999999986	1.5910243932193457	NA	0.0256434	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
NOC4L	7.3078664965589315	0.0258891	1.5868830469705966	NA	0.0258891	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
GCKR	7.283251415450601	0.026209700000000002	1.581537950022122	0.0262097	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
HIP1	7.2540941826441925	0.026594600000000003	1.5752065373644262	NA	0.0265946	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
SLC2A2	7.253424985805731	0.026603500000000002	1.575061223117301	NA	0.0266035	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
ART5	7.197975126248812	0.027351400000000005	1.5630204391033606	NA	0.0273514	NA	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
TCN2	7.164323719408335	0.0278155	1.5557131289538106	NA	0.0278155	NA	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
DPPA2	7.101618753836973	0.02870139999999998	1.5420969186860227	NA	0.0287014	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
FAM166A	7.078630552449675	0.029033200000000006	1.5371050941803304	NA	0.0290332	NA	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
XKR3	7.037962834638077	0.029629600000000002	1.5282742114617427	NA	0.0296296	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
OSTN	7.036303021912717	0.029654199999999995	1.5279137877079345	NA	0.0296542	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
NOL8	7.032462399764727	0.029711200000000014	1.5270798072049605	NA	0.0297112	NA	34.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
WIPI2	7.021727642370235	0.029871099999999998	1.5247487842544616	NA	0.0298711	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
GNLY	10.715922495590526	0.029949175609587545	1.5236151276364267	0.0164362	0.286593	3.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
RNF157	7.00996494457456	0.030047300000000006	1.5221945468819829	NA	0.0300473	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
PHKB	10.703260249150144	0.030109376862067817	1.5212982324701632	0.038219	0.124033	5.0	35.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
TREML2	6.992845530123594	0.030305600000000005	1.5184771132672483	NA	0.0303056	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
SEL1L	6.992548577353387	0.030310099999999993	1.518412630792505	NA	0.0303101	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
LNPK	6.983752405567999	0.0304437	1.5165025663583713	NA	0.0304437	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
KLRG2	6.979650674677119	0.030506200000000004	1.5156118868122908	NA	0.0305062	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
UTS2B	6.9790345014357955	0.03051559999999999	1.5154780864929893	NA	0.0305156	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
GOLGA6C	6.9648495816348985	0.03073280000000001	1.5123978702951042	NA	0.0307328	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
ALKBH6	6.958326494931083	0.030833199999999995	1.5109814000148825	NA	0.0308332	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
UBA6	6.954082334321732	0.0308987	1.5100597922484063	NA	0.0308987	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
CEMIP	6.950699940391577	0.030951000000000006	1.5093253147386616	NA	0.030951	NA	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
IL17D	6.943462880335872	0.03106320000000001	1.5077538071149639	NA	0.0310632	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
BTAF1	6.9407991215334075	0.031104600000000003	1.5071753792404483	NA	0.0311046	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
COL8A1	6.925994512635481	0.031335699999999994	1.503960599264896	NA	0.0313357	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
CD300C	6.897685203061072	0.03178240000000001	1.4978133107975673	NA	0.0317824	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
LOC105371046	6.856596633869893	0.03244210000000001	1.4888910413630527	NA	0.0324421	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
GPRC5C	6.850226192232103	0.0325456	1.4875077175377633	NA	0.0325456	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
STAB2	6.838474247507929	0.03273739999999999	1.4849558151650932	0.0327374	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
TREML1	6.8320759206191	0.03284229999999999	1.4835664361344771	NA	0.0328423	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
KCNA3	6.809784398202254	0.03321040000000001	1.4787258935450476	NA	0.0332104	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
MINK1	6.804503875021531	0.033298200000000014	1.4775792425055727	NA	0.0332982	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
COPG2	6.785470572790548	0.0336166	1.4734462134399164	NA	0.0336166	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
CACNA1A	6.735999155117435	0.034458499999999996	1.4627036315862343	NA	0.0344585	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
NME3	6.719819151297842	0.034738399999999996	1.4591901883982228	NA	0.0347384	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
DNAH3	10.360880227353803	0.0347682512529154	1.458817152581292	0.0237216	0.237148	11.0	48.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
ENTPD1-AS1	6.715913748207429	0.034806300000000005	1.4583421408923356	NA	0.0348063	NA	30.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
IGSF5	6.691016426603203	0.03524229999999999	1.4529357561988927	0.0352423	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
SLC16A12	6.671971299363727	0.0355795	1.448800159365268	NA	0.0355795	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
PLCH1	6.653930120194569	0.0359019	1.4448825670851715	NA	0.0359019	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
ST14	6.641235790006632	0.03613050000000001	1.4421260283091317	NA	0.0361305	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
TBXAS1	6.629028617116698	0.03635170000000001	1.439475274396263	NA	0.0363517	NA	17.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
PASD1	6.6101150922347065	0.03669710000000002	1.4353682546514686	NA	0.0366971	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
SSR3	6.574352158253988	0.037359199999999995	1.4276024322092207	NA	0.0373592	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
AAGAB	6.543693683269366	0.03793630000000001	1.4209450289545253	NA	0.0379363	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
CCNC	6.511717687056618	0.0385477	1.4140015296002475	NA	0.0385477	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
BPIFB3	6.503386962823758	0.03870859999999999	1.4121925358179535	NA	0.0387086	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
KRT24	6.472807083472834	0.03930500000000002	1.4055521993882665	NA	0.039305	NA	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
TADA1	6.448560806654122	0.03978439999999998	1.400287187273734	NA	0.0397844	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
CMYA5	6.427846219668486	0.04019860000000002	1.3957890718623502	NA	0.0401986	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
BCO2	10.01227018012221	0.04022149888263246	1.3955417491463635	0.0310136	0.215929	3.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
SLAMF9	6.422852285570155	0.0402991	1.3947046528514035	NA	0.0402991	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
DNAH5	6.415669010402795	0.04044410000000001	1.393144824467815	NA	0.0404441	NA	73.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
CARD6	6.414541845957739	0.04046689999999996	1.392900063818473	NA	0.0404669	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
LPA	6.410261446153059	0.040553599999999995	1.3919705868107162	0.0405536	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
PBX3	6.387113158769888	0.0410257	1.3869440000727054	NA	0.0410257	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
IQCE	6.3834845826234785	0.041100199999999996	1.3861560647739297	NA	0.0411002	NA	27.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
CCDC74B	6.374768850554196	0.0412797	1.3842634676022114	NA	0.0412797	NA	20.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
BAIAP2L2	6.3708434132185126	0.041360800000000024	1.383411069715239	NA	0.0413608	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
MUC16	6.361729955846704	0.041549700000000016	1.3814321075914207	NA	0.0415497	NA	43.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
CMTM2	6.343116345768643	0.041938200000000016	1.3773902135188205	NA	0.0419382	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
NPHP3	6.3404522935138985	0.041994100000000006	1.3768117219219516	NA	0.0419941	NA	30.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
ST6GALNAC2	6.31296670970387	0.04257519999999999	1.3708433032316594	NA	0.0425752	NA	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
ADGRF3	9.85614181545725	0.04292194444476733	1.3673206119040204	0.41028	0.0176476	3.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
APP	6.280189363727213	0.0432787	1.3637257929871114	NA	0.0432787	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
TCHP	6.264048087893358	0.04362940000000002	1.3602207594743505	0.0436294	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
CDH26	9.8131612457966	0.04369535245305362	1.3595647532202106	0.0638926	0.115784	4.0	36.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
NIT2	6.246472307795014	0.0440145	1.3564042273184227	NA	0.0440145	NA	19.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
TNFSF18	6.207682013096985	0.04487649999999996	1.3479810218490456	NA	0.0448765	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
MIGA1	6.203443751868543	0.04497170000000001	1.3470606951168567	NA	0.0449717	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
TMEM268	6.200066701230254	0.04504770000000002	1.3463273778881983	NA	0.0450477	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
CST3	6.194090870508961	0.0451825	1.3450297427346756	NA	0.0451825	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
FSCN3	6.192900498327644	0.04520939999999999	1.3447712566997971	NA	0.0452094	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	INITIAL-DISCOVERY
