GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	67.4405038044299	7.871609440138869e-14	13.103936462112332	1.05348e-05	2.15206e-10	17.0	85.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
LRRK2	33.69002150374946	8.626241189045364e-07	6.064178403179735	1.96111e-07	0.246492	56.0	395.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
P2RY10	26.153222312896695	2.0936300000000023e-06	5.679100067240017	NA	2.09363e-06	NA	19.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
ATP1A1-AS1	21.137019936607274	2.571310000000005e-05	4.58984556117378	NA	2.57131e-05	NA	33.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
PSIP1	26.171011377799587	2.922870202040785e-05	4.534190470235815	0.00102319	0.00202806	7.0	81.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
RAP1A	20.53144154450458	3.480600000000005e-05	4.458345884148759	NA	3.4806e-05	NA	19.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
DCDC2C	24.16810094515902	7.391043724079709e-05	4.1312942285061505	2.84691e-05	0.198422	10.0	59.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
RPUSD1	23.601629213718812	9.598623167847508e-05	4.017791057948918	1.28091e-05	0.5854	31.0	122.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
CCDC73	23.305464662186886	0.0001100188168321853	3.958533029864494	6.01278e-05	0.144613	25.0	137.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
ZNF274	21.968314528459185	0.00020335207640114375	3.691751388713266	0.184735	9.18527e-05	11.0	106.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
RPS20	16.61546160371581	0.00024660300000000035	3.608001644384566	NA	0.000246603	NA	16.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
RUSF1	21.445988609637922	0.00025828625656372284	3.58789870206258	0.100625	0.000218956	28.0	139.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
SORBS3	20.90635066810148	0.00033049853850798216	3.4808304566604047	0.000104767	0.275435	37.0	177.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
RAP1GDS1	20.836761213065202	0.0003411609439476079	3.4670406926243724	0.000804792	0.0371254	17.0	95.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
EIF3C	15.61863501940369	0.0004059349999999998	3.391543501893956	NA	0.000405935	NA	7.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
EIF3CL	15.61863501940369	0.0004059349999999998	3.391543501893956	NA	0.000405935	NA	7.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
NEUROD2	15.552350633778213	0.0004196139999999999	3.37715003043721	NA	0.000419614	NA	42.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
RPS14	20.355300268124545	0.000424867214972854	3.3717467801030443	0.705864	5.38495e-05	3.0	17.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
NCAM1	20.24513267428829	0.00044671475937798456	3.3499696982769356	0.167599	0.000239637	23.0	151.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
ABCC3	19.868730288877217	0.0005300948796658417	3.275646390724734	0.100232	0.000483675	62.0	346.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
SBK1	15.06574009830051	0.0005352000000000001	3.271483895240233	NA	0.0005352	NA	69.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
ROR2	19.651293940249335	0.0005850993291488935	3.232770399833395	0.57257	9.43946e-05	44.0	197.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
CRTAC1	19.61361437594582	0.0005951893562721038	3.2253448438493146	0.00322037	0.0171022	28.0	155.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
SEPTIN5	19.484136454931537	0.0006311919231518496	3.1998385670752927	0.758649	7.7452e-05	5.0	63.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
MAGT1	14.728561101520386	0.0006334809999999995	3.1982664063825923	NA	0.000633481	NA	29.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
TUBA1B	14.712887399938145	0.0006384649999999995	3.194862905328509	NA	0.000638465	NA	14.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
SLC38A5	14.65218272776115	0.0006581410000000003	3.181681053252402	NA	0.000658141	NA	36.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
CHRNA3	19.20727317169217	0.0007155639610743053	3.145351540520393	0.637497	0.000105856	10.0	83.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
HHEX	19.152973196884112	0.0007333750616133208	3.1346738622890613	0.126007	0.000550288	5.0	43.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
MRRF	19.087686038622873	0.0007553714599185211	3.1218394280788564	0.479467	0.000149418	4.0	57.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	3	INITIAL-DISCOVERY
