GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	52.66445535906901	1.0016911858797609e-10	9.999266147670136	0.0170296	2.15206e-10	8.0	76.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
PSIP1	27.847196984097163	1.3394655945917265e-05	4.87306843716653	0.00365964	0.000245256	8.0	93.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
ZNF274	25.749655796246557	3.554355748081116e-05	4.44923910672302	0.495452	5.17049e-06	5.0	51.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
TMSB4X	18.777264916005276	8.366979999999999e-05	4.07743126912831	NA	8.36698e-05	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
TREML1	23.690654713033567	9.212656303427375e-05	4.035615130759469	0.631015	1.13658e-05	3.0	22.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
PHC2-AS1	22.402135973654477	0.00016666170827286556	3.7781641709942426	1.0	1.36596e-05	2.0	21.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
COL8A1	22.272226529830156	0.00017689969340698719	3.75227291978541	0.0873047	0.000166959	13.0	92.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
GPR19	22.0844517139478	0.00019280975852003636	3.714870989291318	0.000166201	0.096336	4.0	53.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
MVD	21.704033993684348	0.00022952033355016265	3.6391788336236397	0.194542	9.95441e-05	19.0	95.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
VPS37B	21.40868221279751	0.0002627306227787504	3.5804893047215574	0.598567	3.75017e-05	5.0	60.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
LURAP1L	21.355009674800968	0.0002692580055060515	3.5698313755121807	9.38138e-05	0.245783	8.0	52.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
XKR7	21.301673037292765	0.0002759037356296836	3.559242419301986	0.000198593	0.119244	13.0	104.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
SAMSN1-AS1	16.172991557958234	0.0003076659999999999	3.5119204947445684	NA	0.000307666	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
CDKN2C	15.888899329670517	0.0003546250000000002	3.450230651196091	NA	0.000354625	NA	26.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
RPL36A	15.839759655469166	0.0003634459999999998	3.439560106522006	NA	0.000363446	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
FAM229A	20.68706738919708	0.0003652655876588732	3.4373912415407273	0.175385	0.000183598	9.0	34.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
KRTAP19-8	15.657122377896998	0.00039819800000000005	3.3999009256022936	NA	0.000398198	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
ZC3H4	20.47555702764693	0.0004022256413147956	3.395530247198828	0.429023	8.34274e-05	22.0	342.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
RAP1A	20.372353553383228	0.00042158127450692053	3.375118687546273	1.0	3.76877e-05	2.0	25.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
HSPB9	15.430818236775128	0.00044590300000000037	3.350759605741752	NA	0.000445903	NA	10.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
DRD2	20.174660259038067	0.00046126995397220656	3.336044833380134	0.000521221	0.079819	9.0	53.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
EIF3CL	15.24296149517059	0.0004898160000000001	3.309967032608164	NA	0.000489816	NA	8.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
EIF3C	15.24296149517059	0.0004898160000000001	3.309967032608164	NA	0.000489816	NA	8.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
MPV17L	19.953251744494146	0.000510123461076338	3.2923247023819906	0.0372027	0.0012492	2.0	33.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
CXCL3	15.051727270103143	0.0005389629999999997	3.2684410482592456	NA	0.000538963	NA	10.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
RAB11FIP2	19.42954147538668	0.0006470108425671898	3.189088441390582	0.000617733	0.0977525	8.0	86.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
EVI5L	19.40517595764993	0.0006541967574249386	3.18429161281872	0.0495293	0.00123412	10.0	110.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
ARRDC5	19.354950863679967	0.0006692592802372319	3.1744055979850683	0.00119683	0.0523713	8.0	38.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
CPSF7	19.283042130496828	0.0006914237819310399	3.160255686720438	0.257655	0.000252175	4.0	77.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
TFF3	14.322427436597412	0.0007761119999999997	3.110075601586996	NA	0.000776112	NA	9.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
GPR176	18.974024627290024	0.0007952335247564711	3.0995053196194924	0.000706384	0.10735	11.0	88.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
DAOA-AS1	14.147374169090472	0.000847104	3.0720632675282973	NA	0.000847104	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
DAOA	14.147374169090472	0.000847104	3.0720632675282973	NA	0.000847104	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
SLC25A4	14.092414659280326	0.0008707049999999993	3.0601289616089704	NA	0.000870705	NA	33.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
FOXA2	18.591944481442738	0.0009451003302269315	3.0245220850875283	0.000249957	0.367236	7.0	106.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
OSBPL7	18.5776928933436	0.0009512001951575452	3.0217280692852477	0.00397532	0.0232559	12.0	124.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
STAP2	18.55319141085535	0.0009617782364587516	3.016925054557709	0.110512	0.000846869	5.0	62.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
MRPL42	18.49190224665875	0.0009887505247707083	3.0049132729962014	0.60867	0.000158545	2.0	28.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
MAOA	13.654600697183506	0.0010837799999999997	2.965058867689546	NA	0.00108378	NA	23.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
F11-AS1	18.13844189435991	0.0011595333872287512	2.9357167419113255	0.00313491	0.0367335	2.0	19.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
ATP1A1-AS1	18.102028947298066	0.0011787026416406666	2.9285957431515897	0.671338	0.000174684	3.0	51.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
RELL1	18.02682787674556	0.001219287813147183	2.9138937669756677	0.394451	0.000308696	9.0	48.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
IPO11	17.985324725687065	0.0012422745031016012	2.905782428306024	0.000597571	0.20804	19.0	210.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
ANKS1B	17.8438839305611	0.0013238735917773805	2.8781534809192912	0.00874823	0.0152521	15.0	237.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
FBXO34	17.820404368832186	0.001337922241785722	2.873569126437177	0.167828	0.000804422	7.0	60.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
ARNTL2-AS1	17.792705876225615	0.0013546845733649186	2.8681618147482966	0.132225	0.00103526	9.0	42.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
H2AC16	12.977839903871601	0.0015201900000000003	2.818102128637632	NA	0.00152019	NA	43.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
LPAR4	12.909172621609926	0.0015732899999999987	2.803191217750863	NA	0.00157329	NA	28.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
CDKL1	17.440922778437177	0.0015864946742788647	2.7995613814489664	0.0158589	0.0102915	12.0	63.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
NAT1	17.42212913017459	0.0015999247967979284	2.79590043053361	0.577867	0.000285105	2.0	37.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
MTRNR2L7	12.615520217501029	0.0018221099999999996	2.739425408399804	NA	0.00182211	NA	2.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
TDRD1	17.03950180005197	0.001899086652631568	2.7214552185693783	0.00210156	0.0949243	11.0	105.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
SCML2	12.510214456804292	0.0019206200000000005	2.7165585530081953	NA	0.00192062	NA	15.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
HHLA1	16.96022580823947	0.0019676473702187765	2.7060527305440027	0.00126949	0.163495	7.0	51.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
LOC340512	16.94016602666702	0.0019853792200431744	2.702156527972677	0.00586061	0.0357723	2.0	32.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
PAPOLG	12.44355749235303	0.00198571	2.7020841770873933	NA	0.00198571	NA	81.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
TTC21B	16.8933521581736	0.002027375585989105	2.693065787659973	0.00442264	0.0485259	24.0	201.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
TNFRSF9	16.74853210584019	0.0021629164237152486	2.6649602616152492	0.0796024	0.00289852	2.0	19.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
MRFAP1	12.257438869545448	0.002179369999999997	2.661669031655011	NA	0.00217937	NA	20.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
ITGA4	16.58221398485528	0.002329621928240082	2.6327145544254167	0.883414	0.000283827	11.0	103.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
ZNF786	16.570117545149483	0.0023422289788315185	2.630370650091173	0.000735555	0.342949	6.0	76.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
CCDC120	12.104629888819568	0.0023524099999999984	2.6284869830977557	NA	0.00235241	NA	75.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
EZH2	16.53055684976215	0.00238393090180828	2.6227063367666474	0.570246	0.000451204	5.0	47.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
INSM2	16.517097349125777	0.002398285027822144	2.6200992037833393	0.191869	0.00135006	6.0	66.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
TXLNG	12.056514340917213	0.0024096900000000004	2.6180388246238833	NA	0.00240969	NA	45.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
ITM2A	12.052054013580854	0.002415069999999998	2.617070276849052	NA	0.00241507	NA	21.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
DPF2	16.496051812792192	0.0024209002758669557	2.6160231000802447	0.528104	0.000495688	5.0	37.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
CNR2	16.48733759272597	0.002430325855681074	2.614335492724111	0.0116538	0.0225607	4.0	37.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
SPPL2C	16.401531583843276	0.0025250887380796993	2.5977233550577274	0.0106394	0.025795	14.0	80.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
MAPT-AS1	16.401531583843276	0.0025250887380796993	2.5977233550577274	0.0106394	0.025795	14.0	80.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
PRB1	11.9325372931082	0.002563790000000002	2.5911175507508286	NA	0.00256379	NA	28.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
ABHD8	16.294705727434966	0.002648165002309099	2.577054958295854	0.00142555	0.20308	8.0	57.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
MET	16.200462665214108	0.0027616374443282057	2.558833337438352	0.0224534	0.0135155	18.0	144.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
ADAM9	16.192681141244677	0.0027712179200841966	2.557329321287849	0.00347447	0.087683	10.0	108.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
ZCCHC13	11.774821770022807	0.0027741500000000013	2.5568700600575927	NA	0.00277415	NA	7.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
LRRC9	11.766533720060025	0.0027856700000000005	2.5550703328753053	0.00278567	NA	29.0	NA	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
SNORD127	11.729966899016926	0.002837069999999998	2.547129948575425	NA	0.00283707	NA	2.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
E2F4	16.126049461051377	0.002854604967142149	2.544453982850863	0.294422	0.0010698	9.0	94.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
PPM1F-AS1	11.714084103267124	0.0028596899999999994	2.543681043299757	NA	0.00285969	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
C3orf56	11.682210089441465	0.0029056300000000032	2.536759689139461	NA	0.00290563	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
