GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	91.63535379084804	5.916237648502759e-19	18.227954389211916	1.21058e-05	1.04386e-15	17.0	101.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
NCAM1	23.72263939678977	9.07778391430246e-05	4.042020159326479	0.249285	2.83138e-05	27.0	184.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
P2RY10	17.70185236639317	0.00014324899999999992	3.8439084010952866	NA	0.000143249	NA	22.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
ABCC3	22.517627189296356	0.00015805484905782966	3.8011921756437426	0.0556952	0.000231495	65.0	384.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
TUBA1B	17.357143190180675	0.00017019400000000006	3.769055754550036	NA	0.000170194	NA	18.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
CRTAC1	21.74196628094355	0.00022556862769871052	3.6467213025821663	0.00229725	0.00827149	28.0	166.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
DCDC2C	21.17223733048176	0.0002927150491975967	3.5335549488492277	6.14667e-05	0.411024	11.0	76.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
RPS20	14.825671542001578	0.0006034570000000001	3.21935367060068	NA	0.000603457	NA	19.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
H2BC21	19.262778512710216	0.0006977997548685257	3.15626918745206	0.00805997	0.00814343	3.0	17.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
PLCD3	19.23743925348021	0.000705854677673331	3.151284702887271	0.794098	8.37084e-05	28.0	173.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
XKR7	18.911380086535846	0.0008180854937007836	3.0872013081840297	0.000483158	0.161941	13.0	109.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
IPO4	18.846983431776636	0.0008422534005710006	3.0745572268933077	0.0241416	0.00334706	31.0	237.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
ZNF567	18.835051824776567	0.0008468081953844042	3.0722149475432716	0.512906	0.000158483	9.0	86.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
FLNC	18.590778195478197	0.0009455980597872075	3.024293427563258	0.179252	0.000512389	85.0	528.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
CIAO2A	18.590754541608234	0.0009456081571016893	3.024288790091233	0.00353669	0.02597	6.0	29.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
SBK1	13.8108360250373	0.00100234	2.9989849380721703	NA	0.00100234	NA	74.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
SEPTIN5	18.443030311892393	0.0010107927771497546	2.995337870091273	0.87292	0.000113285	6.0	68.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
CCDC73	18.355411438382877	0.001051533078561839	2.9781770609606206	0.00073873	0.139858	27.0	163.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
ZNFX1	18.27133722499367	0.0010921491091691782	2.961718064132586	0.679757	0.000158517	45.0	294.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
KBTBD13	18.09646605355021	0.001181658609744532	2.9275079763476177	0.0147093	0.00799485	16.0	154.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
EMC9	17.928153469635195	0.001274641347219739	2.894611997845698	0.659414	0.000193996	5.0	37.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
LOC101928123	13.296729324389885	0.0012961400000000005	2.8873480864718406	NA	0.00129614	NA	12.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
FMNL2	17.88827950875375	0.0012977070933705326	2.8868233214708545	0.00865704	0.0150744	17.0	141.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
INSM2	17.67490529263746	0.0014283207203840578	2.8451742635305437	0.0170913	0.00849509	14.0	105.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
SLC38A5	13.0560776817935	0.00146187	2.835091246251559	NA	0.00146187	NA	41.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
ZNF433-AS1	17.589688150719653	0.0014840388684687201	2.828554724299292	0.63061	0.000240263	33.0	210.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
FCAR	17.491285696108225	0.0015510509426256717	2.809373938009801	0.114835	0.00138593	11.0	75.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
IRX6	17.36776065259106	0.001639411988270812	2.785311893440673	0.126354	0.00133983	13.0	121.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
LOC100288123	17.264998394401452	0.001716691335256829	2.7653077848887966	0.0194533	0.00916136	5.0	29.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
TESPA1	17.121185971217944	0.0018309080505944408	2.737333465704948	0.126464	0.00151431	18.0	95.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
MRPL42	17.01981722812688	0.001915887442950845	2.7176300090055108	0.392062	0.000513853	7.0	39.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
TDRP	17.00533446175931	0.001928342004047042	2.7148159386395077	0.191375	0.00106036	7.0	80.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
FOXA1	16.986679394921254	0.0019445022851035856	2.711191542150209	0.603424	0.000339443	12.0	83.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
PXYLP1	16.825254945527778	0.002090033181519221	2.6798468189433446	0.000266508	0.833167	13.0	96.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
PHF23	16.763962378973996	0.002148059860857948	2.6679536201428506	0.00472608	0.0484452	10.0	72.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
RAP1A	12.281182403688591	0.002153649999999999	2.666824874584635	NA	0.00215365	NA	29.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
IGSF22	16.672624133092828	0.0022374896221534542	2.6502389703369404	0.0020244	0.118383	61.0	276.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
TRAPPC13	16.657136017071153	0.002253013810040124	2.647236146222978	0.000630285	0.383188	11.0	84.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
DCAF12L2	12.127391025420824	0.0023257900000000008	2.6334295011116415	NA	0.00232579	NA	39.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
APOBEC4	16.372457365828964	0.0025580163027654405	2.5920966920002466	0.00139885	0.199065	11.0	62.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
MORN2	16.32633215450364	0.00261112447612677	2.5831724242297476	0.0148601	0.0191761	3.0	23.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
TRMT12	16.276335319945964	0.002669917330407463	2.573502185640553	0.0331734	0.00880742	10.0	70.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
ANKS1B	16.24853024477238	0.002703176379191428	2.5681256161546013	0.0878085	0.00337396	24.0	218.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
USP33	16.240987213833453	0.0027122691201606447	2.5666672205564245	0.0310737	0.00957021	17.0	113.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
ANKRD55	16.233336374585978	0.0027215225879809405	2.5651880567925183	0.000883914	0.337727	18.0	119.0	CMCWald	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
