GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	67.4405038044299	7.871609440138869e-14	13.103936462112332	1.05348e-05	2.15206e-10	17.0	101.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
LRRK2	33.526786061370416	9.317015840277236e-07	6.030723166146879	2.08514e-07	0.251545	58.0	436.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
PSIP1	27.17942525609604	1.8285613365151674e-05	4.737890467284754	0.00189931	0.000659883	9.0	97.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
TUBA1B	21.446501328338435	2.202679999999999e-05	4.657048591514071	NA	2.20268e-05	NA	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
RAP1A	20.088457748693596	4.3435699999999954e-05	4.362153175102125	NA	4.34357e-05	NA	29.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
P2RY10	19.521422056295847	5.7673600000000064e-05	4.239022938976859	NA	5.76736e-05	NA	22.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
RPUSD1	23.682470713924225	9.247484912890189e-05	4.033976368555837	1.28814e-05	0.559054	32.0	136.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
AGAP7P	17.28645409332706	0.00017631699999999997	3.7537058122029108	NA	0.000176317	NA	3.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
NCAM1	22.257518510180578	0.0001780974252279562	3.7493423591295345	0.448906	3.27104e-05	27.0	184.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
ZNF274	22.17550475926659	0.00018492510740614296	3.7330041203838933	0.184735	8.28135e-05	11.0	117.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
RUSF1	21.915722215340608	0.00020831228952197174	3.681285107804839	0.112575	0.000154746	30.0	155.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
CCDC73	21.59132727123714	0.00024167138684541976	3.616774765689772	9.03314e-05	0.226811	27.0	163.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
SORBS3	21.343148093757016	0.00027072209853149453	3.567476292147587	0.000104767	0.221396	37.0	196.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
DCDC2C	21.213577824318552	0.0002872381962909328	3.5417578090836868	7.97985e-05	0.310124	11.0	76.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
RAP1GDS1	20.782756212756222	0.00034966977684533626	3.4563419036259324	0.000822969	0.0372991	19.0	104.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
SLC38A5	15.543111116697137	0.0004215569999999999	3.3751436947953284	NA	0.000421557	NA	41.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
H2BC21	20.333190418498354	0.0004291652743733072	3.367375425937628	0.00447185	0.00859442	3.0	17.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
EIF3C	15.172512481910761	0.0005073770000000003	3.2946692237510278	NA	0.000507377	NA	9.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
EIF3CL	15.172512481910761	0.0005073770000000003	3.2946692237510278	NA	0.000507377	NA	9.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
CRTAC1	19.95183043300661	0.0005104530618698501	3.2920441867957284	0.00322037	0.0144414	28.0	166.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
RPS14	19.74281263180209	0.0005612914620002563	3.250811563934571	0.705864	7.31445e-05	3.0	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
ROR2	19.686019669842704	0.0005759502817488104	3.2396150049345707	0.576925	9.20695e-05	48.0	214.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
PANX1	19.43830428328319	0.0006444456420646073	3.1908137087946455	0.492722	0.000122018	13.0	88.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
FLNC	19.39779220714059	0.0006563899331546851	3.182838088205319	0.0432602	0.00141819	85.0	528.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
PLCD3	19.316935321117374	0.0006808878165321174	3.166924436801552	0.812832	7.85923e-05	28.0	173.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
SMIM10L1	14.435543161062945	0.0007334350000000002	3.134638369062931	NA	0.000733435	NA	13.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
MAGT1	14.28915643589448	0.0007891309999999998	3.102850895580655	NA	0.000789131	NA	32.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
ZNFX1	18.78578948661868	0.0008658729506623212	3.0625458272368413	0.44526	0.000187113	45.0	294.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
INO80	18.757972760191127	0.0008768249746019457	3.0570870886756922	0.879184	9.609e-05	31.0	223.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
RPS20	13.933928057237638	0.0009425099999999996	3.0257140332476022	NA	0.00094251	NA	19.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
RBM20	18.562634089549952	0.0009576878427254117	3.0187760256538017	0.247339	0.000376602	46.0	259.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
CD1D	18.485873144243175	0.0009914438737685747	3.0037318664335	0.103061	0.000939181	12.0	65.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
SEPTIN5	18.460870621283537	0.0010026907132469098	2.9988330074025695	0.776143	0.000126279	6.0	68.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
CHRNA3	18.38328611203492	0.0010383992027554183	2.983635653978852	0.637497	0.000159824	10.0	103.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
ZNF567	18.250305942565834	0.0011025492834178274	2.9576019886736917	0.578091	0.000188365	9.0	86.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
ABCC3	18.22776929079509	0.0011138024933172227	2.9531918142495464	0.0963702	0.00114274	65.0	384.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
MACO1	18.149238334287997	0.0011539091273282966	2.937828391400244	0.00443058	0.0258513	6.0	66.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
MFSD2B	18.131556242728784	0.001163134508505218	2.934370059197834	0.053746	0.00214999	26.0	111.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
TEX44	18.014566447771866	0.001226034779497983	2.9114972098095966	0.00107597	0.113864	11.0	85.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
IPO4	18.011521990590825	0.0012277157270899996	2.9109021807911035	0.0239053	0.00513279	31.0	237.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
SBK1	13.377560809080295	0.0012447999999999992	2.9049004203543864	NA	0.0012448	NA	74.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
GPR19	17.910440147987792	0.0012848374973452885	2.8911517972113243	0.000876486	0.147249	6.0	63.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
MRRF	17.880795240020962	0.0013020822070561398	2.8853615956881	0.479467	0.000273197	4.0	64.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
XKR7	17.779306774959835	0.0013628675733216343	2.865546341501895	0.000533393	0.25836	13.0	109.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
ZBTB42	17.689228007391105	0.001419160896883412	2.847968363762151	0.605479	0.000238086	3.0	98.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
LSM14B	17.659100598713735	0.00143849605988471	2.842091323327129	0.000586968	0.249322	10.0	78.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
MIR1227	13.062751503538138	0.0014569999999999995	2.83654044823001	NA	0.001457	NA	2.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
LOC101928123	12.984996536823006	0.0015147600000000004	2.8196561717375332	NA	0.00151476	NA	12.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
RNF157-AS1	17.502649262110012	0.0015431623474515814	2.811588381847778	0.00367684	0.0430401	4.0	28.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
EMC9	17.35270989164042	0.0016505121081796437	2.78238128533166	0.878018	0.000194269	5.0	37.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
CREBZF	17.136991171690386	0.001817997617381719	2.7404066902882263	0.165015	0.0011514	4.0	67.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
TMEM209	17.108959310812246	0.0018409573623841648	2.7349562698858345	0.00776025	0.0248291	18.0	109.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
CIAO2A	17.077496648698286	0.0018670678928734605	2.7288398893545094	0.00521157	0.0375578	6.0	29.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
RNF157	17.032243026486963	0.0019052650399031751	2.7200446014261814	0.00422225	0.0474189	17.0	135.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
TEK	16.981024880304506	0.001949426931110913	2.7100930385011517	0.763553	0.000269016	27.0	195.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
TRIM21	16.96046628830646	0.0019674357479080398	2.706099441832751	0.0288414	0.00719557	16.0	111.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	2	INITIAL-DISCOVERY
