GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	69.21938157569045	3.317190958761248e-14	13.479229526988453	0.0143439	6.49434e-14	8.0	76.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
COL8A1	23.604595719544488	9.58550709642104e-05	4.018384906953679	0.0506901	0.000147708	13.0	92.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
TREML1	23.017549368742696	0.00012560803769605142	3.9009825690753064	0.474551	2.11602e-05	3.0	22.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
XKR7	22.104323151257944	0.0001910610499181594	3.718827840049857	0.000236693	0.0669764	13.0	104.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
ANKS1B	20.854585766243353	0.00033839785243379217	3.4705724017769652	0.00536355	0.00552118	15.0	237.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
STAP2	20.490341284828304	0.00039952593262592296	3.398455026035048	0.0796348	0.000446145	5.0	62.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
SLC25A4	15.204206360237203	0.0004994	3.301551461984671	NA	0.0004994	NA	33.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
CDKN2C	14.785875045536304	0.0006155850000000005	3.2107119711937044	NA	0.000615585	NA	26.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
MRPL42	19.291215821021655	0.000688868262542769	3.1618638235510224	0.484495	0.00013356	2.0	28.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
LURAP1L	18.73391385513863	0.000886407839330583	3.0523664117278306	9.39325e-05	0.910262	8.0	52.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	2	INITIAL-DISCOVERY
