GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	82.83120403229958	4.374800117690205e-17	16.35904178487418	1.21058e-05	8.51999e-14	17.0	85.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	INITIAL-DISCOVERY
P2RY10	20.49505107477776	3.544509999999998e-05	4.450443794050646	NA	3.54451e-05	NA	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	INITIAL-DISCOVERY
ABCC3	24.071104307595807	7.729573736157663e-05	4.1118444555175095	0.060822	9.74912e-05	62.0	346.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	INITIAL-DISCOVERY
DCDC2C	22.68493802888747	0.00014636267607667	3.834569658527422	3.77936e-05	0.313769	10.0	59.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	INITIAL-DISCOVERY
CRTAC1	21.945503086214856	0.00020548897398948944	3.68721147628908	0.00229725	0.00747113	28.0	155.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	INITIAL-DISCOVERY
RPS20	16.944143306390398	0.0002092310000000002	3.679373969271635	NA	0.000209231	NA	16.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	INITIAL-DISCOVERY
NCAM1	20.891660058576903	0.0003327215662253557	3.4779190482772044	0.103627	0.000280518	23.0	151.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	INITIAL-DISCOVERY
CCDC73	20.404449214716095	0.0004154649833621748	3.3814655739819943	0.000456197	0.0812976	25.0	137.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	INITIAL-DISCOVERY
SBK1	15.396003277303608	0.00045373299999999995	3.343199633348669	NA	0.000453733	NA	69.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	INITIAL-DISCOVERY
IRX6	19.836050385463324	0.0005380225512144768	3.2691995204995035	0.151714	0.000324811	12.0	107.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	INITIAL-DISCOVERY
SEPTIN5	19.77072964817613	0.0005542217870251692	3.2563164056580356	0.71969	7.07449e-05	5.0	63.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	INITIAL-DISCOVERY
ZNF433-AS1	19.54682677694032	0.000613498945493055	3.212186179419358	0.433162	0.000131465	31.0	159.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	INITIAL-DISCOVERY
IPO4	19.326001830481605	0.0006780964494119501	3.168708529631005	0.0275843	0.00230542	30.0	209.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	INITIAL-DISCOVERY
XKR7	18.642291354961607	0.0009238591727986028	3.0343942248163525	0.000483158	0.185263	13.0	105.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	INITIAL-DISCOVERY
ZNFX1	18.463712109084113	0.001001406208238176	2.999389720511281	0.679757	0.00014398	45.0	273.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	INITIAL-DISCOVERY
RAP1A	13.709509884840969	0.0010544299999999996	2.976982246292259	NA	0.00105443	NA	19.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	INITIAL-DISCOVERY
H2BC21	18.33156558502396	0.0010628988495572078	2.9735080630113497	0.00635946	0.0164411	2.0	14.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	INITIAL-DISCOVERY
ANGEL2	18.314296649981607	0.0010712055324148325	2.970127193005916	0.0097522	0.0108143	11.0	76.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	INITIAL-DISCOVERY
MAGT1	13.595775868703916	0.0011161299999999992	2.95228521848575	NA	0.00111613	NA	29.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	INITIAL-DISCOVERY
PLCD3	18.184213792330844	0.0011358735536624851	2.9446700119376	0.794098	0.000141734	28.0	160.0	CMCWald	ALL_MISSENSE_SNPEFF	0.01	2	INITIAL-DISCOVERY
