GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
PRR35	9.740945735631346	0.13599385059575533	0.8664807292232433	0.845074	0.0928512305171026	0.0977458	34.0	85.0	55.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DUSP4	9.74080016805456	0.13600047179629637	0.8664595850255714	0.0963678	0.0923695052373239	0.861691	9.0	43.0	16.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RSKR	6.99731707330369	0.13603007373555068	0.8663650665302505	0.210076	NA	0.143938	15.0	NA	30.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MMEL1	9.739664204204402	0.13605215133205964	0.866294586524758	0.277537	0.0513869826951658	0.538127	34.0	90.0	52.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DYSF	9.73840153534455	0.13610961548842684	0.8661111929005918	0.383535	0.123969574722504	0.161515	81.0	199.0	169.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DCP2	9.738051154300763	0.13612556514609842	0.866060304192477	0.249122	0.167907424152762	0.183623	13.0	46.0	15.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PYY	6.995256494489722	0.13613911038014984	0.8660170916795199	NA	0.0668498762128391	0.452792	NA	9.0	4.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SLC28A3	9.737338265045732	0.13615802158419038	0.8659567676392708	0.866313	0.176710483890619	0.0501911	18.0	58.0	28.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ST8SIA5	9.736893494951048	0.13617827454046272	0.8658921728915807	0.726092	0.110719373118052	0.0955972	7.0	30.0	19.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SH2D3C	9.734186332607752	0.13630160455373208	0.8654990315847684	0.424633	0.367397877933779	0.0493285	24.0	106.0	54.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MSH5	9.734177492821239	0.13630200742840395	0.8654977479169137	0.0772625	0.184070018727924	0.541126	17.0	53.0	32.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SMIM35	3.984840329480412	0.136365	0.8652970831794393	0.136365	NA	NA	13.0	NA	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CASP1	9.731623984087216	0.13641842791747263	0.8651269595747042	1.0	0.333432950088956	0.0231098	11.0	46.0	29.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
LRRC8A	9.731556811485746	0.13642149165688108	0.8651172061257133	0.636646	0.106127023475896	0.11405	12.0	54.0	34.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
GPN3	6.989590403387686	0.13643934853671863	0.865060362905682	NA	0.0920603418121801	0.329729	NA	18.0	9.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
FAM104A	9.730129804443838	0.13648659170629615	0.8649100111432824	0.311793	0.322007056089758	0.0768064	9.0	24.0	23.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SLC2A13	9.725443002187795	0.13670059612852195	0.864229591542177	0.714435	0.679978021593209	0.0159107	15.0	43.0	24.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TLCD3B	6.98444358761119	0.13671259781278744	0.864191464155724	0.0888324	NA	0.342591	8.0	NA	12.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ZNF197	9.722749586441534	0.13682371404047441	0.8638386249523158	0.764531	0.0313220746414946	0.323211	17.0	73.0	36.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CRELD1	9.722404275986545	0.13683950548162344	0.8637885039622031	1.0	0.0430751939926004	0.179713	23.0	54.0	25.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
LOC100144595	3.9778712221893993	0.13684100000000002	0.8637837607593001	NA	NA	0.136841	NA	NA	9.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
COPA	9.72201807097123	0.13685716897885553	0.8637324480425996	0.298219	0.672631165884659	0.0385992	17.0	81.0	46.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TAF2	9.720585326485041	0.13692271461252212	0.8635244991810199	0.0225845	0.457068129629276	0.750603	18.0	76.0	34.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RGS9BP	9.718841017982545	0.13700255108114967	0.8632713459081844	0.384107	0.0291659813778382	0.692232	5.0	13.0	13.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MSANTD3	6.9775543982854575	0.13707913760162316	0.8630286364863669	NA	0.0824389539735687	0.370434	NA	14.0	9.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
HIST1H1C	3.972542486191025	0.137206080920366	0.8626266404394936	NA	0.137206080920366	NA	NA	67.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TYK2	9.714246961334409	0.13721301580401138	0.8626046902054434	0.169628	0.445161363545801	0.102935	47.0	127.0	87.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MTFMT	9.714122863470088	0.1372187049700037	0.8625866837345406	1.0	0.365502727807096	0.0212674	10.0	37.0	27.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
BHLHE40	9.71306842713621	0.1372670531275582	0.86243368972568	0.21352	0.0393609402827388	0.925401	4.0	30.0	21.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ANKRD1	9.711201129994581	0.13735270948149628	0.8621627690700928	0.0120779	0.783805383384289	0.822318	9.0	21.0	23.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SMIM24	6.9713114947530626	0.13741207052153834	0.8619751163983704	NA	0.20745519487975	0.147664	NA	12.0	7.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ABCB8	9.709837574398684	0.13741528800329425	0.8619649475812643	0.0170283	0.74641005425642	0.612896	38.0	87.0	52.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
KRTAP15-1	9.709807806736924	0.1374166544293383	0.861960629078214	0.370144	0.0513918288770996	0.409522	5.0	17.0	7.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ITPR1	9.70786126256852	0.13750603268025632	0.8616782479989986	0.232342	0.0524717003454872	0.639605	23.0	143.0	94.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CAMK2B	9.707128021718459	0.13753971370614224	0.8615718839926296	0.06696	0.564407117999079	0.206403	16.0	53.0	32.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
JAM3	9.70627425860939	0.1375789400064279	0.8614480409478553	0.0250971	0.521809125025731	0.595901	9.0	26.0	31.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
GOT2	9.703968476539826	0.13768492878684396	0.8611135957120535	0.797719	0.082475091755004	0.118751	5.0	35.0	17.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ALMS1	9.703714453546656	0.13769660973324377	0.8610767524973983	0.313619	0.586939454125765	0.0424492	105.0	389.0	231.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
C5orf67	3.9653271894934856	0.13770196616359504	0.8610598586689755	NA	0.137701966163595	NA	NA	13.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TM4SF19-AS1	3.965137893436728	0.13771500000000003	0.8610187535525275	NA	NA	0.137715	NA	NA	10.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
FERMT1	9.702688774470305	0.13774378324049844	0.8609279929500286	0.642247	0.139181753687543	0.0874588	15.0	62.0	32.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TBX18	9.702313153080741	0.1377610625509278	0.8608735161646288	0.171253	0.0590936973805934	0.772663	14.0	62.0	40.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
EIF2S1	6.964068395338061	0.1377992735320541	0.8607530719919041	NA	0.068488904851752	0.448902	NA	9.0	11.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CAMK2D	9.701463516835657	0.1378001544985927	0.8607502955064144	0.546114	0.0521747382528859	0.274543	5.0	25.0	21.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RP11-244H3.4	3.962037173851531	0.137928673391356	0.8603454408496374	NA	0.137928673391356	NA	NA	66.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CCNB2	9.697816526310199	0.1379680642167814	0.8602214291024568	0.0286373	0.414677082705094	0.659939	14.0	32.0	19.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
HS6ST3	9.697205506336497	0.13799621355744573	0.860132829929689	0.156572	0.268140251322536	0.186725	6.0	22.0	28.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RRP7BP	3.961017680455998	0.137999	0.8601240606716289	NA	NA	0.137999	NA	NA	8.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CHSY3	9.696130829616605	0.13804573555886218	0.8599770048295725	0.0487301	0.21597666347431	0.74526	18.0	50.0	42.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SFTA2	6.9588710535320635	0.13807773065723467	0.8598763593109302	NA	0.0907476710179516	0.339676	NA	4.0	4.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
EIF2B3	9.694174958103279	0.13813590387644437	0.8596934262090685	0.489031	0.747683252516664	0.0214725	14.0	32.0	20.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
IFT88	9.693414174323575	0.13817099103034927	0.8595831274239902	0.34035	0.409083820417918	0.056411	20.0	43.0	39.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
FGF6	9.693254463660454	0.13817835784105434	0.859559972925872	0.316654	0.662444662704474	0.0374457	9.0	29.0	20.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ALG13	6.9559319946257325	0.13823542453712948	0.8593806493672219	NA	0.493708122726079	0.0625271	NA	5.0	25.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MAP2K7	9.691667515940228	0.13825157613438893	0.8593299088292967	0.078977	0.294077371323367	0.338469	5.0	31.0	16.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PRDX4	3.9561829141220115	0.13833299999999998	0.859074204501558	NA	NA	0.138333	NA	NA	6.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
HSPA12B	9.689439605629627	0.13835442462681843	0.8590069473991782	0.0407085	0.337523572990076	0.572764	16.0	45.0	36.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ITIH2	9.687212561419283	0.1384573003919853	0.8586841404141236	0.0648434	0.121501808202442	1.0	30.0	78.0	61.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ZKSCAN4	9.685296527281782	0.13854586323915047	0.8584064370360696	0.131505	0.141389173400201	0.424137	12.0	43.0	20.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TMEM56	3.951172165608238	0.13868001045109096	0.8579861342866897	NA	0.138680010451091	NA	NA	12.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SRPRA	9.6816036792695	0.1387166944551553	0.8578712687504353	0.0857378	0.167097776425043	0.551472	16.0	48.0	31.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DNAJC14	9.680089236298901	0.13878680615708927	0.8576518183590169	0.0302639	0.466265773960872	0.560321	11.0	50.0	28.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ZNF580	9.679982120254035	0.1387917663140771	0.8576362972127682	0.284806	0.64195625648711	0.0432478	7.0	10.0	8.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TARSL2	3.9485588795565976	0.138861334156447	0.8574186664307586	NA	0.138861334156447	NA	NA	67.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
AC002310.11	3.9467875906226215	0.13898437040386502	0.8570340359258174	NA	0.138984370403865	NA	NA	38.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
VDAC1	6.941488151122707	0.13901280595371557	0.8569451904015941	NA	0.102865877048842	0.302276	NA	17.0	9.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
IPP	9.67481755748204	0.13903110356838416	0.8568880299832436	1.0	0.0349373735027513	0.226908	12.0	44.0	31.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MARCKSL1	6.940129646159404	0.13908612787331964	0.856716183368836	NA	0.11906179281259	0.261335	NA	20.0	9.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DDHD1	9.67328482914143	0.13910220337915627	0.8566659907280809	0.487084	0.0198612198880906	0.820093	18.0	55.0	46.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
XRCC6	6.938499740616529	0.1391741447581518	0.8564414388046173	NA	0.0459362700715141	0.677904	NA	25.0	14.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CCNYL1	6.938183973333341	0.1391912024805534	0.8563882132519713	NA	0.30118847837199	0.103408	NA	27.0	11.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MND1	9.67058645071064	0.13922745274612652	0.8562751224795009	0.227329	0.150520627568236	0.232171	7.0	9.0	14.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TMEM99	9.667119004797026	0.13938854509889315	0.8557729149377907	0.0186197	0.806079879588537	0.530226	18.0	22.0	43.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PRELID3B	9.666193011510337	0.13943159307160297	0.8556388105845241	0.197498	0.119308030060944	0.337894	5.0	22.0	6.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TMEM191C	6.933001647072575	0.13947142533707954	0.8555147607745615	NA	0.141251771485105	0.221067	NA	15.0	11.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CAND1	9.665291796506281	0.13947350036095746	0.8555082994889311	0.139707	0.267251487671245	0.213339	11.0	52.0	41.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
UBAC2	9.664035306676276	0.1395319467186668	0.8553263465465963	0.5429	1.0	0.0146812	23.0	26.0	55.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
EPN3	9.663909835250237	0.13953778427719885	0.8553081774714366	0.693706	0.0356938444863975	0.321914	32.0	81.0	53.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
OVOL3	9.663379576274437	0.13956245694830205	0.8552313935539825	0.186709	0.147767942823707	0.288987	10.0	26.0	16.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TXNDC11	9.662802931385514	0.13958929228332745	0.8551478946112782	0.252908	0.192941400042392	0.163441	32.0	85.0	61.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
NOX4	9.661504410788412	0.13964973816708068	0.854959874232211	0.0454673	0.283073225206609	0.620059	19.0	61.0	40.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
TTC8	9.655302447316231	0.13993875576898185	0.8540619918292494	1.0	0.0108166745691918	0.740089	14.0	48.0	22.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RP11-134F2.8	3.9330513881048352	0.13994221465366302	0.8540512574479273	NA	0.139942214653663	NA	NA	7.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CEP85L	9.6532296430796	0.14003546759874058	0.85376195409603	0.201559	1.0	0.0397581	18.0	56.0	39.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
C12orf43	9.65313767975488	0.1400397597361882	0.8537486430179531	0.516694	0.0569131731961606	0.272522	9.0	28.0	15.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MORN2	6.921792096503067	0.14007932709728219	0.8536259531513315	NA	0.615317323797332	0.0510332	NA	6.0	6.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
NUTM1	9.651229820680024	0.1401288299316358	0.8534725043135107	0.0842572	0.872134699325404	0.109162	33.0	97.0	70.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CAMTA2	9.650973675673612	0.14014079209096952	0.8534354321559507	0.745213	0.171434559053116	0.062797	32.0	111.0	68.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RNF113A	3.9298984958270626	0.140163	0.8533666155887915	NA	NA	0.140163	NA	NA	7.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CNPY4	9.64901599752428	0.14023224672648352	0.8531521078739557	0.0527783	0.184423647536459	0.825032	8.0	30.0	18.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CFAP20DC	6.918851813051091	0.14023918227422244	0.8531306292504586	0.043762	NA	0.71861	30.0	NA	45.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RNASE1	9.64778579623369	0.14028974346944995	0.8529740789177946	0.409785	0.238301550959182	0.0822862	6.0	15.0	11.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
HAX1	9.645614122342119	0.14039129299398842	0.8526598261230427	0.255805	0.44467101585704	0.0707186	10.0	39.0	25.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ZKSCAN2	9.64376885709914	0.14047763007399633	0.852392828135494	0.138006	0.0752435152976668	0.775381	34.0	89.0	65.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
NOBOX	9.642482797910718	0.1405378303490577	0.8522067554715289	0.392145	0.0333308056648061	0.616409	24.0	68.0	43.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PBXIP1	9.641050469451935	0.14060490413951443	0.8519995313532791	0.504335	0.0271482179769065	0.58886	23.0	71.0	46.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MTRNR2L8	3.923160090772794	0.14063603395994603	0.8519033895228425	NA	0.140636033959946	NA	NA	4.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PCED1B	9.639095950682567	0.14069647667330445	0.851716778048558	0.0614642	0.411519163859294	0.319069	9.0	39.0	22.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
GABRA4	9.638947911871586	0.14070341467696437	0.851695362711892	1.0	0.0212610980622928	0.379615	8.0	23.0	21.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PPIP5K1	9.63847714312422	0.1407254797751983	0.8516272620256142	0.854603	0.183938353896053	0.0513564	9.0	37.0	26.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ENKUR	9.636875835858081	0.14080055636267377	0.8513956291089508	0.408069	0.0263861314932735	0.75036	27.0	27.0	42.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
EMC4	6.9070816912232775	0.14088076703815458	0.8511482924785202	NA	0.463507723358269	0.0682479	NA	8.0	9.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
NLRC4	9.6336325158683	0.1409527257596673	0.8509265212756256	0.256199	0.0802555423719988	0.393578	10.0	51.0	41.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ERVV-1	6.905380025074915	0.14097374638456553	0.8508617587058184	NA	0.0710391091572352	0.445675	NA	22.0	14.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RNF113B	9.631858939569597	0.1410359990898506	0.8506700206027077	0.317863	0.0452159979807444	0.563555	14.0	31.0	14.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
H2BC12	3.9166578881216165	0.141094	0.850491454157031	NA	NA	0.141094	NA	NA	10.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RARS2	9.630044976136283	0.14112121336159916	0.8504076981279183	0.406192	0.0401900896654659	0.496606	16.0	55.0	34.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MAPT-AS1	6.902378228918254	0.14113790213389543	0.8503563421834788	0.579876	NA	0.0546805	34.0	NA	51.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ESYT2	9.627842295593648	0.1412247490996409	0.8500891881599713	0.443816	0.705152775363361	0.0259331	24.0	89.0	68.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ARHGAP22	9.627372724687746	0.14124682963223126	0.8500212913929828	0.830297	0.180417864075868	0.0541913	34.0	111.0	51.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
NSD3	6.90025755450835	0.14125397852749239	0.8499993110964696	0.357406	NA	0.0888109	16.0	NA	50.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
KCNK4	9.626466273613357	0.14128946205939202	0.8498902283858503	0.455523	0.122113687083295	0.146004	17.0	45.0	28.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CLEC3A	9.626383453325928	0.14129335784637556	0.8498782537103177	0.655026	0.0517562492238067	0.239572	9.0	31.0	18.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
USP9X	3.913188037764846	0.141339	0.8497379857255432	NA	NA	0.141339	NA	NA	22.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ARL10	9.624998395808694	0.14135852360072865	0.8496779994054027	0.371014	0.250865649411825	0.0873226	5.0	25.0	21.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ZNF648	9.624161320162171	0.14139792007202961	0.8495569788551303	0.692584	0.0387212822695312	0.303192	13.0	51.0	30.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PTPN9	9.62391226553894	0.14140964354100144	0.8495209724780652	0.083396	0.114574667254295	0.85106	7.0	41.0	19.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
DOCK6	9.623680585387643	0.1414205499268867	0.8494874782944934	0.665049	0.159181096227837	0.0768244	82.0	254.0	178.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MROH2B	9.621908031347157	0.14150401767110507	0.8492312292024449	0.479476	0.242398455878776	0.0700378	46.0	147.0	82.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ITLN2	9.621476595554569	0.1415243400797472	0.8491688615300492	0.529259	0.0359471666691721	0.427947	15.0	39.0	27.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
STAC2	9.62070080618714	0.14156088940906175	0.8490567174089629	0.0267148	0.379585652948779	0.803211	16.0	46.0	25.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PXN	9.619386963432476	0.1416228066404532	0.8488668031396623	0.0841867	0.130852452257116	0.739863	39.0	133.0	73.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RP11-872D17.8	3.9091654057494094	0.141623563470816	0.8488644822820275	NA	0.141623563470816	NA	NA	30.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
NFS1	9.619058580959111	0.1416382859743193	0.8488193374660238	0.561672	0.147254014414935	0.0985594	13.0	40.0	20.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
POLM	9.618152971801965	0.1416809823850896	0.8486884405041449	0.356487	0.122904621028024	0.186137	28.0	68.0	49.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CNTNAP2	9.616742950588428	0.14174748260272227	0.8484846453200978	0.0161374	0.57318855805938	0.882307	31.0	143.0	67.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
RTKN2	9.615117650363587	0.14182416991119257	0.8482497496567456	0.119333	0.783357416728297	0.0873742	15.0	66.0	35.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
PDP1	9.613865335056289	0.14188328332578673	0.8480687700607334	0.239372	0.457763252746209	0.0745867	5.0	33.0	15.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
MPV17	9.612813767466955	0.14193293748304178	0.8479168088609261	1.0	0.033894520150368	0.241254	6.0	28.0	17.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
GGCT	9.6127246312462	0.14193714712301556	0.8479039281559088	0.0436434	0.812837472610476	0.230516	6.0	25.0	14.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
LSM8	6.887193298187526	0.14197098908584166	0.8478003920052508	NA	0.340391269357603	0.0938613	NA	8.0	6.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
IQSEC1	9.611599115869279	0.1419903113095341	0.8477412886335661	0.118166	0.267270733629146	0.259074	40.0	129.0	91.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SHROOM4	3.9017167426787265	0.14215200000000003	0.8472470256474504	NA	NA	0.142152	NA	NA	39.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ZNF71-SMIM17	6.883809076490578	0.14215726933407494	0.8472309273843325	0.194775	NA	0.164311	19.0	NA	29.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
WDR64	9.606016569645778	0.1422542635093744	0.8469347084770241	0.464432	0.364109245833534	0.0485206	28.0	74.0	53.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ANKRD37	9.605723672762702	0.14226812404439357	0.8468923950834697	1.0	0.0150235590685068	0.546224	5.0	12.0	9.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
FERD3L	9.605335594870713	0.14228649058209222	0.846836332130523	0.0678004	0.280060965298286	0.432258	5.0	13.0	9.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
ZCWPW2	9.605146475279842	0.1422954417866664	0.8468090116416791	0.609862	0.0134597616799201	1.0	7.0	30.0	18.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
CTB-50L17.10	3.8981262295827155	0.14240742852007102	0.8464673556350508	NA	0.142407428520071	NA	NA	39.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
UACA	9.601811188941268	0.14245338515282896	0.8463272260613869	0.104429	0.443844352365521	0.177395	22.0	113.0	63.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
SCMH1	9.601124598231193	0.14248591791562354	0.8462280554712156	0.0351961	0.858535038248085	0.272201	18.0	58.0	45.0	SkatO	ALL_MISSENSE_SNPEFF	0.01	4	META-GROUP2
