GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
CAPN10	21.142137185845225	0.00029676775432139156	3.527583289650002	NA	0.0111847897236652	0.00229306	NA	6.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP2
AUNIP	19.76795296031969	0.0005549209869566317	3.2557688499793094	NA	0.0531067474261586	0.00096005	NA	8.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP2
LONP2	21.05577761986136	0.001792756607642334	2.746478668124911	0.260053	0.0004014093550155	0.256535	4.0	11.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP2
RP11-400G3.5	12.58234114487212	0.0018525900862234994	2.7322206643211024	NA	0.0018525900862235	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP2
TRAPPC3L	12.354598828381384	0.0020760267795093988	2.6827670486472077	NA	0.0020760267795094	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP2
NOC2L	12.201260984690983	0.002241454054256101	2.6494701589563654	NA	0.0022414540542561	NA	NA	15.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP2
SLC17A1	12.109251905860592	0.002346979837439001	2.6294906413458454	NA	0.002346979837439	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP2
ZNF587B	12.039331424673557	0.0024304819393666977	2.614307601770071	NA	0.0024304819393667	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP2
ULK4	16.42949409134822	0.0024938142700461447	2.603135894280769	NA	0.253991440943902	0.00106552	NA	17.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP2
TRAP1	11.516477329227266	0.003156666653530599	2.5007712775236506	NA	0.0031566666535306	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP2
LY6K	11.409262724352342	0.0033305049089436974	2.477489921885342	NA	0.0033305049089437	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP2
USP13	11.24997065826215	0.0036066160478188994	2.4429000892283725	NA	0.0036066160478189	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP2
MEI1	11.17907772486121	0.003736750623543099	2.4275058843373913	NA	0.0037367506235431	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP2
