COHORT	VARIANT_GROUP	MAF	TEST	MIN_NUMVAR	LAMBDA	LAMBDA1000
UKB_EXOM_PD_CASE	ALL_LOF_HC_LOFTEE	0.01	CMCWald	2	0.10761441470605855	0.5171354788206334
UKB_EXOM_PD_CASE	ALL_LOF_HC_LOFTEE	0.01	SkatO	2	0.9121042179362563	0.9524401162240695
UKB_EXOM_PD_CASE	ALL_LOF_HC_LOFTEE	0.01	CMCWald	3	0.23049553712532705	0.5836257217344283
UKB_EXOM_PD_CASE	ALL_LOF_HC_LOFTEE	0.01	SkatO	3	1.0828148344743065	1.04481061332004
UKB_EXOM_PD_CASE	ALL_LOF_HC_LOFTEE	0.01	CMCWald	4	0.3272888187205996	0.6359999894737327
UKB_EXOM_PD_CASE	ALL_LOF_HC_LOFTEE	0.01	SkatO	4	1.1271204294834867	1.0687841066980488
UKB_EXOM_PD_CASE	ALL_MISSENSE_SNPEFF	0.001	CMCWald	1	0.7947469291063498	0.8889387867409226
UKB_EXOM_PD_CASE	ALL_MISSENSE_SNPEFF	0.001	SkatO	1	0.9777087190415663	0.9879383207395451
UKB_EXOM_PD_CASE	ALL_MISSENSE_SNPEFF	0.001	CMCWald	2	0.818693226659714	0.9018959856162442
UKB_EXOM_PD_CASE	ALL_MISSENSE_SNPEFF	0.001	SkatO	2	0.9942640432202917	0.9968963079754061
UKB_EXOM_PD_CASE	ALL_MISSENSE_SNPEFF	0.001	CMCWald	3	0.8305029834884038	0.9082861746447366
UKB_EXOM_PD_CASE	ALL_MISSENSE_SNPEFF	0.001	SkatO	3	0.9998437137030446	0.9999154344162547
UKB_EXOM_PD_CASE	ALL_MISSENSE_SNPEFF	0.001	CMCWald	4	0.848434919086267	0.917989038114264
UKB_EXOM_PD_CASE	ALL_MISSENSE_SNPEFF	0.001	SkatO	4	1.0018838402187464	1.0010193347138208
UKB_EXOM_PD_CASE	ALL_MISSENSE_SNPEFF	0.01	CMCWald	1	0.856396910999343	0.9222972244813433
UKB_EXOM_PD_CASE	ALL_MISSENSE_SNPEFF	0.01	SkatO	1	0.9669698132958171	0.9821275628492734
UKB_EXOM_PD_CASE	ALL_MISSENSE_SNPEFF	0.01	CMCWald	2	0.8751781876916388	0.9324596613546097
UKB_EXOM_PD_CASE	ALL_MISSENSE_SNPEFF	0.01	SkatO	2	0.9835965879527852	0.9911242115130341
UKB_EXOM_PD_CASE	ALL_MISSENSE_SNPEFF	0.01	CMCWald	3	0.8830258228412239	0.9367059699585822
UKB_EXOM_PD_CASE	ALL_MISSENSE_SNPEFF	0.01	SkatO	3	0.9880894238920823	0.9935552582604461
UKB_EXOM_PD_CASE	ALL_MISSENSE_SNPEFF	0.01	CMCWald	4	0.8937223043091542	0.9424937723249942
UKB_EXOM_PD_CASE	ALL_MISSENSE_SNPEFF	0.01	SkatO	4	0.989403594790818	0.9942663483006968
UKB_EXOM_PD_CASE	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	1	0.8454036934168023	0.9163488599719977
UKB_EXOM_PD_CASE	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	SkatO	1	0.9598397950066615	0.978269552451157
UKB_EXOM_PD_CASE	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	2	0.8725082698991076	0.9310149847509931
UKB_EXOM_PD_CASE	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	SkatO	2	0.9723125717590742	0.985018497608476
UKB_EXOM_PD_CASE	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	3	0.8830642389196887	0.9367267566696623
UKB_EXOM_PD_CASE	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	SkatO	3	0.9775297204510379	0.9878414656691231
UKB_EXOM_PD_CASE	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	4	0.8926464308714366	0.9419116236205393
UKB_EXOM_PD_CASE	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	SkatO	4	0.9775159525732795	0.9878340159525308
UKB_EXOM_PD_CASE	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	1	0.8841533538021271	0.9373160702409307
UKB_EXOM_PD_CASE	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	SkatO	1	0.9634091434929771	0.980200905642165
UKB_EXOM_PD_CASE	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	2	0.9046919756817355	0.9484293961204769
UKB_EXOM_PD_CASE	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	SkatO	2	0.9756998217047752	0.9868513183645475
UKB_EXOM_PD_CASE	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	3	0.9154191049733479	0.9542337818416082
UKB_EXOM_PD_CASE	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	SkatO	3	0.9818574698165626	0.9901831850554577
UKB_EXOM_PD_CASE	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	4	0.9225455047332715	0.9580898342751253
UKB_EXOM_PD_CASE	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	SkatO	4	0.9805712606474741	0.9894872249404544
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	1	0.9671929537892094	0.9967143202672597
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	SkatO	1	1.005338396985854	1.0005346492539755
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	2	0.9809484856829427	0.9980919594508031
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	SkatO	2	1.0082969630297407	1.0008309545179703
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	3	0.9889661686379956	0.9988949436091358
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	SkatO	3	1.0110008433159645	1.0011017525837003
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	4	0.99618422121596	0.9996178434676872
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	SkatO	4	1.009799765229717	1.0009814626343991
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	1	0.9312483526225848	0.9931144092360812
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	SkatO	1	0.9600526908805084	0.9959992111722556
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	2	0.9442553391286286	0.994417080365702
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	SkatO	2	0.9611720843210846	0.9961113202697048
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	3	0.9496381184305118	0.9949561745817548
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	SkatO	3	0.964065543917271	0.9964011050156892
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	4	0.9583369007728547	0.9958273719659421
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	SkatO	4	0.9619657442891482	0.996190806623185
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE	0.001	CMCWald	1	0.27646621799979104	0.9275368995978349
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE	0.001	SkatO	1	0.9407102236373908	0.9940620312081234
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE	0.001	CMCWald	2	0.45986450633327464	0.9459045403517404
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE	0.001	SkatO	2	1.0370547990149146	1.003711099174909
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE	0.001	CMCWald	3	0.5474634262049971	0.9546777165097875
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE	0.001	SkatO	3	1.0925239406971492	1.009266425108454
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE	0.001	CMCWald	4	0.6151646080791772	0.9614581014227515
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE	0.001	SkatO	4	1.1073580639737464	1.0107520869961388
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE	0.01	CMCWald	1	0.2846192414733234	0.9283534383320879
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE	0.01	SkatO	1	0.9273580263250607	0.9927247866474643
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE	0.01	CMCWald	2	0.459977845087498	0.9459158914147192
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE	0.01	SkatO	2	1.0271333129818374	1.0027174460014994
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE	0.01	CMCWald	3	0.5515402739438573	0.9550860195280774
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE	0.01	SkatO	3	1.07217054581657	1.007227999075769
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE	0.01	CMCWald	4	0.6115922895839995	0.961100327839507
UKB_EXOM_PD_PARENT	ALL_LOF_HC_LOFTEE	0.01	SkatO	4	1.0869468705830805	1.0087078723474365
UKB_EXOM_PD_PARENT	ALL_MISSENSE_SNPEFF	0.001	CMCWald	1	0.9780300492986861	0.9977996732383403
UKB_EXOM_PD_PARENT	ALL_MISSENSE_SNPEFF	0.001	SkatO	1	0.9803091070053372	0.9980279246227647
UKB_EXOM_PD_PARENT	ALL_MISSENSE_SNPEFF	0.001	CMCWald	2	0.9850310210446641	0.9985008320938937
UKB_EXOM_PD_PARENT	ALL_MISSENSE_SNPEFF	0.001	SkatO	2	0.9839585137433355	0.9983934187205424
UKB_EXOM_PD_PARENT	ALL_MISSENSE_SNPEFF	0.001	CMCWald	3	0.9881171851432221	0.9988099165133014
UKB_EXOM_PD_PARENT	ALL_MISSENSE_SNPEFF	0.001	SkatO	3	0.983402986252307	0.9983377817269977
UKB_EXOM_PD_PARENT	ALL_MISSENSE_SNPEFF	0.001	CMCWald	4	0.9909600271874959	0.9990946318280615
UKB_EXOM_PD_PARENT	ALL_MISSENSE_SNPEFF	0.001	SkatO	4	0.983402986252307	0.9983377817269977
UKB_EXOM_PD_PARENT	ALL_MISSENSE_SNPEFF	0.01	CMCWald	1	0.9746049199894535	0.9974566408945855
UKB_EXOM_PD_PARENT	ALL_MISSENSE_SNPEFF	0.01	SkatO	1	0.957138513941515	0.995707351550254
UKB_EXOM_PD_PARENT	ALL_MISSENSE_SNPEFF	0.01	CMCWald	2	0.9817492776031724	0.9981721600810438
UKB_EXOM_PD_PARENT	ALL_MISSENSE_SNPEFF	0.01	SkatO	2	0.9589002881174155	0.9958837961367685
UKB_EXOM_PD_PARENT	ALL_MISSENSE_SNPEFF	0.01	CMCWald	3	0.9853956358072229	0.9985373488631237
UKB_EXOM_PD_PARENT	ALL_MISSENSE_SNPEFF	0.01	SkatO	3	0.9585631317846286	0.9958500293745222
UKB_EXOM_PD_PARENT	ALL_MISSENSE_SNPEFF	0.01	CMCWald	4	0.9890633658361235	0.9989046780686759
UKB_EXOM_PD_PARENT	ALL_MISSENSE_SNPEFF	0.01	SkatO	4	0.9578212365531811	0.9957757273447045
UKB_EXOM_PD_PARENT	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	1	0.9817309476629794	0.998170324307332
UKB_EXOM_PD_PARENT	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	SkatO	1	0.9834974821601297	0.9983472456478629
UKB_EXOM_PD_PARENT	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	2	0.9933165701973997	0.9993306434932757
UKB_EXOM_PD_PARENT	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	SkatO	2	0.9891582484778135	0.9989141807215751
UKB_EXOM_PD_PARENT	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	3	0.9975946834303251	0.9997591035824126
UKB_EXOM_PD_PARENT	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	SkatO	3	0.9889962515119703	0.9988979564585306
UKB_EXOM_PD_PARENT	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	4	1.0011341961011369	1.000113591608294
UKB_EXOM_PD_PARENT	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	SkatO	4	0.9873865848322066	0.9987367456883751
UKB_EXOM_PD_PARENT	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	1	0.9743118526642983	0.997427289719097
UKB_EXOM_PD_PARENT	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	SkatO	1	0.9466031197194748	0.9946522144602102
UKB_EXOM_PD_PARENT	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	2	0.982209718363468	0.9982182739818354
UKB_EXOM_PD_PARENT	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	SkatO	2	0.9519055196481694	0.9951832585496005
UKB_EXOM_PD_PARENT	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	3	0.9850056422413516	0.9984982903649264
UKB_EXOM_PD_PARENT	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	SkatO	3	0.9512257012211206	0.9951151736140247
UKB_EXOM_PD_PARENT	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	4	0.9898064296863367	0.9989790971375884
UKB_EXOM_PD_PARENT	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	SkatO	4	0.9486384135434769	0.9948560524901483
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	1	0.5459728834911687	0.5946053276860985
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	SkatO	1	0.9893434134334395	0.9904848779686235
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	2	0.6015647212513648	0.6442425278282711
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	SkatO	2	1.0225401737012276	1.0201258162767242
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	3	0.6346636252453961	0.6737960915928893
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	SkatO	3	1.041503452843374	1.0370578717736296
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	CMCWald	4	0.6656241016213182	0.7014402822562351
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.001	SkatO	4	1.0467764341700587	1.0417660454912827
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	1	0.6734731321268016	0.7084485754485437
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	SkatO	1	0.9879298666916985	0.9892227411989636
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	2	0.7318723808772885	0.7605924748980407
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	SkatO	2	1.0146055831197434	1.0130411276496227
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	3	0.7626871519598627	0.7881065672753957
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	SkatO	3	1.03010765368065	1.0268827168118495
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	CMCWald	4	0.7895247979912251	0.8120695384790089
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	SkatO	4	1.0346515578452513	1.030939907391123
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE	0.001	CMCWald	1	0.03484781483477675	0.13822866606142226
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE	0.001	SkatO	1	0.5962749256874814	0.6395193409056099
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE	0.001	CMCWald	2	0.03886387071689731	0.14181454804760307
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE	0.001	SkatO	2	0.8552420077137202	0.8707475463162712
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE	0.001	CMCWald	3	0.10416686828478995	0.20012271145360172
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE	0.001	SkatO	3	1.0910320208432613	1.0812812603431987
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE	0.001	CMCWald	4	0.15748285427130657	0.24772783432444256
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE	0.001	SkatO	4	1.2117799569999539	1.189095459607815
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE	0.01	CMCWald	1	0.035326726786071176	0.13865628006618724
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE	0.01	SkatO	1	0.5945937141415623	0.638018209852053
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE	0.01	CMCWald	2	0.06143805910567379	0.16197073557884334
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE	0.01	SkatO	2	0.853414755150313	0.8691160172131789
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE	0.01	CMCWald	3	0.21176816711424112	0.29619845603672734
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE	0.01	SkatO	3	1.0649939476782664	1.0580322169389746
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE	0.01	CMCWald	4	0.253404018366373	0.3333745445590526
UKB_EXOM_PD_SIBLING	ALL_LOF_HC_LOFTEE	0.01	SkatO	4	1.1848127327854945	1.1650167897968597
UKB_EXOM_PD_SIBLING	ALL_MISSENSE_SNPEFF	0.001	CMCWald	1	0.6655394416437891	0.7013646905071951
UKB_EXOM_PD_SIBLING	ALL_MISSENSE_SNPEFF	0.001	SkatO	1	1.0022833478873305	1.0020387704498372
UKB_EXOM_PD_SIBLING	ALL_MISSENSE_SNPEFF	0.001	CMCWald	2	0.702527181721908	0.7343905434207822
UKB_EXOM_PD_SIBLING	ALL_MISSENSE_SNPEFF	0.001	SkatO	2	1.0246709945381989	1.0220283973859887
UKB_EXOM_PD_SIBLING	ALL_MISSENSE_SNPEFF	0.001	CMCWald	3	0.7246487234171911	0.7541425688407511
UKB_EXOM_PD_SIBLING	ALL_MISSENSE_SNPEFF	0.001	SkatO	3	1.0362404956872902	1.0323586485023446
UKB_EXOM_PD_SIBLING	ALL_MISSENSE_SNPEFF	0.001	CMCWald	4	0.7492943166257696	0.7761482857230357
UKB_EXOM_PD_SIBLING	ALL_MISSENSE_SNPEFF	0.001	SkatO	4	1.0400694262983377	1.035777448864565
UKB_EXOM_PD_SIBLING	ALL_MISSENSE_SNPEFF	0.01	CMCWald	1	0.7820602555236521	0.8054045494561426
UKB_EXOM_PD_SIBLING	ALL_MISSENSE_SNPEFF	0.01	SkatO	1	0.9932979988502093	0.9940158738075858
UKB_EXOM_PD_SIBLING	ALL_MISSENSE_SNPEFF	0.01	CMCWald	2	0.8174664351599885	0.8370182484394291
UKB_EXOM_PD_SIBLING	ALL_MISSENSE_SNPEFF	0.01	SkatO	2	1.0162426999091374	1.014502887091392
UKB_EXOM_PD_SIBLING	ALL_MISSENSE_SNPEFF	0.01	CMCWald	3	0.8358371201776006	0.8534211846564599
UKB_EXOM_PD_SIBLING	ALL_MISSENSE_SNPEFF	0.01	SkatO	3	1.0291567943987692	1.0260337074179642
UKB_EXOM_PD_SIBLING	ALL_MISSENSE_SNPEFF	0.01	CMCWald	4	0.8549539728238628	0.8704903638583453
UKB_EXOM_PD_SIBLING	ALL_MISSENSE_SNPEFF	0.01	SkatO	4	1.0304056691732757	1.0271488108150149
UKB_EXOM_PD_SIBLING	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	1	0.7205454751869067	0.7504788339860371
UKB_EXOM_PD_SIBLING	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	SkatO	1	0.9861828916650982	0.9876628908228563
UKB_EXOM_PD_SIBLING	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	2	0.7561549696569104	0.7822740700347853
UKB_EXOM_PD_SIBLING	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	SkatO	2	1.0089119737668797	1.00795738085574
UKB_EXOM_PD_SIBLING	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	3	0.7736961180686783	0.7979363242346617
UKB_EXOM_PD_SIBLING	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	SkatO	3	1.0173808535021143	1.015519129042788
UKB_EXOM_PD_SIBLING	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	CMCWald	4	0.7882747314180139	0.8109533709410118
UKB_EXOM_PD_SIBLING	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	SkatO	4	1.0186286973276628	1.0166333119194564
UKB_EXOM_PD_SIBLING	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	1	0.8077355268570463	0.8283296520112658
UKB_EXOM_PD_SIBLING	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	SkatO	1	0.973966227570153	0.9767547966640288
UKB_EXOM_PD_SIBLING	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	2	0.8424564476229105	0.8593314926161775
UKB_EXOM_PD_SIBLING	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	SkatO	2	0.9950076186668052	0.9955423702218518
UKB_EXOM_PD_SIBLING	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	3	0.8539901720939556	0.8696297992205303
UKB_EXOM_PD_SIBLING	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	SkatO	3	1.0051276479404405	1.0045784075024855
UKB_EXOM_PD_SIBLING	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	CMCWald	4	0.8642844957906474	0.8788214616344479
UKB_EXOM_PD_SIBLING	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.01	SkatO	4	1.0048888586099607	1.0043651957385578
