GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
SCUBE3	1.0601562048433784	0.588559	0.23020999485948632	NA	NA	0.588559	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
HAVCR1	2.8187868844412205	0.588594133489038	0.2301840708229449	NA	0.754442240002794	0.323804	NA	6.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
SLC25A39	2.818456785072788	0.5886509619061016	0.23014214197047106	NA	0.303317987698017	0.80553	NA	5.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
NEK1	1.0591516997872044	0.588854679492349	0.22999186935801616	NA	0.588854679492349	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
NETO2	1.0589468362769476	0.588915	0.2299473838119923	NA	NA	0.588915	NA	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
MORN1	1.0577900882680498	0.589255711646712	0.2296961991733838	NA	0.589255711646712	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
ASCC1	2.814722249141745	0.5892940723174771	0.22966792743150583	NA	0.89189422711082	0.274459	NA	4.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
RLN1	1.0564288481437738	0.589656907421247	0.22940060963612463	NA	0.589656907421247	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
SLC28A2	1.0563108200835212	0.5896917064785518	0.22937498016848598	NA	0.589691706478552	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
MFSD4A	2.8122531434395848	0.5897194587253688	0.2293545417530956	NA	0.72182335282968	0.339544	NA	4.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
CAPN2	1.0560711650745938	0.5897623719978942	0.229322939744517	NA	0.589762371997894	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
IL12RB2	1.055844255077419	0.589829287282841	0.22927366686468623	NA	0.589829287282841	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
DPY19L1	1.0556345602833004	0.589891132590425	0.2292281322187015	NA	0.589891132590425	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
CAPN14	2.8102443515494113	0.5900656525471595	0.22909966470921453	NA	0.381773320947566	0.642625	NA	9.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
RMND1	2.8094652269616343	0.5901999533408315	0.2290008291698787	NA	0.432996261746471	0.566824	NA	5.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
CYP7A1	2.809316131276284	0.5902256552738108	0.2289819169951725	NA	0.592198715061691	0.414474	NA	6.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
C10orf71	1.0541968168302989	0.590315341104843	0.22891593019468595	NA	0.590315341104843	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
PPP1R16A	2.8087193323574193	0.5903285402748104	0.2289062196854067	NA	0.491396355804211	0.499646	NA	4.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
SPATA24	1.0541403769618365	0.590332	0.22890367443296963	NA	NA	0.590332	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
MSH6	1.0540944307809545	0.5903455619062049	0.22889369734655896	NA	0.590345561906205	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
TMCO1	1.0540760074401219	0.5903510000000001	0.22888969676892787	NA	NA	0.590351	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
CDHR2	1.0539977933443512	0.5903740873362621	0.22887271279382773	NA	0.590374087336262	NA	NA	14.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
CASP7	1.0538084906736673	0.5904299696766069	0.22883160624118412	NA	0.590429969676607	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
AL356053.1	1.0537251525733176	0.59045457284523	0.22881350960262697	NA	0.59045457284523	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
CCDC50	2.8074909610414487	0.5905403328606971	0.22875043549219545	NA	0.317508510230277	0.773759	NA	6.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
IFIT2	1.053303734730197	0.5905789999999997	0.22872199988070568	NA	NA	0.590579	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
KCNK4	2.8064486249139096	0.5907200790907484	0.22861826684306963	NA	0.806475140793079	0.304787	NA	5.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
DIABLO	1.0522125514515506	0.590901302879643	0.22848505244237488	NA	0.590901302879643	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
ZNF18	1.052010507202361	0.5909610000000001	0.22844117909111314	NA	NA	0.590961	NA	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
ACTL7A	2.8048255254107453	0.5910000289737534	0.22841249782747408	NA	0.283334582425332	0.868241	NA	5.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
GDPD3	1.0514555560361944	0.5911249999999999	0.22832067297651737	NA	NA	0.591125	NA	NA	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
C9orf24	1.0513718605487465	0.5911497377651151	0.2283024987323378	NA	0.591149737765115	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
MYOCD	1.0513709733460295	0.5911500000000001	0.22830230607871563	NA	NA	0.59115	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
DHX32	1.0513270056572137	0.5911629958924709	0.22829275861639842	NA	0.591162995892471	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
SERPINA3	1.0512423540109386	0.5911880178824152	0.22827437674496762	NA	0.591188017882415	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
SLC47A1	1.0510303295982053	0.5912506943507448	0.22822833622872832	NA	0.591250694350745	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
STBD1	2.8028910220854	0.5913337744989808	0.2281673152176389	NA	0.376371055124932	0.65425	NA	9.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
BCL2L12	1.0507471135930406	0.591334426109001	0.22816683665461338	NA	0.591334426109001	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
SLC22A9	1.0504769322547878	0.5914143152683201	0.2281081675224551	NA	0.59141431526832	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
IPP	2.802169217833487	0.591458325737165	0.22807585042742476	NA	0.959638660129672	0.25669	NA	5.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
FAM83C	1.0497862127465005	0.591618601244885	0.2279581796869591	NA	0.591618601244885	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
TICAM2	2.8002802268002247	0.5917843422734449	0.22783652980431615	NA	0.71467366615358	0.345	NA	5.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
KDELR3	1.0483022639588135	0.592057729988926	0.22763594430199938	NA	0.592057729988926	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
MAPK3	1.048237169977233	0.592077	0.22762180932349665	NA	NA	0.592077	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
STXBP2	2.7979612097433675	0.592184696325952	0.22754282016028	NA	0.300941870199192	0.820253	NA	6.0	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
CLDN25	1.0476741873986402	0.5922436879775987	0.22749955920985154	NA	0.592243687977599	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
ZNF397	2.797527784097353	0.5922595374265032	0.22748793690599758	NA	0.730554858883786	0.337965	NA	7.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
PIK3C2A	1.0472231608405635	0.5923772618544398	0.22740162003716918	NA	0.59237726185444	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
DNAJC28	2.79632500986225	0.5924672488154286	0.2273356521564492	0.818816	0.301716748580245	NA	4.0	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
UNC5B	2.795246673680008	0.5926535007976366	0.2271991458826221	NA	0.746807998103091	0.330987	NA	4.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
PADI3	2.7926143741351286	0.5931082758175494	0.22686601608330703	NA	0.398497653984682	0.621106	NA	5.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
TRANK1	1.0444696643561704	0.5931933778726541	0.2268037058726131	NA	0.593193377872654	NA	NA	23.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
PATE1	1.0440299016330992	0.593323824381087	0.22670821261062482	NA	0.593323824381087	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
ZFYVE27	1.0436500339178796	0.5934365273665809	0.22662572538433845	NA	0.593436527366581	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
RIN2	1.0435756432501189	0.5934586008468661	0.22660957165608148	NA	0.593458600846866	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
ERVW-1	1.043139454417414	0.5935880449690539	0.22651485445452582	NA	0.593588044969054	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
MKNK1	2.7885283080897985	0.5938145504704657	0.22634916492183516	NA	0.271986750704629	0.911866	NA	4.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
DDX51	2.7877073981414733	0.5939564936581654	0.22624536521437486	NA	0.629875202762979	0.393915	NA	8.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
EFHC1	2.7866888249077237	0.5941326376058198	0.2261165897832486	NA	0.290851376139566	0.853507	NA	7.0	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
NSMCE1	1.0410543649368948	0.594207209760635	0.22606208302669378	NA	0.594207209760635	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
GGT1	1.0407656304838107	0.594293	0.2259993851368389	NA	NA	0.594293	NA	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
SLC10A4	1.039806737532567	0.5945780000000003	0.22579116417810824	NA	NA	0.594578	NA	NA	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
GTF2H4	1.038746384076519	0.5948933149975462	0.22556091135069392	NA	0.594893314997546	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
PIGZ	1.038487678057893	0.5949702712152131	0.22550473405253177	NA	0.594970271215213	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
CHI3L1	2.7812611282812205	0.5950716868298574	0.2254307127264302	NA	0.369805493018049	0.673106	NA	5.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
ZFP2	1.0380720185199386	0.5950939365994572	0.22541447473068962	NA	0.595093936599457	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
SLC15A3	1.0380128156196309	0.595111552503685	0.2254016189842316	NA	0.595111552503685	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
KIAA1683	1.0378358548383615	0.595164210535889	0.22536319243882233	NA	0.595164210535889	NA	NA	18.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
PNPLA6	2.7798952605486247	0.595308109370367	0.22525820138774874	NA	0.366594279888337	0.679466	NA	9.0	23.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
STK10	2.778881781040748	0.5954835651542134	0.2251302201784002	NA	0.365320353298875	0.682181	NA	5.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
TMEM232	1.0362568032057826	0.5956342935919741	0.2250203057334876	NA	0.595634293591974	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
ZNF564	1.0351426632931382	0.595966195999736	0.22477837332542286	NA	0.595966195999736	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
CFAP410	1.0343481317646503	0.596203	0.22460584299616262	NA	NA	0.596203	NA	NA	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
OR5M8	1.0341966228178598	0.5962481667550721	0.22457294324638755	NA	0.596248166755072	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
SH2B3	2.774012587208072	0.5963268777661872	0.22451561560399053	NA	0.282820757774805	0.883323	NA	4.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
GP1BA	2.773196919818709	0.5964682021368006	0.22441270371973285	NA	0.283584310136992	0.881304	NA	5.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
IL36A	1.0333674398975157	0.596495417403614	0.2243928884629907	NA	0.596495417403614	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
CCDC171	1.033116831557042	0.5965701654499651	0.22433846955329728	NA	0.596570165449965	NA	NA	17.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
PLCG1	1.0325383423904138	0.596742745096549	0.2242128522268436	NA	0.596742745096549	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
CCDC102B	2.771159619261301	0.5968212596001619	0.22415571508868692	NA	0.752442040820879	0.332489	NA	11.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
RP3-382I10.7	1.031609818300557	0.5970198544243779	0.22401122578257415	NA	0.597019854424378	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
KRT77	1.0311336479195305	0.5971620129324053	0.22390782669811105	NA	0.597162012932405	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
C8B	1.0307996391769214	0.597261749926967	0.2238352976212	NA	0.597261749926967	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
CRIP3	1.029789571938993	0.597563463371305	0.22361596430730823	NA	0.597563463371305	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
ARFGAP2	1.0296403378401615	0.5976080534573502	0.2235835585344909	NA	0.59760805345735	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
HDAC7	1.0291008615079584	0.5977692729002781	0.2234664127373944	NA	0.597769272900278	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
TMX2	1.0282454397705714	0.5980249999999999	0.2232806602672709	NA	NA	0.598025	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
CFAP43	2.764174946808372	0.5980324391254692	0.22327525789939814	NA	0.913464843788993	0.274837	NA	13.0	23.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
LRWD1	1.0276284804329072	0.598209507010821	0.2231466892493177	NA	0.598209507010821	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
LMBRD2	1.0273640237921096	0.5982886124790561	0.2230892632194171	NA	0.598288612479056	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
PPL	1.027269581653254	0.598316864974215	0.22306875536953508	NA	0.598316864974215	NA	NA	20.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
RARS	1.0261611436558473	0.598648555454121	0.22282806111663228	NA	0.598648555454121	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
OR10A6	1.026019347468781	0.5986909999999999	0.22279727046583345	NA	NA	0.598691	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
TPK1	1.0259124504389896	0.5987229999999999	0.22277405807074835	NA	NA	0.598723	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
WDR59	1.0258555178648736	0.59874004366337	0.22276169531935874	NA	0.59874004366337	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
MTMR8	1.0257888578702041	0.59876	0.22274722028543437	NA	NA	0.59876	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
PELP1	1.0255260423999362	0.5988386868654069	0.2226901506311863	NA	0.598838686865407	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
TNNT2	1.0252927775339513	0.598908534951623	0.2226394978091267	NA	0.598908534951623	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
GUF1	1.0248726402517698	0.599034360069191	0.22254826615748008	NA	0.599034360069191	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
ODF2	1.0246114899383711	0.599112584181577	0.2224915580874519	NA	0.599112584181577	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
VN1R4	1.0242276874955072	0.599227565650446	0.2224082164459135	NA	0.599227565650446	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
PAFAH1B3	2.75664148321048	0.5993400931985011	0.22232666895384623	NA	0.74002911167578	0.340529	NA	6.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
CKMT2-AS1	1.0230217169713707	0.599589	0.22214634327392832	NA	NA	0.599589	NA	NA	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
C1orf146	2.754929003798046	0.5996375333336428	0.22211119101801158	NA	0.393169787785551	0.641497	NA	4.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
MTMR2	2.7548186163375123	0.5996567089006442	0.22209730311186895	NA	0.326191493621847	0.773261	NA	4.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
SLC12A8	1.0224959320171492	0.599746648158808	0.2220321705217852	NA	0.599746648158808	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
RARG	1.0224447382513804	0.5997620000000001	0.22202105393679447	NA	NA	0.599762	NA	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
FRZB	1.0219646054123228	0.599906	0.22191679441550297	NA	NA	0.599906	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
TCAF2	2.7523293160602633	0.6000892058424365	0.2217841850739766	0.820128	NA	0.307934	9.0	NA	144.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
TRPM6	1.0213100263947397	0.6001023750740591	0.2217746543878499	NA	0.600102375074059	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
LYPD3	1.0203645410741446	0.6003861361349969	0.22156934485912258	NA	0.600386136134997	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
OR51T1	1.0196391690688313	0.6006039272752741	0.22141183232950504	NA	0.600603927275274	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
HOXD10	1.019365887080894	0.600686	0.22135248989982276	NA	NA	0.600686	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
KIF18A	1.0193504238341324	0.6006906442958762	0.2213491320984523	NA	0.600690644295876	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
EIF2S3L	1.0192889923343305	0.6007090952428402	0.2213357924177627	NA	0.60070909524284	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
CLRN2	1.0187703294503254	0.6008648982001629	0.22122316620351723	NA	0.600864898200163	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
MR1	2.7474419889855812	0.6009387694815762	0.2211697766345018	NA	0.92622146180203	0.273329	NA	8.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
MAZ	1.0174809510411753	0.601252394207266	0.22094318123942758	NA	0.601252394207266	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
PRRC2A	1.0171197184337473	0.601361	0.22086474057538283	NA	NA	0.601361	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
NCOR1	1.0170360035243122	0.6013861719676399	0.22084656211377257	NA	0.60138617196764	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
TBX19	2.7438886110539342	0.6015568077029453	0.22072335401495485	NA	0.335662346228939	0.755561	NA	5.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
ZNF813	1.0162135281626123	0.601633535481408	0.22066796385822868	NA	0.601633535481408	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
PPFIBP1	1.0161730047728674	0.6016457257200258	0.22065916431595164	NA	0.601645725720026	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
PGM5	2.7432763682209447	0.6016633250576006	0.22064646052187734	NA	0.294573737015307	0.861214	NA	7.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
GLIS1	2.742996314962625	0.6017120513698646	0.2206112901686096	NA	0.340856219049951	0.74438	NA	4.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
MRC2	1.0158393367316396	0.6017461090688792	0.2205867092214051	NA	0.601746109068879	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
ABCA11P	1.0156369661649762	0.601807	0.22054276501120443	NA	NA	0.601807	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
NPVF	1.0155565410197316	0.601831200694275	0.22052530091281142	NA	0.601831200694275	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
ZNF808	1.0155258162297873	0.601840446333904	0.2205186291094462	NA	0.601840446333904	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
HPS1	1.015162036452934	0.6019499249817658	0.22043963533458863	NA	0.601949924981766	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
IFIH1	1.0149029191381764	0.6020279178580729	0.2203833687246062	NA	0.602027917858073	NA	NA	26.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
OR4K14	1.0142814951148995	0.6022150042269789	0.22024842821249052	NA	0.602215004226979	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
SORBS1	1.0138963545351387	0.6023309841116951	0.22016479599821678	NA	0.602330984111695	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
SLC26A11	1.0133698834966527	0.602489559891527	0.22005047426476868	NA	0.602489559891527	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
NOS3	1.0125516776238943	0.602736090564389	0.21987280311696883	NA	0.602736090564389	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
PGBD4	1.012525349380112	0.602744025107979	0.2198670860114724	NA	0.602744025107979	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
TVP23C	1.012226131256636	0.602834207821951	0.21980211162151686	NA	0.602834207821951	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
POLR2C	1.0116496306892317	0.603008	0.21967692611389797	NA	NA	0.603008	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
ADH4	1.011091110628259	0.6031764195477929	0.2195556450236417	NA	0.603176419547793	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
RCC1	1.0108305721474307	0.6032550000000001	0.21949906981136796	NA	NA	0.603255	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
GSDMD	1.0102372129593948	0.603434	0.21937022350079272	NA	NA	0.603434	NA	NA	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
ARHGEF28	1.009628013029319	0.6036178339717921	0.21923793741678876	NA	0.603617833971792	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
CTB-133G6.1	1.0095714805213287	0.6036348962279449	0.21922566153865472	NA	0.603634896227945	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
NPHS2	1.0088881210499436	0.603841181279447	0.21907727191486523	NA	0.603841181279447	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
C19orf71	1.008691610792719	0.6039005146872329	0.21903460025469026	NA	0.603900514687233	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
ZNF264	1.0083333609086447	0.6040086980208	0.21895680728079223	NA	0.6040086980208	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	META-GROUP1
