GENE	TEST_STAT	META_PVAL	-log10	GNE_PVAL	UKB_ALL_PVAL	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
COL9A2	4.830390796063327	0.305147293613667	0.5154904774978601	0.42274588100438	0.211356	100.0	160.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZNF300	4.828784532939895	0.3053206481125578	0.5152438244005912	0.22415883585201	0.398921	41.0	91.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CCDC158	4.82864347889994	0.3053358751388699	0.5152221656996597	0.165922304045663	0.538975	117.0	228.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MYOD1	4.8283477313179395	0.30536780364161104	0.515176754568041	0.291770888722461	0.306546	25.0	63.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TMEM72-AS1	2.37222648005034	0.305406	0.5151224350553185	NA	0.305406	NA	43.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CNOT6L	4.827824525340988	0.30542429501491075	0.5150964198950054	1.0	0.0894646	26.0	48.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SUN2	4.82751225434252	0.30545801553159707	0.5150484740498374	0.837524169440725	0.106837	90.0	218.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ABCC2	4.826985107275913	0.30551494639144294	0.5149675383623569	0.244330460535885	0.366316	169.0	294.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SAPCD1-AS1	2.3715062571663137	0.30551600000000007	0.514966040643182	NA	0.305516	NA	15.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ONECUT1	4.826475577173128	0.3055699830065412	0.5148893099618366	0.267670160581571	0.33446	43.0	78.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
DKK3	4.826323267709741	0.3055864362240388	0.5148659262867392	0.728113756198357	0.122964	31.0	59.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MAPK9	4.826251183855687	0.30559422333237335	0.5148548595158033	0.908992224030303	0.0984992	50.0	72.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PITX2	4.825751986333469	0.3056481553864238	0.5147782208717955	0.623068385715646	0.143736	37.0	60.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ANKRD2	4.825428440273614	0.30568311470528775	0.5147285501285077	0.230543921678562	0.388524	37.0	74.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LOC100289561	2.3703217273523807	0.305697	0.5147088232622615	NA	0.305697	NA	3.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZNF678	4.8246218109782255	0.3057702858372622	0.5146047207677725	0.225004907859118	0.398249	58.0	99.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LRCOL1	4.824204259303171	0.30581541806193907	0.5145406228791405	0.378732593351287	0.236649	26.0	59.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
C18orf63	4.823982848471331	0.30583935210061436	0.5145066350106934	0.449861042654924	0.199254	46.0	104.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
C14orf105	2.369186344127622	0.30587059089121404	0.5144622779275824	0.305870590891214	NA	44.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
DAOA	4.823393205293898	0.30590309883658573	0.5144161235357108	0.212672747212549	0.421601	12.0	52.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
RNF6	4.823146016409895	0.3059298258724186	0.5143781804838792	0.199412320957831	0.449692	60.0	120.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MIR4315-1	2.3685952722654298	0.30596100000000004	0.5143339283035031	NA	0.305961	NA	3.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MIR4315-2	2.3685952722654298	0.30596100000000004	0.5143339283035031	NA	0.305961	NA	3.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
RP11-38C17.1	2.3685006160849804	0.30597548089248694	0.5143133739750798	0.305975480892487	NA	12.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ABLIM2	4.822283644431865	0.3060230840680935	0.5142458123900946	1.0	0.0897128	92.0	169.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
GPR27	4.822117032359305	0.3060411044597559	0.5142202393969031	0.167236934289206	0.536486	5.0	68.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NOS1	4.82199698595357	0.30605408895691005	0.5142018138463488	0.858553023585821	0.104508	118.0	239.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CRMP1	4.820753304964166	0.3061886352137823	0.5140109330222764	0.253526157802439	0.354131	47.0	115.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MALL	2.3669944018292197	0.3062059999999999	0.5139863037051593	NA	0.306206	NA	4.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SLC2A13	4.82043143176077	0.30622346468711276	0.5139615341025171	0.213360900615067	0.420864	42.0	102.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZBTB7C	4.820110749151466	0.30625816858949023	0.5139123188689482	0.105906524325768	0.848015	36.0	138.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FLNB	4.820050976417284	0.30626463748586874	0.5139031456398915	0.675641355378427	0.13293	260.0	565.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
KCNJ2	4.81934693914289	0.3063408403410398	0.5137951006390725	0.84677599656505	0.106102	21.0	41.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CNTN2	4.818960194776375	0.3063827070544947	0.5137357509283115	0.142180412765036	0.632028	99.0	181.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TMEM209	4.818652077238886	0.30641606547082356	0.5136884682743621	0.214973873331973	0.418078	53.0	106.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CRB3	4.818569121328298	0.30642504722528235	0.5136757382981294	0.223021813359939	0.403008	13.0	33.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ARFGAP3	4.817642662235546	0.3065253710768659	0.5135335731433823	0.524952534694969	0.171294	48.0	104.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ACTR8	4.816874987571509	0.30660852116903364	0.5134157795362233	0.699049145760978	0.128683	53.0	134.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SLC26A4-AS1	2.364181282834254	0.30663699999999994	0.5133754426769339	NA	0.306637	NA	11.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NOV	2.363923902289109	0.306676463738356	0.5133195532016809	0.306676463738356	NA	34.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
RIMBP2	4.815435131145771	0.3067645284533213	0.5131948598065235	0.688277681319439	0.130791	122.0	230.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CPNE2	4.814826259745708	0.30683051893797747	0.5131014454167672	0.181074397748213	0.497298	53.0	117.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
KCNK5	4.8146849277212045	0.3068458384150884	0.513079762442357	0.236725223648706	0.380417	32.0	72.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
RPS19BP1	4.81239002329591	0.30709467978951854	0.512727707353964	0.545593515872632	0.165247	15.0	38.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
KCNB1	4.812350160652821	0.3070990036555647	0.5127215925689541	0.362177935370219	0.248937	47.0	87.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TMEM150B	4.811851744763908	0.3071530706430648	0.5126451386329641	0.116692062780466	0.77282	28.0	65.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ACKR4	4.811298884893456	0.307213052797468	0.5125603360445438	0.103020711516341	0.875619	22.0	52.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ACTR1B	4.81075143364418	0.30727245769466205	0.5124763658981717	0.724815748499157	0.124489	43.0	88.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ITGB5	4.810734622682702	0.30727428203199403	0.512473787413623	0.481827651681102	0.187271	83.0	148.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MPZL2	4.810415591887956	0.30730890517601145	0.512424854606082	0.134763808756267	0.669666	28.0	70.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CMC1	4.810118867369039	0.30734111040487794	0.5123793439810322	0.140743151073687	0.641311	11.0	52.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NEK7	4.809968661594322	0.3073574141708905	0.5123563062305511	0.748444604822526	0.120606	12.0	47.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SLC25A52	4.809027453048053	0.3074595919341489	0.5122119535574005	1.0	0.0903094	26.0	41.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
INMT-FAM188B	2.358662570109729	0.30748428920567705	0.5121770694351985	0.307484289205677	NA	15.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TPPP2	4.808372679135389	0.30753069087230556	0.5121115361117548	0.31532807533859	0.286492	29.0	51.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ASNSD1	4.8083265440511145	0.3075357009852063	0.5121044608938097	0.206615683950668	0.437242	64.0	117.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
S100A3	4.807965137920229	0.3075749507947039	0.512049036798472	0.520815837402183	0.173492	13.0	24.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CTD-2410N18.5	2.357619620632485	0.307644676310298	0.5119505958337631	0.307644676310298	NA	2.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NT5C1B	4.807103649625295	0.30766852776084586	0.5119169266282432	0.696261374859782	0.129831	80.0	147.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SLC22A23	4.806586593938937	0.3077247029186267	0.5118376389146455	0.360650159919007	0.250713	63.0	131.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ARX	2.3569155315857393	0.30775299999999994	0.5117977048398781	NA	0.307753	NA	51.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
KRT7-AS	2.3568050564288123	0.3077699999999998	0.5117737154643578	NA	0.30777	NA	17.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LOXL2	4.805270069948985	0.30786777404620136	0.5116357683438729	0.174153904597896	0.519536	109.0	199.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ISCA2	4.805011778828865	0.3078958498707262	0.5115961649142422	0.881857336461523	0.102614	17.0	31.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MAN2C1	4.804176017947917	0.3079867102248588	0.5114680231116762	0.349227049009377	0.259226	144.0	296.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SIX4	4.803597159827207	0.3080496541999773	0.5113792743859944	0.189443888428088	0.478004	55.0	135.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CCDC144NL	4.8035376376258325	0.3080561271383882	0.5113701488055541	0.539862595526849	0.167742	46.0	95.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SRPX2	2.3547915789509672	0.30807999999999985	0.5113364943853256	NA	0.30808	NA	55.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SELENOW	2.3546877125231704	0.30809599999999987	0.5113139400771018	NA	0.308096	NA	35.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
STARD7-AS1	2.354596833823499	0.3081099999999999	0.5112942060182069	NA	0.30811	NA	4.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ASB2	4.802784701107425	0.3081380174143042	0.5112547160463317	0.391700594050666	0.231278	69.0	162.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
C1orf159	4.802739755222104	0.3081429063516057	0.5112478255572362	0.104980504122425	0.862958	80.0	152.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
RP5-1024G6.2	2.354192653152639	0.308172272345357	0.5112064393006835	0.308172272345357	NA	2.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TDRKH	4.802291126418508	0.30819170895098513	0.511179048957217	0.513327383073312	0.176523	40.0	71.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TRIM31	4.802177464508063	0.3082040742999574	0.5111616244291067	0.128575315480182	0.704795	28.0	77.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TMEM202	4.801985839748158	0.3082249222036018	0.5111322483628709	0.319916700206909	0.283286	29.0	42.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
OR5D18	4.801304813451059	0.30829902420436284	0.5110278498545211	0.0906587875887093	1.0	23.0	54.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
OR5B17	4.800992186722385	0.30833304583331045	0.510979926931111	0.117162453258571	0.773908	37.0	79.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PFN1	4.800323982502324	0.30840577361494326	0.5108775001877487	0.27245252216748	0.332914	7.0	48.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NUDT19	4.7998800011828715	0.3084541046691129	0.5108094461258383	0.434771798763824	0.208669	30.0	151.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
GATAD1	4.799326516113287	0.30851436488084677	0.5107246097725748	0.170691555704418	0.531652	14.0	42.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
HIST1H2BM	2.351553992059868	0.30857912176322905	0.5106334613245819	0.308579121763229	NA	19.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LRRN2	4.798668734846772	0.3085859929016439	0.5106237909870104	0.112513907352106	0.806819	74.0	122.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SRSF12	4.7982606742943155	0.3086304348975746	0.5105612491855887	0.166042550119007	0.546829	28.0	48.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TLR5	4.797790453301995	0.30868165336353964	0.5104891822437152	0.23289891048938	0.389947	82.0	148.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
COL25A1	4.797694660210367	0.30869208841463497	0.5104745010715084	0.352602246435485	0.257578	63.0	124.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NSMCE4A	4.797019605389103	0.30876563258230943	0.5103710451578091	0.354035280362359	0.256622	30.0	73.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TTC33	4.796581878573175	0.3088133286740173	0.5103039633730406	0.288259174819203	0.315248	22.0	53.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MRC2	4.796167400882366	0.3088584970781891	0.5102404461850929	0.15323346607516	0.59316	116.0	281.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MITF	4.795688774771355	0.30891066295443026	0.5101671004963964	0.117464135526439	0.77397	62.0	113.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ABI1	4.795643269717235	0.3089156229687367	0.510160127316742	0.274994889775341	0.330609	37.0	63.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SRL	4.795617007981034	0.30891848550680434	0.510156102985712	0.291745620059498	0.311631	57.0	100.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NHP2	4.795097397206414	0.3089751277616868	0.5100764795091826	0.1512872860872	0.601112	19.0	47.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
STX1B	4.7947751568598775	0.3090102591717622	0.5100271017152208	0.605544836759601	0.150204	16.0	30.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
RHOT1	4.794734411714557	0.3090147015395208	0.5100208582916479	0.360681850226978	0.252181	34.0	70.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PRR25	4.794677067781295	0.309020953731762	0.5100120714439407	0.52891859552773	0.171973	53.0	116.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
VN1R4	4.793708055214143	0.3091266206898513	0.5098635937044378	0.378457119110823	0.24046	33.0	59.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ILVBL	4.793086164373554	0.30919445112792354	0.5097683086287038	0.249317632251351	0.365125	79.0	157.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
WNT7B	4.792509429492135	0.30925736733259207	0.5096799455265559	0.543220095538891	0.167627	36.0	74.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SCGB1D1	4.792068709772707	0.3093054527232916	0.5096124237835545	0.598373449656467	0.15221	9.0	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
HSD17B3	4.791140239461946	0.30940677508422065	0.5094701807805538	0.41426226884932	0.219959	26.0	59.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
HDAC4	4.79091692256357	0.30943114935996907	0.509435969517652	0.591924299379278	0.153957	115.0	225.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
OR51B6	4.790574890504567	0.3094684840633317	0.5093835724736148	0.552690951254009	0.164914	40.0	80.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CXorf58	2.3457623936965244	0.309474	0.5093758317192819	NA	0.309474	NA	39.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CDC20B	4.7894803855845565	0.3095879803641546	0.5092159089802765	0.283082271946932	0.322155	59.0	135.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TTC4	4.78924310746357	0.3096138910348695	0.5091795626388319	0.276146095845632	0.330286	26.0	67.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SUCLG1	4.789145557461928	0.3096245439732251	0.5091646200510248	0.242482249883564	0.376158	35.0	76.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZNF630-AS1	2.3447221891210503	0.30963500000000005	0.5091499541656925	NA	0.309635	NA	63.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZNF630	2.3447221891210503	0.30963500000000005	0.5091499541656925	NA	0.309635	NA	63.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PLEKHO1	4.788727002246297	0.30967025568925066	0.5091005073018943	0.664966388981324	0.137196	37.0	100.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
KISS1	4.787901459192301	0.3097604321437221	0.5089740584913317	0.122478154868291	0.745181	11.0	34.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TMPRSS15	4.787609051836774	0.3097923778430263	0.508929271862276	0.125679104007205	0.726308	111.0	217.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZFC3H1	4.785879512136981	0.3099813868321318	0.5086643830650344	0.39128318347692	0.23349	146.0	261.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
AFMID	4.78559817464293	0.3100121411878515	0.5086212973023905	0.174675376856754	0.523105	29.0	105.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
VIPAS39	4.785540456606978	0.31001845093550523	0.5086124580979282	1.0	0.0913762	48.0	101.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PTF1A	4.785317160218036	0.31004286274127146	0.5085782617618266	0.18070732044192	0.505715	4.0	71.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FAM151A	4.783346570657773	0.31025836559310654	0.5082764996537517	0.17513931361536	0.522307	61.0	129.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
APEX2	2.3403218466744344	0.31031699999999995	0.5081944319441676	NA	0.310317	NA	44.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ETV5	4.782626448536497	0.31033714867993584	0.5081662344027977	0.171909715427112	0.532311	37.0	70.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
UBASH3B	4.782530723058116	0.31034762251967535	0.5081515772659879	0.216564859137285	0.42257	49.0	89.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SPTBN2	4.7822007313817005	0.31038373092066646	0.5081010508048013	0.274773310586644	0.333107	256.0	497.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TM9SF1	4.7820020822333	0.3104054692103158	0.5080706352652185	0.399262019520435	0.229268	65.0	125.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
FER1L6-AS1	2.339574363782125	0.3104329999999998	0.5080321180964442	NA	0.310433	NA	80.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
XRCC4	4.781431688576148	0.3104678946955262	0.5079833033053552	0.324749567350307	0.281953	36.0	66.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ZSCAN20	4.7811423441070735	0.3104995653271489	0.5079390034621283	0.655294186092841	0.13975	93.0	185.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
EXO1	4.780995339620254	0.3105156569441861	0.5079164967658828	0.743564483721126	0.123169	81.0	190.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
TAF15	4.780750980726596	0.3105424068319737	0.507879085356733	0.231524562262033	0.395618	39.0	155.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SLC5A12	4.780633600460503	0.3105552570870616	0.5078611146084893	0.163756248382393	0.559372	56.0	90.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SETDB2	4.780577753116446	0.3105613711530661	0.5078525645069234	0.200330266593172	0.457261	51.0	87.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
ATP5PF	2.3384665410440784	0.310605	0.5077915574454137	NA	0.310605	NA	23.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
RPL3L	4.780087985735218	0.3106149942523915	0.5077775834951066	0.239472192448337	0.382615	88.0	151.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
LOC101929710	2.3383957127881043	0.31061600000000006	0.5077761772850474	NA	0.310616	NA	138.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
PHF24	4.780060995235907	0.31061794957982264	0.5077734514463853	0.460654225780142	0.198906	49.0	98.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
SLC7A3	2.338324887040362	0.310627	0.507760797669337	NA	0.310627	NA	36.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
C16orf46	4.779653662013569	0.3106625533885079	0.5077110925346712	0.468147815569735	0.195762	46.0	85.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
HIST1H1T	2.3377877235022897	0.31071043995389397	0.5076441540891048	0.310710439953894	NA	55.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
NR1D2	4.779177634508406	0.31071468605463903	0.5076382191564925	0.865194602827301	0.10595	52.0	99.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
CIART	4.7789999273493216	0.3107341496957561	0.5076110151408073	0.703675236643926	0.130281	26.0	71.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
MARK2	4.778537365003336	0.3107848172410861	0.507540205924781	0.865234799135689	0.105979	49.0	139.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	2	META-GROUP1
