GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
HMGCL	3.0901477676210347	0.002000569372172518	2.6988463843352943	0.203009	0.00195421	4.0	29.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
TIGD2	-3.0761890369490796	0.0020966487257230364	2.678474325499905	0.039053	0.0222097	4.0	57.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
TTI2	3.0743828771846693	0.002109385279778521	2.675844089013523	0.00281275	0.173723	8.0	54.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
HP1BP3	3.0674170655506514	0.0021591736677897136	2.665712424859171	0.0681376	0.0119411	5.0	66.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
WDR92	-3.06278961318517	0.0021928416952682215	2.658992719600648	0.0453871	0.0197858	6.0	53.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
KIF21A	3.056169398771736	0.002241845577682222	2.649394305688508	0.0493751	0.0184366	21.0	228.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
RAP1A	3.048278200049959	0.0023015674602244575	2.637976291170241	NA	0.00230159	NA	25.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
ADM	3.044838068957152	0.002328056190119725	2.633006541735021	NA	0.00232806	NA	24.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
FAM181A	3.040137381474089	0.0023647025653137704	2.6262234774912643	0.0163879	0.0575325	14.0	56.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
BTBD10	3.039925258119253	0.002366368658402923	2.6259175953640876	0.302526	0.00108277	7.0	86.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
CRACR2A	-3.039265362173688	0.002371558593213269	2.6249661409278398	0.00824744	0.0976422	20.0	115.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
ZCCHC8	3.025925509937551	0.0024787336052193385	2.60577014527734	0.493711	0.000324538	9.0	57.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
RPL36A	3.0212100569729996	0.002517666338893587	2.599001826562962	NA	0.00251768	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
PHF23	3.015487107182945	0.0025656684639980784	2.5907994639231395	0.000736983	0.373951	9.0	68.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
ODF3L1	-3.0079501696147104	0.0026301626055556574	2.580017401125238	0.0735917	0.0137113	10.0	46.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
ILF2	3.000286899617012	0.002697254166131875	2.5690781274263728	NA	0.00269728	NA	42.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
SNRNP35	2.9942464376130005	0.0027512362829733485	2.5604721097248593	0.140536	0.00576761	8.0	62.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
NBPF4	2.99037539257546	0.0027863478665476303	2.554964664261311	NA	0.00278636	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
HNRNPM	2.9896086844682976	0.0027933505176847653	2.5538745643545244	0.0573162	0.0199628	19.0	150.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
PSME1	2.989323526314511	0.0027959590789462326	2.5534691891201673	NA	0.00279585	NA	49.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
TMSB4X	2.9873835986782815	0.0028137642216954535	2.5507122969178564	NA	0.00281378	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
DCAF15	2.9823527295959176	0.0028604222979948415	2.5435698451401976	0.134899	0.00647653	7.0	94.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
TRMT12	2.9762054439921153	0.002918392841342776	2.5348562486508635	0.0627922	0.0188581	8.0	53.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
HSPB9	2.9720078614356313	0.0029585910837285814	2.5289150559114577	NA	0.00295863	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
H2AC16	2.969309238007299	0.0029847006557920594	2.5250992189924664	NA	0.00298472	NA	43.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
KRTAP19-8	2.9511860333674096	0.0031655619256269725	2.4995491862666523	NA	0.00316555	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
OR7A10	-2.950222278124767	0.0031754538509751193	2.49819419450182	NA	0.00317543	NA	27.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
ACER2	2.948663336214332	0.0031915143952524943	2.4960031923544563	0.0601542	0.021999	5.0	62.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
GZF1	2.936356088935049	0.0033209286909882886	2.478740449738196	0.0281385	0.0503136	7.0	86.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
ZC3H4	2.9303137569243307	0.003386199091011539	2.4702875112046865	0.24902	0.00277739	25.0	344.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
MYOM3	-2.9146304159507666	0.0035610998504205394	2.448415848881574	0.00687017	0.155948	49.0	234.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
C9orf43	2.911419392762224	0.003597907280615157	2.443950032773695	0.00262218	0.267649	5.0	42.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
TGFA	-2.906796997213814	0.0036515008138907038	2.437528598221709	NA	0.0036515	NA	40.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
KIF7	2.899082108815019	0.0037425687101598163	2.4268302176597705	0.0259303	0.0611119	40.0	299.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
FOXG1	-2.887013935606252	0.0038891700446452336	2.4101430679513745	0.0916574	0.0165689	11.0	92.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
SULT1A2	2.8773170999627093	0.004010723378394961	2.396777290493906	0.188438	0.00588843	8.0	49.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
CLMN	2.8731943864919662	0.004063440106913445	2.3911061371486775	0.00488638	0.21171	17.0	104.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
EMC9	2.867237026397808	0.004140727664092051	2.3829233321325907	0.659414	0.00030132	5.0	35.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
COLGALT1	-2.8654552660893486	0.004164101016296636	2.380478743549571	0.00664462	0.180824	14.0	137.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
LOC100505549	2.8570097939766543	0.004276526422070589	2.3689088403836	0.260092	0.00356547	7.0	94.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
PTGDR	-2.8529636768177147	0.00433135721054178	2.3633759981750386	0.161698	0.00840576	9.0	57.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
PPP3CB	-2.848013388137831	0.004399307381653276	2.3566156926055197	0.0114969	0.133491	9.0	110.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
RAD51AP2	2.838458851806605	0.0045331963825025615	2.3435954664719096	0.189999	0.00685897	12.0	55.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
PIK3C2A	2.83806161832379	0.0045388419591174105	2.3430549389751847	0.43977	0.00119093	21.0	231.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
VIT	2.8275300662952616	0.004690861026203222	2.328747433487956	0.0337058	0.0607705	19.0	148.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
MCIDAS	-2.8251795686352548	0.004725412556238366	2.325560269043346	0.128522	0.013307	5.0	57.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
TAF12	-2.822973577430589	0.004758049276059098	2.3225710645665667	NA	0.0047581	NA	55.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
UBXN2A	2.8224707604560813	0.004765516734720863	2.321890001033934	NA	0.00476556	NA	24.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
FAM166C	-2.8223283057005637	0.0047676342927150984	2.321697065085582	0.0571151	0.036713	8.0	35.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
TXNDC8	-2.8180099267894887	0.004832231584485516	2.315852260344278	0.135758	0.0126495	5.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
HIVEP2	2.8102929937829693	0.0049496417956128155	2.305426229716483	0.260367	0.00438805	25.0	253.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
SCG3	2.807131845874485	0.004998477871015716	2.3011622262359253	0.343931	0.00249909	10.0	60.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
PRIM1	2.8066137974419885	0.005006522542482836	2.300463824029942	0.0317318	0.0685492	5.0	40.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
ZNF567	2.8046207224430755	0.005037581884421331	2.2977778814635763	NA	0.00503757	NA	48.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
FOXA1	2.804313129278147	0.005042390789010451	2.297363499212123	0.118185	0.016241	12.0	97.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
ACO1	2.803915190794874	0.005048618307954054	2.2968274621457567	0.0954725	0.0215544	22.0	172.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
CD300C	-2.7966227961261483	0.005163978327920138	2.2870155890400956	NA	0.00516399	NA	19.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
OR6P1	-2.7961449577274364	0.0051716198737463805	2.286373404286879	0.0257564	0.0846218	10.0	43.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
CACHD1	-2.7952585306689923	0.005185822595101909	2.2851823443515005	0.0789345	0.028078	27.0	227.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
SLC37A4	-2.794803197522472	0.005193131834959933	2.28457065208839	0.0463466	0.0499695	15.0	94.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
FBN2	-2.7864683846854086	0.005328581564928434	2.273388382062993	0.0101529	0.170661	62.0	441.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
RNF13	2.7856863078651584	0.005341453486301633	2.27234054911608	0.0526361	0.0453215	5.0	49.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
ARFGAP1	2.785393988154655	0.005346271876148668	2.271948959663126	0.00700214	0.214086	9.0	72.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
FITM2	-2.7844261004691995	0.005362253874514852	2.2706526283071065	0.0556119	0.0429998	4.0	46.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
LOC101928841	-2.7830570656870157	0.005384933382973274	2.2688196649910806	NA	0.00538495	NA	81.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
B9D2	-2.778264578453113	0.005465009896555098	2.262409047252178	0.0471607	0.051872	7.0	34.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
IPO4	-2.763552345820364	0.0057175920606962645	2.2427868339568047	0.0416447	0.0613166	23.0	190.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
CAVIN1	-2.762139650782541	0.005742391095349567	2.240907232465061	0.0707723	0.0357884	10.0	68.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
PANK2	2.7616178723211076	0.00575157511216203	2.240213204207072	0.27213	0.00499509	12.0	102.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
IRX6	2.7606940784316296	0.005767867641927033	2.238984714141654	0.403608	0.00214772	9.0	102.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
AIP	-2.7603267050214457	0.00577435839571734	2.2384962643673254	0.0350206	0.0725618	8.0	66.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
POLR2B	-2.7538117405235476	0.0058905641092260345	2.229843113057892	NA	0.00589065	NA	78.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
MIR497HG	2.752262595718397	0.005918504149624951	2.2277880435561497	0.116965	0.0200906	4.0	23.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
USP22	-2.7510509235209426	0.005940440788653191	2.226181328591646	0.0259397	0.0962212	6.0	63.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
NAA50	2.7502017385757984	0.005955858443008088	2.2250556329734286	NA	0.00595591	NA	24.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
ADAMTS5	-2.749210556737232	0.00597389976826677	2.223742068383017	0.0697517	0.0380372	19.0	182.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
ERN2	-2.7450621476706694	0.0060499439458347555	2.218248649170247	0.242429	0.00666437	23.0	185.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
MRRF	2.7413815830950075	0.0061181409519858385	2.2133805217997686	NA	0.00611828	NA	42.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
TRPC7-AS2	2.7316807607157116	0.006301216446170666	2.200575602155535	NA	0.0063011	NA	65.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
TMEM26	2.7232023543190045	0.006465244421426013	2.189415051778172	NA	0.00646516	NA	47.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
PRAMEF6	2.7226163125443703	0.006476722995744651	2.188644676976078	NA	0.00647669	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
LOC100506282	-2.7213687342461883	0.006501219906158176	2.1870051435412328	NA	0.00650123	NA	14.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
C1orf174	-2.7190644006975657	0.006546686040878787	2.183978486019093	0.162539	0.0143349	4.0	26.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
TRAF1	-2.717965301390318	0.006568472612146945	2.1825356065793606	0.00738166	0.244153	8.0	59.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
MAMDC2	2.714646447629846	0.00663465586958439	2.1781815984689463	0.20618	0.0100254	15.0	114.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
NR1I2	2.7103763395855016	0.006720690410689732	2.172586109959413	0.0780211	0.0383807	14.0	80.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
CREBBP	-2.703114267987349	0.006869312666429187	2.1630867156494062	0.00308211	0.387943	30.0	323.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
TRAPPC6B	2.7007188685323396	0.006918979573902775	2.1599579515116103	0.0970293	0.0307752	4.0	33.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
LINGO3	-2.6998917782322778	0.00693620347961649	2.158878174935191	0.00766219	0.249478	13.0	123.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
TPRKB	2.694525875661345	0.007048885325149014	2.1518795546981346	NA	0.00704882	NA	20.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
LOC101928123	2.6921441349348334	0.007099425587717716	2.148776788488853	NA	0.00709946	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
FLNC-AS1	2.69132837247898	0.007116810626484031	2.1477145903016712	0.0996567	0.0308041	24.0	147.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
TWF2	2.6904228060295226	0.007136154268762682	2.146535769990092	0.147492	0.018454	10.0	74.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
ANKRD29	-2.6876160223716568	0.007196409686463988	2.142884120548003	0.0494504	0.0663308	10.0	62.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
COL6A5	2.6858026670960173	0.00723558082052126	2.14052660110019	0.0711688	0.0461627	46.0	262.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
CFAP97	2.6752120887536273	0.007468198838372831	2.1267841276192474	0.0363333	0.0909991	11.0	70.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
JCAD	-2.6729309290153886	0.007519173058304131	2.1238299195098396	0.0254438	0.122228	17.0	107.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
C1QL1	2.6713920362237573	0.007553736766275463	2.1218381536024746	NA	0.00755361	NA	52.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
MIPEP	2.6664356171192765	0.007666028832590494	2.115429551659882	0.109617	0.0299314	23.0	130.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
CARF	-2.661488456201541	0.007779600848510346	2.109042684981568	0.827985	6.85669e-05	9.0	93.0	CMCWald	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
