GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
ZSCAN25	3.7913065744830683	0.00014985683444540516	3.8243234456162907	NA	0.000149851	NA	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
RHOT1	3.3022983719039405	0.0009589600361495601	3.018199491308342	NA	0.000958919	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
KIF19	3.2442378229042945	0.0011776537472261684	2.9289823816826326	NA	0.00117763	NA	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
TMEM252	2.8791789498662927	0.003987120239734322	2.39934066710517	NA	0.00398718	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
OTUD7B	2.8753649999589506	0.004035606802456583	2.3940911545862806	NA	0.00403557	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
ACSL6	2.8208754456923315	0.00478927941216278	2.319729824970206	NA	0.00478943	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
WDR33	2.797363880229102	0.00515214716406633	2.288011740440724	NA	0.00515214	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
RRP1B	2.757461361495823	0.005825209726449335	2.234688434010099	NA	0.00582518	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
ENOX2	2.749914816928237	0.005961075886752556	2.2246753494021774	NA	0.00596116	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
EME2	2.7357614327793423	0.006223612785740429	2.2059574356596747	NA	0.00622363	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
CTSA	2.719285236839447	0.00654231643070564	2.1842684542822797	NA	0.0065425	NA	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
NUP160	2.7110837798553358	0.006706367888836656	2.1735126263158846	NA	0.00670642	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
GLIPR2	2.705015667146954	0.006830116802951334	2.1655718693135646	NA	0.00682988	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
SULT1E1	2.6696140365511605	0.007593848161064065	2.1195380908242534	NA	0.00759399	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
YJEFN3	2.6536904635523166	0.007961682417287516	2.098995149933329	NA	0.00796174	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
RIPK2	2.6185181767853845	0.008831258650151622	2.0539773954189697	NA	0.00883121	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
NRBF2	2.6088576077793246	0.009084503536973893	2.0416988016574456	NA	0.00908438	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
LIPN	2.6050158665976895	0.009187000545331126	2.0368262578454632	NA	0.0091867	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
CPLX3	2.5623940285483773	0.010395330601555607	1.983161694293245	NA	0.0103954	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
INSM2	2.5594514457492727	0.010483749965752099	1.9794833453932206	NA	0.0104838	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
CDC42BPB	2.5525625299696664	0.010693371296829677	1.9708853532770152	NA	0.0106933	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
GJA8	2.5492507501979196	0.010795464876468586	1.966758651251193	NA	0.0107956	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
RANGAP1	2.5460833133222955	0.01089391846684418	1.9628158794330144	NA	0.010894	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
RGP1	2.5320189255263514	0.011340786998302932	1.9453568063636884	NA	0.0113409	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
TRAPPC6A	2.528976312194173	0.011439574757858095	1.9415901192272789	NA	0.0114393	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
PANX2	2.516418571497775	0.01185542917636425	1.926082719580943	NA	0.0118553	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
IGFLR1	2.514842734914531	0.011908549095411747	1.924141148529054	NA	0.0119088	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
FLYWCH1	2.510888104611622	0.012042786270863427	1.9192730212121067	NA	0.0120429	NA	17.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
IQCG	2.48755460915312	0.012862470464822041	1.8906756094679587	NA	0.0128625	NA	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
CHCHD5	2.467895198300171	0.01359101042809336	1.8667482543026293	NA	0.0135908	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
UBXN6	2.421662446109414	0.01544969409694693	1.81108011515974	NA	0.0154495	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
KL	2.419644318286634	0.015535694640264792	1.8086693235683629	NA	0.0155356	NA	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
TRPM2	2.41831124891757	0.015592732862374295	1.807077761460634	0.478986	0.00668627	5.0	40.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
NECAB3	2.4096119246364953	0.015969496950358528	1.7967087642074393	NA	0.0159691	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
CDH26	-2.4047925915642114	0.016181646778667815	1.7909772830639543	0.0638926	0.121632	4.0	35.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
AMHR2	2.4038039818141295	0.016225470856112197	1.7898026913076142	NA	0.0162259	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
GHSR	2.3816763352670534	0.017234037453250733	1.7636129675745904	NA	0.0172344	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
RAD51B	2.377168786348821	0.017446103027646504	1.7583015671343938	NA	0.0174462	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
RHBDL3	2.3643236891656536	0.018063022823618116	1.7432095693179914	NA	0.0180627	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
PPP1R15A	2.3585909462947807	0.018344464141492118	1.7364949698601733	NA	0.0183446	NA	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	4	INITIAL-DISCOVERY
