GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
TAGAP	0.32258524579128	0.851043	0.07004849609527855	NA	NA	NA	NA	0.851043	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
MAG	0.32248587862029937	0.8510852839180462	0.07002691878825887	NA	0.851085283918046	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
RPS6KL1	4.065008503191894	0.8512110210523491	0.06996276198601713	NA	0.789887678820428	0.212468	0.896007	0.871213	NA	4.0	3.0	3.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
UGT1A9	1.359246740483921	0.85124628445403	0.06994477069693655	0.912112	0.555642109014198	NA	NA	NA	2.0	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
TRIQK	0.32210589150739993	0.851247	0.06994440563509564	NA	NA	NA	NA	0.851247	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
GLIPR1L2	0.3218806837156548	0.851342859125504	0.06989550238447738	NA	0.851342859125504	NA	NA	NA	NA	8.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SHC4	0.32187095587361997	0.851347	0.06989339001041911	NA	NA	NA	NA	0.851347	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SLC9C2	4.0628834381672	0.8514057677498845	0.0698634120711877	NA	0.411825465120585	0.894561	0.919744	0.387049	NA	10.0	5.0	2.0	17.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
FUT5	0.32169030506528873	0.851423901734898	0.06985416218581429	NA	0.851423901734898	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
LIPM	5.550889130420403	0.8514800389980393	0.0698255286228316	0.990852	0.541226523753383	0.97938	0.209465	0.566486	2.0	3.0	7.0	4.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SHISA6	1.3574845616528182	0.8515497024243557	0.0697899984839025	NA	0.53699837831292	NA	NA	0.944611	NA	2.0	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
MYO18A	2.647922165143477	0.8515593812960782	0.06978506224039305	NA	NA	0.597911	0.907375	0.490442	NA	NA	3.0	2.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
OR5P2	0.32104005994585844	0.851700763857855	0.06971296325218775	NA	0.851700763857855	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
OR5M9	0.32089969320165246	0.851760541187148	0.06968248300096205	NA	0.851760541187148	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
CSAD	5.546407648507241	0.8518251315052074	0.06964955102791168	0.978254	0.757213799562527	0.581713	0.877108	0.165265	2.0	9.0	4.0	2.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
FAM135A	4.057320923026769	0.8519150643856819	0.06960370207293347	NA	0.620282951725625	0.97859	0.903341	0.23984	NA	4.0	5.0	2.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
TNFRSF9	0.3203535301525467	0.851993173016571	0.069563885201739	NA	0.851993173016571	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
CYP26C1	0.320133955935967	0.852086716018133	0.0695162052664246	NA	0.852086716018133	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
GLRA1	2.642915460926015	0.8521427932611136	0.06948762456521856	NA	0.917868236858327	0.905743	NA	0.320858	NA	4.0	2.0	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
LY9	0.31991361061557033	0.8521805978498669	0.06946835788804394	NA	0.852180597849867	NA	NA	NA	NA	10.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
APLNR	1.353362474131351	0.8522589626516189	0.0694284228832611	NA	NA	NA	0.902006	0.563523	NA	NA	NA	2.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
PIK3R6	1.3530849860660683	0.8523066831666808	0.06940410612383185	0.603161	0.842845700863909	NA	NA	NA	3.0	10.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SLC2A14	0.31959949196738224	0.85231445126976	0.06940014789025838	NA	0.85231445126976	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
KRT86	4.052919922490728	0.8523175340952812	0.06939857704784311	NA	0.53911000412639	0.502397	0.636074	0.765046	NA	2.0	8.0	3.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
TTLL6	5.538532043531076	0.8524307567006932	0.06934088882126452	0.135987	0.839670328462496	0.759159	0.886177	0.816326	4.0	10.0	9.0	7.0	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SLC33A1	1.3512474823631324	0.8526226046219928	0.06924315757621775	NA	NA	0.917556	NA	0.554559	NA	NA	2.0	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
TCF25	0.31883738656330646	0.852639289880787	0.069234658804449	NA	0.852639289880787	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ARMC10	4.048669114785158	0.8527058650162973	0.06920074987532018	NA	0.697194227793252	0.894239	0.23393	0.905627	NA	2.0	2.0	2.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ZBTB3	0.3186750035582282	0.852708519756257	0.06919939778291882	NA	0.852708519756257	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ACOX2	0.3183005435908511	0.852868187305312	0.06911808483415605	NA	0.852868187305312	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
BMPER	0.3179720446488463	0.853008281958833	0.06904675219524418	NA	0.853008281958833	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
EHD3	0.3179586379278967	0.853014	0.06904384096277977	NA	NA	NA	NA	0.853014	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
DAG1	0.3178557288729079	0.8530578925615421	0.06902149454541996	NA	0.853057892561542	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
TMEM25	4.043045110684553	0.8532190326265343	0.06893946537393597	NA	0.753006088483262	0.777688	0.432584	0.522865	NA	7.0	6.0	3.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
PPEF2	1.3475578785213158	0.853256535819364	0.06892037640483091	0.512611	0.994474389451013	NA	NA	NA	2.0	18.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
LOC100128006	0.31714287398179203	0.853362	0.06886670007261532	NA	NA	NA	NA	0.853362	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
FSCB	0.31700103363503107	0.853422522727112	0.06883589983266056	NA	0.853422522727112	NA	NA	NA	NA	8.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
MOGS	0.31699404631209244	0.8534255043017052	0.06883438255476275	NA	0.853425504301705	NA	NA	NA	NA	9.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
TYK2	0.31676006214145946	0.853525354171824	0.0687835735376835	NA	0.853525354171824	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ZNF862	0.3166156334744932	0.853586993161969	0.06875221125113744	NA	0.853586993161969	NA	NA	NA	NA	8.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
CYTL1	2.630285526523757	0.8536111737669403	0.06873990863330166	NA	0.399660323301856	NA	0.907062	0.740479	NA	2.0	NA	2.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
TAAR9	2.6297217234549417	0.8536766105762172	0.06870661741496475	NA	0.99907853870119	0.903815	NA	0.297361	NA	3.0	2.0	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
GFAP	4.037145134807517	0.8537566312979871	0.06866591004547504	NA	0.613869514347487	0.893668	0.904166	0.267821	NA	4.0	4.0	2.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
PHPT1	1.3432394801039562	0.8539977845046687	0.06854325598388153	NA	0.582796978094271	NA	NA	0.876601	NA	3.0	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
CLEC3A	1.342633794788366	0.8541016873849256	0.06849042012935698	NA	0.566149840587681	NA	NA	0.90265	NA	2.0	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
RAP1GDS1	0.31510960122164755	0.85423	0.06842518050264786	0.85423	NA	NA	NA	NA	2.0	NA	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SPECC1	0.31504965128840035	0.854255605899505	0.06841216254004799	NA	0.854255605899505	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
PACRGL	0.31499850333541035	0.854277452891647	0.06840105590317588	NA	0.854277452891647	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
BCO1	0.31489169631655933	0.854323075523848	0.06837786305371812	NA	0.854323075523848	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ESD	4.0292692634101845	0.8544730699835434	0.06830162017770233	NA	0.825806550194129	0.953955	0.191408	0.884482	NA	4.0	5.0	3.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
CAT	4.027766769871081	0.8546095898118397	0.06823223815233835	NA	0.254092079831957	0.918985	0.634905	0.900271	NA	8.0	2.0	3.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
MAEL	2.621606114420287	0.8546174672439333	0.0682282350267434	NA	0.949459927892227	0.286115	NA	0.992449	NA	2.0	2.0	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ARL6IP5	0.31379890849706304	0.85479	0.06814056719376896	NA	NA	NA	NA	0.85479	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
FLG	1.3377570908379424	0.8549377033690279	0.06806552979669049	NA	0.558093894983059	NA	NA	0.917915	NA	86.0	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
TBC1D28	4.023593701493032	0.8549885003628341	0.06803972651457728	0.536165	0.742677660591226	NA	0.388242	0.86514	2.0	4.0	NA	3.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ALG14	1.3374329757823586	0.8549932309545017	0.0680373236001838	0.52224	0.981092569734062	NA	NA	NA	2.0	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
JAK3	2.618256635726538	0.8550051943412688	0.06803124683101137	NA	0.330478321471487	NA	0.906874	0.901079	NA	6.0	NA	4.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
DLG2	4.022294697858297	0.8551063694505323	0.06797985861442864	NA	0.377284134404612	0.875058	0.90655	0.44717	NA	6.0	3.0	4.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
HRC	0.3130529203981483	0.855108891052071	0.06797857793630688	NA	0.855108891052071	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ALOX15B	1.3364716881596448	0.8551578930976935	0.0679536913885251	0.670188	0.764878076380698	NA	NA	NA	2.0	10.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
EOLA2	1.3359108971319982	0.8552539347110873	0.06790491910796002	NA	NA	0.906323	NA	0.565754	NA	NA	2.0	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
MC1R	0.3125583363443087	0.855320378811517	0.06787118037359693	NA	0.855320378811517	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ESYT1	2.6148659713830127	0.8553973401079928	0.06783210453305062	NA	0.475761809648398	0.902639	NA	0.62992	NA	17.0	2.0	NA	17.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
FAM151A	5.49846707935401	0.8554952472573771	0.06778239885885821	0.714186	0.833971060563853	0.845645	0.549997	0.230947	2.0	8.0	6.0	3.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
B3GNT8	0.3120565354695269	0.855535005992571	0.06776221569813096	NA	0.855535005992571	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
GOT1L1	0.3117435265231181	0.855668911526126	0.06769424666902511	NA	0.855668911526126	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ANO4	1.331739146088693	0.8559679716366664	0.06754248532482375	NA	0.584466288215282	NA	NA	0.879138	NA	2.0	NA	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ASB2	4.012043937264325	0.856035181406533	0.06750838628458988	NA	0.585207364021768	0.907774	0.92117	0.274896	NA	6.0	3.0	3.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
GAS2L2	0.3108473737944193	0.856052402451283	0.06749964957651688	NA	0.856052402451283	NA	NA	NA	NA	9.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
UEVLD	2.6087665984174127	0.8561018735437569	0.06747455251279741	NA	0.374213262779516	0.976805	NA	0.742312	NA	5.0	5.0	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SNAP91	0.3107293015948861	0.856102941938132	0.06747401052415516	NA	0.856102941938132	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
POLD4	0.3106308477170684	0.856145086302665	0.06745263153622606	NA	0.856145086302665	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
AP003419.11	0.3106308477170684	0.856145086302665	0.06745263153622606	NA	0.856145086302665	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
EIF2D	2.6077105156035136	0.8562237446639624	0.06741273254755807	NA	0.766768486173337	0.597903	NA	0.592172	NA	3.0	2.0	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
C10orf62	0.31037785396995093	0.856253392829469	0.0673976946420615	NA	0.856253392829469	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
COMMD5	2.6074234723218885	0.8562568632948979	0.06739593441437232	NA	0.59100430499717	NA	0.902252	0.509198	NA	3.0	NA	2.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
OR11H12	4.009163344502475	0.8562957657563699	0.06737620348865823	NA	0.701561064169221	0.518732	0.670329	0.552236	NA	6.0	2.0	3.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
KIRREL2	5.487789739016447	0.8563072603412558	0.06737037372576311	0.794466	0.495436144190117	0.663376	0.564676	0.436234	2.0	11.0	5.0	4.0	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
EXD3	5.4867149157066635	0.8563888911082195	0.06732897491530548	0.276987	0.957544511134293	0.582284	0.967619	0.430643	2.0	9.0	4.0	4.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
DPH6	0.3100321163310557	0.856401425137352	0.06732261866768227	NA	0.856401425137352	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
CYP2C19	1.3287871626850736	0.8564727821946752	0.06728643390160242	0.608911	0.845091462214324	NA	NA	NA	2.0	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
JAKMIP2-AS1	1.3282422090554715	0.8565659321426092	0.06723920261829443	NA	NA	0.907503	NA	0.567189	NA	NA	4.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
JAKMIP2	1.3282422090554715	0.8565659321426092	0.06723920261829443	NA	NA	0.907503	NA	0.567189	NA	NA	4.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
OR2C3	0.3092630723923592	0.856730793620549	0.06715562289822374	NA	0.856730793620549	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SPSB2	1.326948284783172	0.8567870536045612	0.06712710449013504	0.739208	0.696771186002821	NA	NA	NA	2.0	9.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
LIAS	0.30857486641002824	0.857025647976481	0.06700618086795418	NA	0.857025647976481	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ASB12	1.3254071071922648	0.8570503340260228	0.06699367148656231	NA	NA	NA	0.906124	0.568858	NA	NA	NA	2.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
RAPGEF5	4.000561254700814	0.857072818570316	0.0669822780070443	NA	0.442874402329802	0.919891	0.918936	0.361399	NA	3.0	3.0	3.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
OPA1	1.3251615816983322	0.857092267788444	0.06697242284411058	NA	0.893230704953479	NA	NA	0.57714	NA	4.0	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
GDE1	0.3081950660600998	0.857188412751021	0.06692370826985475	NA	0.857188412751021	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
BORCS7-ASMT	0.308086549607618	0.857234923535636	0.06690014422160047	NA	0.857234923535636	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SULT1B1	3.9971614167486496	0.8573794765618153	0.06682691658306289	NA	0.486163750210637	0.940183	0.918966	0.322651	NA	4.0	2.0	3.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
PMS1	5.472242681690133	0.8574860697695662	0.06677292652874847	0.621628	0.272788698453029	0.63199	0.752877	0.80339	2.0	15.0	9.0	8.0	23.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
CTNNA1	2.5962908690846653	0.8575393623280358	0.06674593606709797	NA	NA	0.380691	0.902957	0.794297	NA	NA	3.0	2.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
PI4K2A	0.30732962778181766	0.857559414847133	0.06673578073551187	NA	0.857559414847133	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
CRLF2	0.3070850406277057	0.857664295268483	0.06668266930982424	NA	0.857664295268483	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ANGPTL5	3.9939011185596303	0.857673303138803	0.06667810802885267	0.468194	0.945284152303841	NA	0.564135	0.543706	2.0	9.0	NA	2.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
HAPLN2	3.99307043993192	0.8577481276365212	0.06664022128463015	NA	0.324539743882414	0.883899	0.918145	0.515625	NA	3.0	4.0	3.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
CYP2A6	1.3210817205179992	0.8577886903026462	0.06661968410712579	0.821866	0.62853538865052	NA	NA	NA	2.0	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
FAM177A1	0.30669279152158935	0.857832520791105	0.06659749349866534	NA	0.857832520791105	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
WDR87	1.319716631716227	0.858021545053016	0.0665018068131132	0.745865	0.693053795683527	NA	NA	NA	3.0	42.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
LGALS9	1.3196308023766634	0.8580361829551759	0.0664943977848141	0.704923	0.733337901360428	NA	NA	NA	2.0	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
KIAA0753	1.3194458919307126	0.8580677177027336	0.06647843678519304	0.59149	0.874054591079381	NA	NA	NA	2.0	16.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
