GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
RAB11FIP4	1.2232449892715376	0.54247	0.2656242744282156	NA	NA	NA	NA	0.54247	NA	NA	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
DNALI1	1.2228634163183079	0.5425735058134102	0.26554141691419986	NA	0.54257350581341	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ZNF619	1.222389119483757	0.5427021915197718	0.2654384246651853	NA	0.542702191519772	NA	NA	NA	NA	8.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ZFYVE9	1.2223468350881175	0.542713665558155	0.26542924272533686	NA	0.542713665558155	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
WDR89	1.2219681573192787	0.542816432086694	0.2653470138926237	NA	0.542816432086694	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
DPEP1	1.221821836642544	0.542856146173267	0.2653152407613766	NA	0.542856146173267	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
RP1-130H16.18	1.2218149032931171	0.5428580280822042	0.26531373520367785	NA	0.542858028082204	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SELV	1.2217890322390663	0.5428650502823151	0.26530811737567034	NA	0.542865050282315	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
FCN1	3.089784628020759	0.5429142026677848	0.26526879702627437	0.621276	0.343381754903974	NA	NA	NA	3.0	9.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
HOXC12	1.2211518283453804	0.54303803569949	0.2651697503082328	NA	0.54303803569949	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
VSIG4	1.221056204547021	0.5430640000000001	0.2651489858642497	NA	NA	NA	NA	0.543064	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
DTNBP1	1.220841890926681	0.5431221961239578	0.2651024482528947	NA	0.543122196123958	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
PLPPR3	1.2206943302406172	0.543162269344186	0.26507040585704295	NA	0.543162269344186	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
DLG4	1.2201702127380836	0.5433046284226323	0.2649565951874331	NA	0.543304628422632	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
CDHR2	3.0867393321130674	0.5434161707019194	0.2648674422116136	0.361906	0.590374087336262	NA	NA	NA	3.0	14.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
C2orf73	1.2195250273851463	0.543479922789672	0.2648164949681406	NA	0.543479922789672	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
THSD4	1.2194639307788293	0.5434965254327041	0.2648032280086472	NA	0.543496525432704	NA	NA	NA	NA	9.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
MSH4	8.880096413127745	0.5435195062977233	0.2647848649623308	0.955941	0.194845778476625	0.786088	0.906007	0.0889174	2.0	6.0	6.0	3.0	22.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
TRMT11	1.2192043372363095	0.543567074105292	0.2647468579871203	NA	0.543567074105292	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
DNAAF2	1.2189262867232915	0.543642648910481	0.2646864800853732	NA	0.543642648910481	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
LOC105373609	1.2189139584808424	0.5436460000000001	0.26468380304153954	NA	NA	NA	NA	0.543646	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
MRPL37	6.934980290802691	0.5436638324037686	0.26466955776512313	NA	0.280848159965076	0.893973	0.429509	0.289281	NA	4.0	4.0	3.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
AS3MT	1.2188391407516033	0.543666337560015	0.26466755657806107	NA	0.543666337560015	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
OR6K3	1.2187462083791687	0.5436916002482219	0.2646473765697919	NA	0.543691600248222	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
VHLL	5.000687394982439	0.5437249551386891	0.264620733891221	NA	0.18107271430568	0.895307	NA	0.506162	NA	3.0	3.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ERVFRD-1	1.2182184554034685	0.5438350866086751	0.2645327764672144	NA	0.543835086608675	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
TSPAN33	4.999752672455337	0.543844837964907	0.26452498932302426	NA	0.397175889766749	0.906873	NA	0.227923	NA	5.0	3.0	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
PLK4	6.932749557210618	0.5439056194127498	0.2644764542068151	NA	0.423180169987168	0.81885	0.89595	0.100591	NA	4.0	4.0	2.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
BCKDHA	1.217726875625018	0.5439687722029802	0.2644260312746162	NA	0.54396877220298	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SDR16C5	3.0824295622735236	0.5441270268494969	0.26429970210348586	NA	0.785891422560788	NA	NA	0.272456	NA	3.0	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
MUC1	1.2171401561425033	0.5441283741504941	0.26429862675777566	NA	0.544128374150494	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SYDE1	1.216729234130902	0.5442401827992971	0.26420939617671013	NA	0.544240182799297	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
CHCHD4	1.2166075258597997	0.5442733030728959	0.2641829675614395	NA	0.544273303072896	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
MAP3K7CL	3.081305173350547	0.544312572814301	0.2641516340077288	NA	NA	0.315344	NA	0.679389	NA	NA	2.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
MTO1	1.2160555065789107	0.5444235484852179	0.26406309809764233	NA	0.544423548485218	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
C1orf228	1.2160450698006335	0.5444263895065631	0.2640608317800348	NA	0.544426389506563	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
GPR19	3.08049608979629	0.5444461099328535	0.2640451008798164	NA	NA	0.906529	NA	0.236427	NA	NA	2.0	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
PCBP4	1.2154194763897488	0.544596710924157	0.2639249858969038	NA	0.544596710924157	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ZNF774	1.2152825400717997	0.5446339997348708	0.26389525055327523	NA	0.544633999734871	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
MFSD9	1.214747458082008	0.5447797311507088	0.2637790589755091	NA	0.544779731150709	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
GPAT3	6.924575208049367	0.5447919386189537	0.26376932737869146	NA	0.269906380425476	0.721375	0.518264	0.310758	NA	7.0	3.0	4.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
DEFB135	1.2146387038456592	0.544809355507965	0.26375544329314393	NA	0.544809355507965	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SPATA31E1	1.214569359139593	0.5448282456577561	0.26374038528154703	NA	0.544828245657756	NA	NA	NA	NA	14.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
B3GLCT	1.214558614759997	0.5448311725863612	0.26373805216916196	NA	0.544831172586361	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
STYXL1	1.2140416883948695	0.544972009584993	0.26362580303519945	NA	0.544972009584993	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
DNM1L	1.2138414434598714	0.5450265762589399	0.2635823204000502	NA	0.54502657625894	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
TMEM82	1.2138060436078986	0.545036223274376	0.2635746334198641	NA	0.545036223274376	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
PCDH12	1.2135878359815695	0.545095692048724	0.2635272502358521	NA	0.545095692048724	NA	NA	NA	NA	8.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
PRKD1	1.2130653068971653	0.5452381248306709	0.2634137844868569	NA	0.545238124830671	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
TEC	3.0749098700522954	0.5453686175828809	0.26330985649837185	NA	NA	0.318562	NA	0.67468	NA	NA	2.0	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ARMC9	1.2121838774051563	0.545478472270808	0.26322238450457364	NA	0.545478472270808	NA	NA	NA	NA	9.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
LRRC55	3.0734131860556064	0.5456159329542041	0.26311295599626583	NA	NA	NA	0.218409	0.984796	NA	NA	NA	2.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
MRPS11	1.2113608145578976	0.5457029999999998	0.2630436586781618	NA	NA	NA	NA	0.545703	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
TP53	1.2111570574141706	0.54575859827439	0.2629994133765771	NA	0.54575859827439	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
FAT1	1.2102697594151828	0.546000777247737	0.262806739064195	NA	0.546000777247737	NA	NA	NA	NA	9.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
RUFY1	1.2101998082994287	0.546019874263485	0.26279154937240756	NA	0.546019874263485	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
BLOC1S5-TXNDC5	1.2099910494176476	0.5460768704872411	0.2627462179572045	NA	0.546076870487241	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
WDR55	3.0706028501396343	0.5460804937009796	0.2627433364278847	0.435476	0.494609937654066	NA	NA	NA	2.0	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
TTF2	4.979906612616867	0.5463928267318847	0.2624950108843736	NA	0.328933393101757	0.630858	NA	0.399565	NA	13.0	7.0	NA	27.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ARHGAP17	1.2081389094463524	0.5465828101184511	0.26234403087258157	NA	0.546582810118451	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
OR52L1	1.208107197943808	0.5465914766682451	0.2623371448072976	NA	0.546591476668245	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
GRAMD1A	3.0674822692220616	0.546596606026247	0.2623330692929169	0.307115	0.702430984076719	NA	NA	NA	2.0	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
MYPN	1.2080389984464481	0.5466101156180199	0.2623223354746118	NA	0.54661011561802	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
KXD1	3.066887473919515	0.5466950109341586	0.2622548894039456	0.467102	0.461978878159541	NA	NA	NA	2.0	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
LAMB1	1.2075411020333335	0.5467462101655332	0.2622142186422241	NA	0.546746210165533	NA	NA	NA	NA	12.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
TUBB4A	1.2074564318030567	0.5467693572192551	0.26219583273532876	NA	0.546769357219255	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
LSM4	1.2070629527594192	0.546876938943581	0.26211038984663065	NA	0.546876938943581	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
MURC	1.2069049207717917	0.5469201526756708	0.26207607363653534	NA	0.546920152675671	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
STXBP3	1.2068316617972308	0.546940186447358	0.26206016565233436	NA	0.546940186447358	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
NMT2	1.2067804835806748	0.5469541823380811	0.2620490524438123	NA	0.546954182338081	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
PRSS36	1.2066687483443876	0.5469847402190718	0.2620247894455357	NA	0.546984740219072	NA	NA	NA	NA	14.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
KIAA0368	1.2065606203007722	0.547014313213406	0.26200130973919494	NA	0.547014313213406	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
FAM131C	1.2061887106933231	0.5471160426108959	0.2619205505940541	NA	0.547116042610896	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
METTL7A	1.2058124276519857	0.5472189875389392	0.26183884176981065	NA	0.547218987538939	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SEPTIN9	1.205691775898045	0.547252	0.2618126425743265	0.547252	NA	NA	NA	NA	2.0	NA	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
HIST1H2BC	1.2053891071482048	0.5473348243062679	0.2617469188903765	NA	0.547334824306268	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
C22orf39	1.205210910339834	0.5473835931382491	0.26170822394509224	NA	0.547383593138249	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
HAUS6	1.2051447994288438	0.5474016874513071	0.2616938681431739	NA	0.547401687451307	NA	NA	NA	NA	10.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
UBAP1L	4.97158756299802	0.5474623752394945	0.2616457226747933	NA	0.839515311514064	0.20617	NA	0.481038	NA	3.0	2.0	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
XXbac-BPG32J3.22	1.2041819466786103	0.547665284507626	0.2614847873250181	NA	0.547665284507626	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ALDH1A3	1.2037091102529536	0.5477947778621081	0.26138211219976526	NA	0.547794777862108	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
RNF157	6.896558543458733	0.5478333478456889	0.26135153479735995	NA	0.801210203406446	0.896374	0.90272	0.0490504	NA	3.0	2.0	2.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
NELL1	4.968334084595968	0.5478808994462525	0.2613138399370541	NA	0.166424464370152	0.588345	NA	0.851708	NA	5.0	3.0	NA	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
DUPD1	1.2031698379163058	0.5479425030621718	0.26126501069974084	NA	0.547942503062172	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SP8	1.2030694761164107	0.54797	0.2612432174117965	NA	NA	NA	NA	0.54797	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
KLKB1	1.202883019231042	0.5480210887711638	0.2612027288135824	NA	0.548021088771164	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SNAP29	1.2028241203409287	0.548037227925751	0.2611899390820991	NA	0.548037227925751	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ZIM2	1.202697207079819	0.5480720056250798	0.261162380217609	NA	0.54807200562508	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
PCDHA7	3.058058071184505	0.5481569724837865	0.2610950573522375	0.991015	0.21871113741658	NA	NA	NA	3.0	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ATP9A	3.057911233673143	0.5481813045727284	0.26107577992266384	NA	NA	0.369682	NA	0.586347	NA	NA	3.0	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
MNDA	3.057787180610049	0.5482018615874742	0.2610594940139686	0.708894	0.305793781668026	NA	NA	NA	2.0	8.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
MRGPRX1	1.2021905874909191	0.548210855217407	0.2610523691716673	NA	0.548210855217407	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ASRGL1	4.965703497349578	0.548219392607163	0.26104560587547343	NA	0.159936433698533	0.898941	NA	0.580808	NA	3.0	2.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
GTF3C1	1.2020811535200044	0.5482408524834719	0.2610286058868169	NA	0.548240852483472	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
EIF2B1	1.2012696438324026	0.5484633490014041	0.26085238879714845	NA	0.548463349001404	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ELF3	1.2011748413162124	0.5484893474703411	0.2608318026923225	NA	0.548489347470341	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
TBC1D8	3.055722985312592	0.5485439871287965	0.2607885411041255	0.978048	0.221869709785009	NA	NA	NA	3.0	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SP7	3.05463149352275	0.5487249433764743	0.260645297641452	NA	0.223380147097687	NA	NA	0.971965	NA	2.0	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SLC24A1	1.1998752946154492	0.548845857043962	0.26054960971176405	NA	0.548845857043962	NA	NA	NA	NA	10.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
AC013461.1	1.1996670078938425	0.548903018672528	0.26050438082484034	NA	0.548903018672528	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
HECA	3.052827955673782	0.5490240230356813	0.2604086521918435	NA	NA	0.245232	NA	0.886155	NA	NA	2.0	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
PTK2	6.884758522193184	0.5491159917642525	0.2603359082595922	0.0940632	0.736459111976228	0.538422	NA	0.857635	2.0	4.0	2.0	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
DCD	1.198305779904535	0.54927673691325	0.26020879392265606	NA	0.54927673691325	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
CXCR1	1.198273829589862	0.5492855117656329	0.2602018559999774	NA	0.549285511765633	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
BOLA3	1.198009910552628	0.5493579999999999	0.2601445467092074	NA	NA	NA	NA	0.549358	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
CNTNAP2	4.956629310682244	0.5493876851668718	0.26012107976076976	NA	NA	0.907043	0.266565	0.346937	NA	NA	2.0	2.0	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
GNAT1	1.1978439879718565	0.549403577339115	0.2601085170785812	NA	0.549403577339115	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
PAICS	1.1977165834825827	0.5494385766949599	0.2600808515452506	NA	0.54943857669496	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
CCDC73	1.197218951103699	0.549575302917089	0.2599727920471678	NA	0.549575302917089	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
MCAM	1.1968547472494881	0.5496753907516568	0.259893706185082	NA	0.549675390751657	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
XIRP2	8.814443997662693	0.5497995480673444	0.25979562148043533	0.721919	0.480146433152334	0.983095	0.313153	0.114223	4.0	42.0	23.0	16.0	66.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
DEFB119	1.1962687657938602	0.5498364641398069	0.2597664619287436	NA	0.549836464139807	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ICE2	1.1962583893550975	0.5498393168194071	0.2597642087136952	NA	0.549839316819407	NA	NA	NA	NA	9.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
CCDC120	1.1958121881031964	0.5499620000000001	0.2596673173429357	NA	NA	NA	NA	0.549962	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
KRT36	3.0462216930416726	0.5501203296982224	0.2595423053999604	0.392742	0.555154694482879	NA	NA	NA	2.0	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
RPS6KC1	4.950754538143496	0.550144602555033	0.2595231435281866	NA	0.112387361783051	0.919278	NA	0.814316	NA	8.0	3.0	NA	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
PREP	1.1949333509883886	0.55020371661216	0.2594764802882094	NA	0.55020371661216	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
MARCH3	1.194930833718602	0.550204409118192	0.2594759336700205	NA	0.550204409118192	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ANAPC1	1.194788866259155	0.5502434660654489	0.2594451058278967	NA	0.550243466065449	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
AGMAT	1.1947339365639245	0.5502585786259271	0.25943317799613097	NA	0.550258578625927	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ECE1	3.0453829284950142	0.5502596114487381	0.2594323628360515	NA	NA	0.237355	NA	0.918978	NA	NA	2.0	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SIRT5	3.0430493513215713	0.5506472210421967	0.25912654819386843	0.339349	0.643522380631901	NA	NA	NA	2.0	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
GPATCH2L	1.1931984368738897	0.5506812017780569	0.25909974847495804	NA	0.550681201778057	NA	NA	NA	NA	2.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
CPB2	3.042360136082366	0.5507617300762027	0.2590362445119789	NA	0.649876227570341	NA	NA	0.336147	NA	4.0	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
FCGR2B	1.1928459294193383	0.5507782699464732	0.2590232024537871	NA	0.550778269946473	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
STPG2	1.1922200763906616	0.5509506500404051	0.25888730019536876	NA	0.550950650040405	NA	NA	NA	NA	10.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
SLC41A2	1.1922027263710056	0.55095542956344	0.2588835326864701	NA	0.55095542956344	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
ZXDC	6.867619219203399	0.5509807372194748	0.25886358420724037	NA	0.917621178878634	0.15136	0.430373	0.539754	NA	5.0	2.0	3.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	2	META-GROUP3
