GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
RP1	-1.0400092414385826	0.29833560716559104	0.5252949093175862	NA	0.685228519107792	0.286669	NA	28.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
METTL4	-1.0394847195966508	0.2985793609966322	0.5249402157505136	NA	0.298579360996632	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
PXDNL	-1.0393978465581977	0.2986197451426065	0.5248814795213417	NA	0.298619745142607	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
PCDHB6	-1.0381841878137175	0.29918431272403667	0.5240611817834981	NA	0.299184312724036	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
NLRP1	-1.0372995929451612	0.2995962554392313	0.5234636190508152	NA	0.299596255439231	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
FCRLB	1.0370700699616346	0.2997032026794505	0.5233086160847826	NA	0.299703202679451	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
VPS52	1.0365813789671594	0.2999309952036847	0.522978651445001	NA	0.299930995203685	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
MDGA1	-1.0365721591109176	0.2999352939455645	0.5229724269916142	NA	0.299935293945564	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
VWA2	-1.0364022470115555	0.30001452252040095	0.5228577222876	NA	0.302888208186601	0.663246	NA	7.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
SARDH	1.0363064098641102	0.3000592167262679	0.5227930287482982	NA	0.779718091639109	0.235673	NA	11.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
C6orf10	-1.0362411747582496	0.30008964203294286	0.522748994530395	NA	0.300089642032943	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ATXN2	1.035691080431205	0.3003462849027273	0.5223777356367987	NA	NA	0.300346	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
AGTR2	-1.0352670510804356	0.3005442128133108	0.5220916302554802	NA	NA	0.300545	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
RDX	-1.035120708740954	0.30061254248683567	0.5219929032594737	NA	0.300612542486833	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
CHRNB3	1.0348805497098401	0.3007246991676813	0.5218309008927797	NA	0.527204259367189	0.0360976	NA	9.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ACSL1	-1.0346285718523764	0.30084240532934226	0.5216609476597468	NA	0.300842405329343	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
CLCN7	1.0342410993903155	0.3010234648306662	0.5213996497573676	NA	0.301023464830666	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
BTBD8	-1.0338381751222914	0.3012118216776387	0.5211279873564132	NA	0.301211821677638	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
SLC25A13	1.0337149211348422	0.30126945545662787	0.5210448975303471	NA	0.301269455456628	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
TMEM144	1.033450301683224	0.3013932167804043	0.5208665262350247	NA	0.301393216780405	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
B4GALT7	-1.033317600524746	0.30145529325732046	0.5207770859493572	NA	0.30145529325732	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ATRIP	-1.0333078545915904	0.30145985265777964	0.5207705174546904	NA	0.301459852657779	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
AIMP1	-1.032829597205316	0.30168365028741084	0.5204482257294284	NA	0.301683650287409	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
HFE2	-1.032775311304837	0.3017090600315032	0.5204116481856043	NA	0.301709060031504	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
TPCN2	-1.0323846160981327	0.30189197578630345	0.5201484302629014	NA	0.301891975786302	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
COL6A5	1.0315278784904125	0.302293341693307	0.5195714184778271	0.23688	0.782561433750386	NA	7.0	33.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ARL6IP4	-1.0313943503272176	0.3023559291601563	0.519481510516646	NA	0.176827521340684	0.913977	NA	6.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
KRI1	-1.0310145478244244	0.30253399773498746	0.5192258137419272	NA	0.302533997734986	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
LOC101929294	-1.0310118150999752	0.302535279212393	0.5192239741556612	0.302535	NA	NA	6.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
CTSW	1.0303952668811314	0.3028244941924033	0.5188089995076027	NA	0.302824494192403	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
CEACAM6	-1.0302436448742258	0.3028956463169211	0.51870696897195	NA	0.30289564631692	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
BBOX1	1.0301798408840128	0.3029255911341069	0.5186640359479091	NA	0.302925591134107	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
FAAP100	-1.0301351357415596	0.30294657355445165	0.5186339551820068	NA	0.302946573554452	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
OTOP3	-1.0301114163597107	0.3029577066714393	0.5186179953961711	NA	0.927598639358942	0.17196	NA	5.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
OR51S1	-1.0299064287134696	0.3030539326311079	0.5184800759208976	NA	0.303053932631109	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
RP11-307N16.6	-1.0286380904595795	0.30364977182414843	0.5176270408893527	NA	0.303649771824148	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
NRSN2	1.028570791492867	0.30368140922469844	0.5175817939172829	NA	0.303681409224698	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
IFNAR1	-1.0283131876311766	0.3038025296340884	0.5174086142732588	NA	0.303802529634089	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ATL2	1.0282666762234074	0.3038244018284483	0.5173773484658041	NA	0.303824401828448	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
KLRK1	1.0281755683019582	0.30386724876127047	0.5173161062667252	NA	0.303867248761271	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ZNF561	-1.028153809301897	0.30387748234466494	0.5173014804260678	NA	0.303877482344666	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
RESP18	1.028109165555931	0.3038984796833244	0.5172714725649881	NA	0.303898479683325	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
LARP7	-1.0280221526083475	0.30393940734168623	0.5172129877071335	NA	0.113021588292559	0.895843	NA	8.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
TRIM21	1.0276226964048574	0.3041273436858194	0.516944531259985	NA	0.304127343685819	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
SAYSD1	-1.0270465852209543	0.30439852864267125	0.5165574511258838	NA	0.304398528642671	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
BRD9	1.0267017378335053	0.30456093073959933	0.5163258089857353	NA	0.987719362297615	0.142276	NA	4.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
SPAG5-AS1	1.0265867111899405	0.3046151140670885	0.5162485521060456	0.112733	NA	0.893234	4.0	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
AP3B2	-1.0258091800361562	0.3049815381097736	0.5157264496359205	NA	0.304981538109773	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
SIGLEC9	1.0257794915290857	0.3049955350904626	0.5157065183573702	NA	0.304995535090462	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ZNF85	1.0254919586792262	0.3051311177436966	0.5155135000755526	NA	0.305131117743696	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
NLRP7	1.0250443246011944	0.3053422737813688	0.5152130646858639	NA	0.871752371915075	0.197675	NA	8.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
USP53	-1.025030138410401	0.3053489672150381	0.5152035445843379	NA	0.18261929523293	0.906957	NA	7.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
HPR	-1.0247728440989738	0.30547038261509585	0.5150308911182279	NA	0.305470382615096	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
DNAH5	-1.0247670857953612	0.30547310028490804	0.5150270273598406	NA	0.888436296502761	0.190549	NA	31.0	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
SPHK1	-1.024541856808677	0.3055794111889356	0.5148759102673348	NA	0.280488768805864	0.711607	NA	7.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
MNDA	-1.0240878521126489	0.30579378166802584	0.5145713502341013	NA	0.305793781668026	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
COMMD4	1.0239545413780935	0.30585674683667674	0.5144819350399032	NA	0.305856746836677	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
THAP9	-1.0238477173803322	0.305907208024631	0.5144102897088753	NA	0.305907208024634	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
BBS10	1.023840334695629	0.3059106956381814	0.5144053383947313	NA	0.305910695638181	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ENDOU	1.0234477158716724	0.306096208521227	0.5141420497836104	NA	0.306096208521226	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
SLC4A7	1.0228966006216806	0.30635673694501286	0.5137725648640213	NA	0.306356736945013	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
BTG4	-1.0226587495583688	0.3064692215372661	0.5136131348085965	NA	0.306469221537266	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
LINGO4	1.0225343508111222	0.3065280631265157	0.5135297589821928	NA	0.306528063126516	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
SLITRK6	-1.022431231420765	0.3065768450861531	0.5134606493220095	NA	0.306576845086152	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
CCDC59	1.0220825864987169	0.3067418141628825	0.513227018205931	NA	0.306741814162882	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ZNF284	1.0219686434530701	0.3067957415895747	0.5131506728097074	NA	0.306795741589575	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
PRAP1	1.0216875317757663	0.30692881412326933	0.5129623385889428	NA	0.306928814123269	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
OR11G2	-1.0216469575691813	0.30694802428175416	0.5129351576780263	NA	0.306948024281754	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
SLC16A13	-1.0212306447941835	0.3071451766506822	0.512656300368643	NA	0.307145176650681	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
GUCY2D	-1.0212152544611608	0.3071524666253964	0.5126459926755356	NA	0.307152466625396	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
PODN	1.0211153121513823	0.3071998093187722	0.5125790582102872	NA	0.307199809318772	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
METTL21C	1.0206958148546397	0.3073985779805287	0.5122981458689282	NA	0.307398577980529	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
SCTR	-1.0203853870147255	0.307545721519093	0.5120903103686469	NA	0.307545721519093	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
RNF44	1.0202892624637485	0.30759129423836074	0.5120259605407793	NA	0.307591294238361	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
SLC36A2	-1.0197155072468316	0.30786340496572395	0.5116419316424261	NA	0.307863404965724	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
MPL	1.0196591900168808	0.30789012271280836	0.5116042432829986	NA	0.307890122712808	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
HIST1H1D	-1.0195979471123535	0.30791917901598853	0.5115632598418275	NA	0.307919179015989	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ZNF682	-1.0190997322190856	0.30815562129525165	0.5112299055732797	NA	0.308155621295253	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
NGLY1	-1.0182526512677261	0.3085579036917988	0.5106633246805703	NA	0.308557903691799	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
COL6A6	-1.0173839672030935	0.3089708060277703	0.5100825541674645	0.561243	0.391001760886613	NA	9.0	27.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ZNF354B	1.0172057499222438	0.3090555612800018	0.5099634371183083	NA	0.309055561280002	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
RNF20	-1.016963718924375	0.3091706891907078	0.5098016859248816	NA	0.309170689190708	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
LMNTD2	-1.0154843678859342	0.3098749943873649	0.5088134680903149	NA	0.309874994387365	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
CCDC142	1.0152428414195862	0.3099900834263921	0.5086521990111543	NA	0.309990083426392	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
GALE	-1.0148744373505656	0.3101656848830119	0.5084062519457252	NA	0.310165684883012	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
LECT1	1.0147982056474063	0.3102020292670724	0.5083553654630676	NA	0.310202029267072	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
RP11-439C15.6	-1.0147762477871958	0.3102124984633873	0.508340708442683	NA	0.310212498463387	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
LRMP	1.0145349523912413	0.3103275600529374	0.5081796532027915	NA	0.310327560052937	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
SPATA5L1	1.014386958240335	0.31039814492780404	0.5080808829358391	NA	0.310398144927804	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
KCNA10	-1.013164130900889	0.31098177022909645	0.5072650685968132	NA	0.310981770229097	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
QARS	-1.01316329529589	0.31098216929010336	0.5072645112976444	NA	0.310982169290103	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
SPATA7	1.0129448792071494	0.31108649014187273	0.5071188490142013	NA	0.311086490141873	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
RNLS	-1.0121082327518125	0.31148630645362185	0.5065610410187742	NA	0.311486306453624	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
SLC10A1	-1.011785142885817	0.3116407951769318	0.5063456961838316	NA	0.311640795176931	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ETNPPL	1.01110479158814	0.31196627727631643	0.5058923495211622	NA	0.311966277276317	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
FAHD1	1.0106934834469778	0.31216315695679664	0.5056183558365909	NA	0.312163156956797	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
C21orf59	1.0104183059603586	0.3122949210741981	0.5054350787457411	NA	0.312294921074198	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ATAD3A	-1.0103374832453942	0.3123336286351437	0.5053812532196554	NA	0.312333628635141	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
SPATA18	-1.010069530519451	0.3124619789876778	0.5052028209452927	NA	0.312461978987678	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
PALD1	1.0095927052480806	0.3126904659887434	0.5048853603036034	NA	0.312690465988743	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
CUL7	1.0093815745053631	0.31279167158759236	0.5047448190127786	NA	0.312791671587593	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
SPG11	1.0090542700975762	0.3129486077146626	0.5045269762505933	NA	0.312948607714662	NA	NA	30.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
GPX4	1.0087461182259239	0.31309640794955373	0.5043219148699458	NA	0.313096407949554	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
FAM13B	-1.008668526629406	0.3131336307893253	0.5042702863215448	NA	0.313133630789324	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ANLN	-1.0083326961570607	0.31329477156917085	0.5040468527965749	NA	0.313294771569171	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
BSN	-1.0079294298230417	0.3134883420618745	0.5037786049842619	NA	0.313488342061874	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ATP13A4	-1.0075259940526482	0.31368207263018544	0.5035103011309598	NA	0.18478691080416	0.921378	NA	13.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
SP110	1.0066907465823771	0.31408341026917075	0.5029550022160441	NA	0.314083410269171	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
SNRNP200	-1.0066047970678391	0.314124728294885	0.5028978740462698	NA	0.314124728294887	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
PFKM	-1.0061090656082936	0.3143631082566746	0.5025684258025804	NA	0.314363108256674	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ZNF141	-1.0060965435591807	0.3143691312131046	0.5025601051325775	NA	0.314369131213106	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
MRPL4	-1.0056430579467783	0.31458730352296693	0.5022588091163682	NA	0.314587303522966	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ZNF646	1.0056332929150924	0.3145920025824869	0.5022523220129308	NA	0.314592002582488	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
TRIM16	-1.005565065404833	0.31462483583022527	0.5022069980563607	NA	0.314624835830225	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
CEBPZ	1.0055266034657153	0.3146433459314041	0.5021814482668219	NA	0.314643345931404	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ABCA1	-1.0052044643749587	0.3147984059300648	0.5019674754792038	NA	0.314798405930065	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ANXA9	1.0050439860541687	0.31487567008649864	0.5018608952713324	NA	0.314875670086498	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
LRRD1	1.0045675054106797	0.3151051506772692	0.501544497833827	NA	0.363763184311083	0.608332	NA	13.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
COLQ	1.0043448045074468	0.3152124446197331	0.501396644853198	NA	0.315212444619733	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
SEMA3C	-1.0043189066169786	0.3152249233912955	0.501379452148875	NA	0.315224923391294	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
TAB1	1.003881750171892	0.3154356140618765	0.5010892744903982	NA	0.315435614061876	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
PLA2G4E	-1.0038601650044592	0.315446019583426	0.501074948314616	NA	0.315446019583425	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
NR1I3	-1.0036455364837567	0.31554949742282956	0.5009325071915212	NA	0.315549497422829	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
AKR1B15	-1.0033980544771592	0.3156688424312796	0.5007682823078077	NA	0.315668842431279	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
SYTL1	1.0032357903515212	0.3157471083025586	0.5006606181407799	NA	0.315747108302559	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
DKKL1	-1.0031835575982555	0.31577230476430296	0.5006259630404665	NA	0.315772304764303	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
WWC1	-1.0031388568469823	0.3157938689259131	0.5005963059853931	NA	0.315793868925911	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ZNF124	1.0027654958059418	0.3159740203970487	0.5003486239070102	NA	0.597779492363754	0.373181	NA	6.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
FZD6	-1.0025556757781464	0.3160752908484754	0.5002094537573769	NA	0.199061783430733	0.89372	NA	5.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
LRPPRC	-1.0024606133416094	0.31612118011568324	0.5001464054599652	NA	0.193028035710453	0.907637	NA	4.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
DNAH6	1.0021319199840177	0.3162798831927648	0.4999284302664263	0.890068	0.200893411226502	NA	5.0	27.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
DHRS4L2	1.0019167474130142	0.3163838033231159	0.499785757498768	NA	0.316383803323116	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ANGPTL3	-1.0018817370842532	0.31640071409362125	0.4997625450018917	NA	0.316400714093622	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
OVGP1	-1.0017228905397606	0.31647744797245136	0.4996572321555598	NA	0.316477447972451	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
CPZ	1.001426398060027	0.31662070703507306	0.49946068562972	NA	0.316620707035072	NA	NA	14.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
CRYBG3	1.0009020170329355	0.31687418130869605	0.49911314538515295	NA	0.316874181308695	NA	NA	15.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ARMC2	1.0001787517057972	0.3172240102348828	0.49863394897774077	NA	0.317224010234883	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
CCDC50	-0.9995909383698172	0.3175085102302738	0.49824462975305844	NA	0.317508510230277	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
EXTL3	-0.9993443362668432	0.31762791474200025	0.49808133657972065	NA	0.317627914742	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
PABPC3	0.999138438441	0.31772763282423255	0.4979450128681203	NA	NA	0.317728	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
ANKLE2	0.9988302498471008	0.31787692953911906	0.4977409906049922	NA	0.317876929539119	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
RNF212	-0.9980455731132458	0.3182572603179529	0.49722168011717294	NA	0.318257260317952	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
OR5F1	-0.9979310098636295	0.31831281375578024	0.49714587840250535	NA	0.318312813755778	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
EPPK1	0.9977428737986567	0.31840405753498247	0.4970214065316518	NA	0.318404057534983	NA	NA	32.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP2
