GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GPC1	26.78606759827101	0.00015879813684742717	3.7991545973851704	0.777289	0.111853448697971	1.75488e-05	33.0	74.0	52.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
VCX	17.363345730894498	0.00016966700000000008	3.7704026191529323	NA	NA	0.000169667	NA	NA	44.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
GDI1	17.160755925240423	0.00018775400000000018	3.726410801810224	NA	NA	0.000187754	NA	NA	6.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
PLEKHA1	26.37896639279217	0.0001892060656910792	3.7230649448161595	0.119543	2.67126176176635e-05	0.585652	12.0	46.0	27.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
STK38L	26.199831532676654	0.00020434354832124022	3.689639069587896	0.461737	2.68194825381318e-05	0.165171	2.0	11.0	8.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
DCAF15	26.16074985446471	0.00020780158135983947	3.6823511518065652	0.282142	0.0316464332096389	0.0002336	13.0	39.0	30.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
CENPX	21.301904123153097	0.00027587459460397436	3.5592882920228988	0.783852	NA	3.02076e-05	6.0	NA	13.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
OR1C1	25.44560505396042	0.00028230125419667336	3.549287192382714	0.00126973	0.468137057441344	0.00501733	8.0	30.0	17.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
EEF1AKMT4	21.19561081293365	0.00028960590271689485	3.538192590640461	0.011111	NA	0.00224739	9.0	NA	17.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
EFHD2	21.11586157665289	0.0003003509485110932	3.522370992208441	NA	0.286997563600847	9.05463e-05	NA	12.0	13.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
PUS7L	25.17509559079688	0.00031688058335146974	3.4991043711020873	0.133467	0.776491449264497	3.29448e-05	22.0	67.0	39.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
FAH	25.021854799937127	0.00033828769898888223	3.4707137939896673	0.70008	0.019425462937551	0.000271053	12.0	31.0	31.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
E2F1	24.979749966172367	0.00034441501340488255	3.4629179254623406	0.524978	0.173027662974542	4.14438e-05	6.0	23.0	16.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
CBLL2	15.754123681175928	0.0003793459999999999	3.420964490978025	NA	NA	0.000379346	NA	NA	11.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
LURAP1L	24.608673942642188	0.0004033643280027057	3.3943025117667744	0.000258705	0.0375688444773247	0.466296	9.0	26.0	18.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
DEFB108B	24.53232859527569	0.00041667169698176795	3.3802059986118373	0.723222	0.287570056855764	2.2639e-05	3.0	8.0	9.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
APBA3	24.505977926651394	0.00042136434813512747	3.3753422130639295	0.0250679	0.148496862149399	0.00128162	39.0	105.0	57.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
FAM50A	15.48077967922584	0.00043490200000000025	3.3616085951238874	NA	NA	0.000434902	NA	NA	4.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
TMEM9B	24.309133138451934	0.0004581043649659881	3.339035570106451	0.658754	0.0007428552363274	0.0107575	2.0	18.0	5.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
OTX1	24.257556375729212	0.00046824109840508605	3.329530470119939	0.626953	4.3116439240265e-05	0.19983	3.0	20.0	8.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
IGSF22	24.160860592160592	0.00048784374929204455	3.3117192552233057	0.0173091	0.20403646757256	0.00160529	50.0	133.0	69.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
MINAR1	20.03037133870922	0.0004925518453257483	3.307548049524066	0.507607	NA	8.80912e-05	21.0	NA	47.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
KIF2C	24.01859816585948	0.000518160190107146	3.285535956616373	0.00901952	0.764943657968274	0.000882297	7.0	44.0	33.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
TAAR6	24.004251604887095	0.0005213184630508998	3.2828968937970684	0.0389833	0.062402970109428	0.00252034	13.0	39.0	25.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
DSEL	24.00412596110867	0.0005213462059413807	3.282873782657679	0.0138004	0.0702849890391547	0.00632144	22.0	77.0	61.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
IL17D	19.826343472347993	0.0005403998333163179	3.2672847936059926	NA	0.529020610931314	9.36034e-05	NA	2.0	13.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
H3C12	14.94968884601432	0.000567174	3.246283685997306	NA	NA	0.000567174	NA	NA	5.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
PARP15	23.730376080425877	0.0005853729127607885	3.2325673777524013	0.321527	7.22702423548993e-05	0.302578	17.0	48.0	24.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
RP11-542C16.2	14.806330919718931	0.0006093209242394003	3.2151539078337157	NA	0.0006093209242394	NA	NA	31.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
C12orf60	23.627405469993004	0.0006114070180741982	3.2136695805045896	0.588796	0.0252579425848535	0.00049775	7.0	24.0	26.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
GLOD5	14.716775493097233	0.0006372249999999998	3.195707194030568	NA	NA	0.000637225	NA	NA	7.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
ITPA	23.497512662123818	0.0006458765101136551	3.1898505100280343	0.0397735	0.004155008135262	0.0477985	8.0	16.0	13.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
RABGGTB	19.42764541367321	0.0006475672185683531	3.188715144407882	NA	0.0435224365751893	0.00138876	NA	15.0	10.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
DLEU7	23.416276398578777	0.0006683976913476444	3.174965058833569	0.0142538	0.0872596599433554	0.00661418	6.0	13.0	12.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
KRT6B	23.397446256978462	0.0006737271818204763	3.1715159304913167	0.00202017	0.0074010646010288	0.555427	15.0	61.0	30.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
RAB32	23.101130767167117	0.0007633051535188676	3.1173018054328256	0.13206	0.0001740109878601	0.419088	8.0	14.0	11.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
PURG	23.09960328761862	0.0007637959621867716	3.117022641857751	1.0	0.32243236055674	2.98914e-05	3.0	19.0	11.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
PAQR5	23.01264564763455	0.0007922542924959762	3.101135399089677	0.468345	0.000328843221815	0.0653601	11.0	23.0	16.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
RPS20	18.958056616182745	0.0008009978042258938	3.096368674444957	NA	0.74764936165867	0.000102238	NA	5.0	4.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
NTNG1	22.968228295588084	0.0008071899082243349	3.093024276441465	0.0136206	0.465600987467991	0.00162294	8.0	29.0	20.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
LOC100288637	18.796470832367387	0.000861703515541143	3.0646421352347626	0.307301	NA	0.000269671	4.0	NA	52.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
ADRA2B	22.70535699489833	0.000901412438528341	3.04507645342396	0.0680616	0.0002509184557883	0.687321	9.0	57.0	35.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
KAT2B	22.685224844970772	0.0009090582413092032	3.0414082916196965	0.0794703	0.0702101957618877	0.00212501	13.0	45.0	34.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
DLEU7-AS1	18.53854238188883	0.0009681581224623986	3.014053706632985	0.0142538	NA	0.00661418	6.0	NA	12.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
GSTA4	22.453782259693586	0.001001660610575177	2.999279404139706	0.0238767	0.0533993354645922	0.0104403	4.0	18.0	7.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
MTRES1	18.438102139697	0.0010130422571870826	2.994372438469528	0.0248078	NA	0.00399603	5.0	NA	15.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
AQP8	22.41840997248329	0.0010166059267222906	2.9928473627276655	0.00828423	0.847438464908677	0.00192994	7.0	28.0	17.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
MYOCD	22.37315556667988	0.001036045961729704	2.984620977715474	0.917058	0.0308610215301176	0.000489693	19.0	77.0	46.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
CREM	22.33163383626797	0.0010542031196919405	2.977075702916176	0.00125538	0.675103080835216	0.0166956	5.0	38.0	11.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
BOLA1	22.24009999576124	0.0010953399818578425	2.960451059520123	0.113146	0.0004992011413238	0.262246	3.0	15.0	8.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
DCAF1	21.960337345771993	0.001231075359735391	2.909715361109713	0.473686	0.0001702600650022	0.211237	10.0	66.0	25.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
PROK2	21.91801338917891	0.0012529973893715717	2.9020498338603606	0.0771567	0.279180638881449	0.000807802	4.0	12.0	5.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
MVD	21.90414050144408	0.0012602658927965073	2.899537817111153	0.0999069	0.369291682944901	0.00047491	27.0	69.0	44.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
TAS1R3	21.88974598527814	0.0012678513868890503	2.8969316499531517	0.447796	0.0930117372165817	0.000423725	52.0	153.0	106.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
CXorf58	13.26840004353067	0.0013146299999999998	2.8811964612951186	NA	NA	0.00131463	NA	NA	7.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
IGFL4	17.790981745052555	0.0013557347962695411	2.86782525721024	NA	0.0054876976263408	0.0249659	NA	8.0	4.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
NFATC1	21.674365727681224	0.0013868403344178687	2.857973535951047	0.308315	0.0668295160817688	0.000953912	40.0	103.0	101.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
FAM107A	21.614899191948528	0.0014215772477872471	2.8472295359902637	1.0	1.0	2.02481e-05	5.0	23.0	14.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
TFCP2L1	21.562023425445954	0.0014531791657488552	2.837680837251085	0.0740995	0.0026299744877268	0.106684	10.0	40.0	17.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
GATAD1	21.428266700020018	0.0015362248705917386	2.813545208191805	0.567945	0.170691555704418	0.000229294	4.0	14.0	7.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
KDM4C	21.346658197029893	0.0015891576712484545	2.7988330113161752	0.815872	0.319373115720699	8.88611e-05	21.0	94.0	43.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
FGF16	12.880572217532128	0.0015959499999999998	2.796980718915268	NA	NA	0.00159595	NA	NA	2.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
RNF114	21.311120354685105	0.0016127625495233279	2.7924295700090007	0.900118	0.000189392352175	0.138257	6.0	23.0	12.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
USP6NL	21.263201944142406	0.0016451350520240136	2.7837984442542525	0.500363	0.0015911402735152	0.0303222	19.0	66.0	42.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
ANAPC7	21.214031368945914	0.001679014612039015	2.774945524290599	0.0009792	0.22016049878812	0.114768	5.0	35.0	23.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
VPS13A-AS1	12.749424597335844	0.0017041100000000007	2.7685023750322726	NA	NA	0.00170411	NA	NA	2.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
ZNF56	17.258630979876177	0.001721596281931752	2.764068683942531	0.000238563	NA	0.749433	21.0	NA	13.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
ZBTB43	21.127024027945108	0.0017406456551506664	2.7592896296152705	0.125096	0.0002306448460122	0.895649	6.0	31.0	11.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
PSG7	21.123996637127533	0.0017428294742951396	2.7587451039947775	0.00786402	0.41033291919023	0.0080205	22.0	85.0	48.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
SLIRP	21.110219402562826	0.001752801646240801	2.7562672275554294	0.490122	0.658611897518567	8.0731e-05	9.0	12.0	12.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
GDF9	21.070303880169696	0.0017820094059337705	2.7490900079678573	0.0709472	0.0005702504886185	0.657114	7.0	43.0	22.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
TSPAN8	21.057051576956944	0.0017918115433896882	2.7467076698803163	0.785426	0.683536923568206	4.98485e-05	3.0	19.0	8.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
RIPOR2	17.159009037185196	0.0018001619456080476	2.7446884232743316	0.00172695	NA	0.108815	28.0	NA	44.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
FBL	21.025463759833304	0.0018153888858788473	2.741030327707549	0.0755123	0.0831186488517613	0.00433174	6.0	28.0	13.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
PPEF1	12.597305941500085	0.0018387800000000004	2.735470228620268	NA	NA	0.00183878	NA	NA	13.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
FIBCD1	20.986356945882157	0.0018449992944760507	2.734003795578209	0.38851	0.0555481943383129	0.00128469	25.0	79.0	44.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
RMND5A	20.960453001705286	0.0018648725358660213	2.729350846891117	0.12155	0.143003780586067	0.00161582	2.0	9.0	7.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
IQUB	20.938485757447843	0.00188188955805591	2.7254058674838397	0.0921221	0.0258897934134001	0.0119062	19.0	73.0	37.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
PANK4	20.901552774661468	0.0019108428547559883	2.7187750272927316	0.0628894	0.0011392221088566	0.403738	24.0	60.0	46.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
TMEM131L	16.971382688665706	0.0019578529194796994	2.7082199369749658	0.544086	NA	0.000379353	31.0	NA	84.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
MIDN	20.832426076843294	0.001966209723964058	2.7063701604089934	0.00895679	0.190534253920791	0.0175457	15.0	48.0	43.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
PPIP5K2	20.820543595991168	0.001975883717071272	2.704238617703997	0.74768	0.0005459554975097	0.073791	15.0	57.0	32.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
C11orf63	12.417433275788785	0.0020118176986260996	2.6964113755384447	NA	0.0020118176986261	NA	NA	68.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
C3orf33	20.65144773589754	0.0021187008741174224	2.673930354233169	0.494313	0.0009495872141529	0.0698326	18.0	34.0	23.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
DCDC2B	20.551081995548905	0.0022081908082754527	2.6559634022287137	0.0260764	0.0028206761709287	0.468585	5.0	21.0	9.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
EP400	20.45377649049358	0.002298474449051131	2.6385603197134446	0.0900063	0.0335978493491984	0.0119656	62.0	295.0	175.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
TFPI	20.444763337000097	0.002307017442800577	2.636949121871017	0.375458	0.1929564643786	0.000501713	6.0	23.0	13.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
AMN	20.392987407934456	0.0023566968852283257	2.627696272180002	0.0206295	0.0098603558635012	0.183374	14.0	21.0	34.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
MAPK8	20.384454558108526	0.00236498393187524	2.6261718055907037	0.0183975	0.0031952184305618	0.637254	3.0	17.0	9.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
GOLGA8K	16.540965058080857	0.002372888954423868	2.6247225852590113	NA	0.461392699307618	0.000554759	NA	6.0	39.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
DYNLL2	12.077632293016135	0.00238438	2.6226245296567128	NA	NA	0.00238438	NA	NA	2.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
ARAF	12.068026062307876	0.002395860000000002	2.6205385631624694	NA	NA	0.00239586	NA	NA	10.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
SERINC3	20.352116610138516	0.0023966495064631976	2.6203954739091118	0.0621702	0.0171882836617274	0.035627	14.0	63.0	24.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
MRPL15	20.2547158550078	0.00249454813328705	2.6030081117611656	0.0385729	0.0105312457079593	0.0983971	10.0	32.0	17.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
UROS	20.240292923524724	0.0025093728852096046	2.600434799045583	0.562404	0.378637467712589	0.000189062	6.0	24.0	12.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
EFNB3	20.181583119832574	0.0025706112920936657	2.5899635890364467	0.00181945	0.0516174296495442	0.441457	5.0	21.0	9.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
ERLIN2	20.1321387980921	0.0026233151474773266	2.5811495330509238	0.269857	0.0007130382310505	0.220859	3.0	22.0	11.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
EBAG9	16.256659024807014	0.002693411154828574	2.5696973455696956	NA	0.0004298350276437	0.686451	NA	9.0	6.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
ART3	20.064026708793076	0.002697648429830709	2.569014650265821	0.392736	0.232939468884077	0.000480627	12.0	39.0	25.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
ADGRL3	20.04051284394884	0.002723784338807741	2.564827281551301	0.397704	0.0006952730913956	0.160895	18.0	93.0	57.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
SPRR2G	19.984395969226448	0.002787161645787181	2.554837842970362	0.0559648	0.0116308366929885	0.0702939	2.0	3.0	2.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
NOP53	16.14018918789368	0.002836705598800604	2.5471857341550823	0.0185011	NA	0.0169046	28.0	NA	47.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
EEF1D	19.905882404754102	0.002878254471039634	2.5408708120384844	0.762689	0.0003443186265896	0.181211	36.0	71.0	52.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
SMR3A	19.869395954591347	0.0029215692236381806	2.5343838190617696	0.444589	0.0100417856068462	0.0108554	2.0	12.0	6.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
FAM186B	19.826962496833808	0.0029727441771295908	2.5268424628910426	0.0513365	0.0026466220058284	0.364344	29.0	81.0	48.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
SMAD7	19.824683361259247	0.0029755174326697546	2.5264375009898097	0.241651	0.297748289597529	0.00068879	2.0	18.0	18.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
PCP4L1	19.71091379076414	0.003117206351295334	2.506234447558703	0.873165	0.0045166813879624	0.0133019	2.0	6.0	4.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
FAM187A	19.710095912475126	0.0031182483866375923	2.5060892936854655	0.231375	0.240563421576616	0.00094289	11.0	56.0	23.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
SLC2A13	19.687711871329046	0.00314689949310321	2.50211712753092	0.0633651	0.213360900615067	0.00392557	13.0	42.0	23.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
USE1	19.66713916239845	0.0031734584227844434	2.498467187242438	0.00584977	0.0620862040099475	0.147639	7.0	29.0	16.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
KRTAP21-3	19.666276412731523	0.0031745769764233572	2.498314137787742	0.0134398	0.135669565556245	0.0294203	4.0	11.0	5.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
STEAP1	19.618985834348813	0.003236480734885001	2.4899269737713525	0.295359	0.0083567039083077	0.0222539	3.0	21.0	9.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
ABCC12	19.606313699615562	0.003253267615650191	2.4876802099368085	0.0050354	0.201962713574046	0.0543548	45.0	128.0	89.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
CCDC69	19.586367772902218	0.003279862247316707	2.4841443960707963	0.30986	0.836607082253269	0.000215371	17.0	41.0	26.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
H2BC21	15.792382984986642	0.003310790721235163	2.480068270617691	0.00246732	NA	0.150835	2.0	NA	2.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
PITPNC1	19.562481231387263	0.0033119900188059684	2.4799109806987585	0.0953333	0.0932387509288327	0.00635653	5.0	11.0	9.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
NDUFAF3	19.51402730985151	0.003378106381043798	2.4713266780412586	0.619559	0.400163464681528	0.000233487	5.0	13.0	8.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
YIPF6	11.37394511268748	0.00338984	2.469820799955316	NA	NA	0.00338984	NA	NA	3.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
ZGLP1	19.501052147721403	0.003396028520244652	2.4690286711569236	0.900781	0.0001133852800521	0.570459	8.0	23.0	6.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
CPN2	19.497648053223784	0.0034007458024272333	2.468425829322498	0.120807	0.0015022685860798	0.321588	22.0	53.0	31.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
ANKRD54	19.449408204084378	0.00346828544574136	2.4598851665565977	0.0374084	0.846913616873528	0.00188715	4.0	18.0	13.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
RRS1	19.419355664267755	0.003511020350391596	2.4545666532925066	0.108528	0.0008473701987544	0.659972	9.0	34.0	26.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
IL17RB	19.417362036254225	0.00351387337917275	2.454213892162676	0.0850232	0.0054083824625836	0.13212	18.0	46.0	26.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
SRP54	15.630235555939997	0.0035576694366479603	2.448834407154027	NA	0.0090864883392934	0.0444162	NA	7.0	7.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
RP11-402G3.3	11.27711138878416	0.003558003541444304	2.4487936239786383	NA	0.0035580035414443	NA	NA	9.0	NA	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
EMC7	15.610652233996834	0.0035886853618062645	2.445064616791131	NA	0.116902872335275	0.0034863	NA	11.0	7.0	SkatO	ALL_MISSENSE_SNPEFF	0.001	2	META-GROUP2
