GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
PRSS42	0.6724809158713708	0.5012775854438011	0.29992171436900694	NA	0.5012775854438	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
ZNF568	0.6724259446465697	0.5013125705244081	0.2998914052195059	NA	0.501312570524408	NA	NA	19.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
ZNF552	0.6723983965234558	0.5013301033345445	0.29987621655280783	NA	0.501330103334544	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
CROCC	-0.672232585794379	0.5014356392724397	0.2997848020305677	NA	0.591693121798243	0.136997	NA	9.0	26.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
ZNF469	-0.6722041566900193	0.5014537351345572	0.299769129448398	NA	0.501453735134557	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
C11orf84	-0.671670772599048	0.5017933120404444	0.2994751313101411	NA	0.501793312040444	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
THAP5	-0.671459586207853	0.5019277966634443	0.29935875250827526	NA	0.501927796663445	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
MRPS11	0.6712307855574331	0.502073519664864	0.2992326835583285	NA	NA	0.502072	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
SLC35G4	-0.6711511997474703	0.5021242130678272	0.2991888358887374	NA	0.502124213067827	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
KIAA1671	-0.670827256869978	0.5023305813951442	0.2990103816117535	NA	NA	0.502331	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
MYOT	0.6707358049346018	0.5023888491152434	0.2989600086447896	NA	0.502388849115243	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
DZANK1	0.6707145286976155	0.5024024055772992	0.2989482897994318	NA	0.502402405577299	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
PREX2	0.6706446336785354	0.5024469415610415	0.29890979301968434	NA	0.502446941561041	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
FSTL4	-0.6703907840867663	0.5026087080032419	0.2987699912607631	NA	0.533537257848012	0.744833	NA	5.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
ATP2C2	-0.6703377561603007	0.5026425036908635	0.2987407900412451	0.211732	0.426606624660258	0.377364	3.0	23.0	35.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
AGXT2	0.6702842843958281	0.5026765834612023	0.2987113453477194	NA	0.502676583461202	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
TMEM216	-0.6701448936477702	0.5027654287008376	0.2986345930398773	NA	NA	0.502765	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
PDZRN4	-0.6701222833318976	0.5027798409054595	0.2986221437924313	NA	0.50277984090546	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
BTN2A1	-0.6701097922993082	0.5027878029983345	0.2986152662978717	NA	0.32825503592498	0.976102	NA	12.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
UGT2B4	-0.6699991650787445	0.5028583224315928	0.2985543577933655	NA	0.156465087349952	0.638684	NA	7.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
ROPN1	-0.6699353114298771	0.5028990283837105	0.2985192034484717	NA	0.502899028383712	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
TEX2	-0.6698749103900168	0.502937534940749	0.29848595115708193	NA	0.502937534940749	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
DPP4	-0.6698183367463475	0.5029736028891463	0.2984548070323574	NA	0.502973602889147	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
PHF10	-0.669757300363574	0.5030125175440185	0.29842120732448596	NA	0.185937910814972	0.707279	NA	3.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
GAREM2	0.6697497193631521	0.5030173510348115	0.2984170341712918	NA	NA	0.503017	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
TGS1	-0.6696719876032483	0.5030669126307211	0.298374245851441	NA	0.961798734798357	0.368566	NA	12.0	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
CSNK1A1L	-0.6695698327229007	0.5031320502767351	0.2983180165741104	NA	0.503132050276737	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
TM7SF2	0.6695408267863896	0.5031505463230004	0.29830205141510224	NA	0.503150546323001	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
KLC3	-0.6695340274925656	0.5031548820409849	0.2982983090554911	NA	0.491098906632602	0.796174	NA	11.0	26.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
SYCP3	0.6693015224816905	0.5033031558083205	0.2981703464837611	NA	0.863755923938166	0.263511	NA	4.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
IFNK	-0.6690656388470027	0.5034536077823506	0.29804054261263324	NA	0.825473680464673	0.468029	NA	5.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
MTRF1	-0.6689376976982571	0.5035352215046829	0.2979701458250955	NA	0.503535221504683	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
GYPA	-0.6689140960980889	0.5035502777403141	0.2979571601549448	NA	0.503550277740314	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
HLA-DRB5	0.6689088976374645	0.5035535940409654	0.2979542999711772	NA	NA	0.503552	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
TMC1	0.6688347190129571	0.5036009167330477	0.2979134879928056	NA	0.503600916733048	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
SLC44A3	-0.6687817798462412	0.5036346910231961	0.29788436275590136	NA	0.503634691023196	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
APCDD1L	-0.6686717510200582	0.503704891372815	0.29782383177896105	NA	0.503704891372815	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
IL1R2	-0.6686546906681772	0.503715776643519	0.2978144465972768	NA	0.503715776643519	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
TYRP1	-0.6686265697963929	0.5037337192936904	0.2977989770496867	NA	0.129520294787232	0.568395	NA	9.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
RABL2A	-0.6685681485612945	0.5037709963069943	0.29776683982802127	NA	0.503770996306995	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
SLC38A6	-0.6684062282091529	0.5038743209233203	0.29767777414170266	NA	0.693627312805766	0.581406	NA	6.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
EXT2	-0.6683251209234393	0.5039260813090788	0.29763316362182973	NA	0.503926081309079	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
PRELP	0.6682738385155624	0.503958809745554	0.29760495845774076	NA	NA	0.503959	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
LCA5	-0.6680579684953282	0.5040965903059328	0.29748624010663505	NA	0.504096590305933	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
TMEM18	0.6680131584667615	0.5041251931128389	0.29746159862117244	NA	0.504125193112838	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
FAM21A	-0.6679931411883385	0.5041379706710192	0.29745059113183925	NA	0.50413797067102	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
NUDT5	-0.6679862131731426	0.5041423930461321	0.297446781451164	NA	0.50414239304613	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
MYLK3	0.6679444228343275	0.5041690695986911	0.29742380148910963	NA	0.504169069598691	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
C19orf18	0.6677885204993211	0.5042685952674479	0.297338077898262	NA	0.504268595267448	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
RBBP8NL	-0.6677255155217217	0.5043088196226311	0.2973034366000423	NA	0.504308819622633	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
OR51B4	-0.6676152729940293	0.504379205983405	0.29724282636702876	NA	0.504379205983403	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
GDAP1	-0.667610090786269	0.5043825147863464	0.29723997733969243	NA	0.8332462146717	0.248222	NA	6.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
TMEM54	-0.6673923228681414	0.5045215684065577	0.2971202628468385	NA	0.504521568406557	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
HMOX2	0.6669199574197308	0.5048232623060878	0.2968606409699439	NA	0.504823262306088	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
MRPL12	-0.6667588073814243	0.5049262085668353	0.29677208634442576	NA	NA	0.504927	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
NAALADL2	-0.6665943997782275	0.50503124723279	0.2966817504339117	NA	0.810167992787704	0.482368	NA	4.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
SKOR1	0.6663831781720335	0.5051662118760101	0.2965657050021543	NA	0.292060320717765	0.911454	NA	5.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
NOLC1	-0.6662667206585581	0.5052406330645298	0.2965017293635665	NA	0.505240633064529	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
KRT3	-0.6660745794745151	0.5053634318854886	0.29639618684214053	NA	0.50536343188549	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
IQSEC2	0.66580923770184	0.5055330395707124	0.29625045543531087	NA	NA	0.505533	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
ZNF71	-0.665755081886666	0.5055676599000599	0.2962207147418051	NA	0.505567659900059	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
A2ML1	0.6657135240808492	0.5055942275135366	0.2961978931381104	NA	0.505594227513537	NA	NA	26.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
LRCH3	-0.6656641409868838	0.5056257987344368	0.2961707749903829	NA	0.505443375687057	0.10798	NA	4.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
OR6C70	-0.6655590549502239	0.5056929849874818	0.2961130708925855	NA	0.505692984987482	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
SLC2A12	0.6654166385635168	0.5057840457202841	0.296034874012814	NA	NA	0.505784	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
ZZEF1	0.6654104999545964	0.5057879709276998	0.2960315036231771	NA	0.40617608411952	0.912099	NA	4.0	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
ABCB9	-0.6653950365760904	0.5057978587386034	0.2960230135443568	NA	0.116284387830837	0.528988	NA	6.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
ADAM32	-0.6652348281631176	0.5059003074417123	0.29593505666536307	NA	0.68068995653836	0.596623	NA	5.0	21.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
DPM1	-0.6651930771055626	0.5059270078438748	0.2959121360797033	NA	NA	0.505927	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
CLN5	0.6648558527248025	0.5061426948696777	0.29572702691915576	NA	0.506142694869678	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
FBN3	0.6648194265753518	0.5061659957469724	0.29570703411947286	NA	0.506165995746972	NA	NA	28.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
NUDT7	0.6645888135302132	0.5063135261149475	0.2955804703247595	0.780423	0.78870353499493	0.545618	3.0	4.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
BTG3	0.6643809448903732	0.5064465255539206	0.2954664039717688	NA	0.50644652555392	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
SEMA4D	-0.6642798491191033	0.5065112157400222	0.2954109335612074	NA	0.506511215740023	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
ARL14EPL	-0.6642587544558607	0.5065247145546508	0.2953993595182136	NA	NA	0.506523	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
LMO7DN	0.6642359016758695	0.5065393386299468	0.2953868210115229	NA	0.506539338629945	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
DNAH7	0.664169291379054	0.5065819655199585	0.29535027529276675	0.688279	0.590518206882668	NA	8.0	46.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
OR2V1	0.6640306109673406	0.5066707193305741	0.29527419300673263	NA	0.871962376420428	0.271224	NA	3.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
CKAP2L	-0.6638919810064003	0.5067594490223772	0.29519814471681016	NA	0.595964082840711	0.68278	NA	6.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
ANKRD20A4-ANKRD20A20P	-0.6638767758241436	0.5067691815508018	0.2951898039886603	NA	NA	0.506769	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
AIRE	0.6638751753792529	0.5067702059687944	0.2951889260768853	NA	0.303439501725817	0.928109	NA	7.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
VPS53	0.6633242945124113	0.5071228802480527	0.2948867946161808	NA	0.795768652028651	0.231342	NA	5.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
PLA2G2C	0.6632908796996912	0.5071442765792094	0.29486847141899725	NA	0.507144276579209	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
WBSCR27	-0.6632489605992336	0.5071711190867987	0.29484548536755995	NA	0.507171119086799	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
KRT79	-0.6630495800502714	0.5072988007900991	0.29473616431547217	NA	0.507298800790099	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
MAGI3	-0.6627433607156767	0.5074949340655324	0.2945682886233523	NA	0.507494934065532	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
TREM2	-0.6626089558502114	0.507581032861771	0.2944946148621503	NA	0.75744414616509	0.212797	NA	3.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
SIGLEC5	-0.6620487701888769	0.5079399663656978	0.2941876141270884	NA	0.507939966365698	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
AC018755.18	-0.6620487701888769	0.5079399663656978	0.2941876141270884	NA	0.507939966365698	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
SLC25A19	-0.6619854646184521	0.507980537167525	0.29415292701267726	NA	0.507980537167522	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
YDJC	-0.6618721972921131	0.508053131329356	0.29409086756537195	NA	0.508053131329356	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
INCA1	-0.6616694027590282	0.508183117967893	0.29397976647015983	NA	NA	0.508183	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
ERI2	0.6614476258604123	0.5083252918353958	0.29385828134335823	0.619204	0.661060566885163	NA	3.0	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
PCDHGB6	-0.6612635072752077	0.508443340044017	0.2937574369934723	NA	0.374822243631038	0.961963	NA	8.0	109.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
ZNF45	-0.6608183244645314	0.5087288297878131	0.293513650096222	NA	0.508728829787813	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
HIST1H2AA	-0.6607752489689989	0.508756457980815	0.29349006494582647	NA	0.508756457980818	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
TTC8	-0.6607351713199334	0.5087821640912166	0.29346812175534936	NA	0.508782164091218	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
LYRM4-AS1	0.6606829968721917	0.508815630200667	0.29343955615359224	NA	NA	0.508815	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
FBLN2	-0.6605781746708658	0.5088828694978307	0.2933821685171235	NA	0.544500888364468	0.742777	NA	4.0	22.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
HGFAC	-0.6604997750983569	0.508933162766938	0.2933392489941929	NA	0.508933162766938	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
FAM189A1	-0.6604573644904174	0.5089603702267891	0.29331603232309766	NA	0.508960370226789	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
H2AC20	-0.6604220479045342	0.508983027276595	0.29329669955521953	NA	NA	0.508984	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
PIEZO2	0.660366998634072	0.5090183447131331	0.29326656567086207	NA	0.509018344713133	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
ADGRE1	-0.6600881586152235	0.509197257171347	0.2931139443714007	NA	0.509197257171347	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
SIM1	0.6599442276880175	0.5092896206337191	0.29303517469253343	NA	NA	0.50929	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
CDHR1	-0.6599046163520377	0.5093150415895185	0.29301349762538437	NA	0.509315041589519	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
CRIP2	-0.65986410152659	0.509341043055785	0.29299132666210514	NA	0.558618103188438	0.727619	NA	3.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
ABL2	0.6598394671758744	0.5093568531450632	0.29297784624841616	NA	0.509356853145064	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
MYBPH	-0.6596543420979132	0.5094756728608756	0.29287654844757954	0.863611	0.401144337280526	0.89562	4.0	8.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
GABBR2	0.6596285052068032	0.5094922570304794	0.29286241176450006	NA	NA	0.509493	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
PDZD2	0.6596071927869956	0.5095059372476393	0.2928507508158203	NA	0.385138465364538	0.071657	NA	8.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
OR2D2	0.6594238689669837	0.5096236188127825	0.2927504525676011	NA	0.509623618812783	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
GARS	-0.659341391842203	0.5096765682212292	0.29270533212865363	NA	0.509676568221227	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
PRCD	0.6591758006995446	0.5097828846104595	0.29261474957293215	NA	NA	0.509783	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
ZDHHC1	-0.6589521696635509	0.5099264834407465	0.2924924320146795	NA	0.509926483440746	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
ITLN1	-0.658844115512999	0.5099958751752742	0.2924333364429686	NA	0.509995875175276	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
ACIN1	-0.6584632590984676	0.51024049829599	0.292225073973072	NA	0.51024049829599	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
KCNMB3	-0.6584431183863324	0.5102534363331837	0.2922140618191151	NA	0.510253436333184	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
MOGAT1	0.6584410961795331	0.510254735372538	0.29221295616285675	NA	0.209198695920367	0.0287464	NA	8.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
BTN1A1	-0.6582589457203216	0.5103717535535561	0.2921133695832948	NA	0.378905495365817	0.959322	NA	7.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
KIAA0408	-0.657973817353226	0.5105549555865556	0.29195750406984156	NA	0.510554955586556	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
EPOR	-0.6579060048801921	0.5105985318388581	0.29192043828852365	NA	NA	0.510599	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
CCDC120	0.6578253168896253	0.5106503844234929	0.29187633681425995	NA	NA	0.510649	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
FHAD1	0.6577626323791288	0.5106906693177486	0.2918420769414695	0.392401	0.940257741912094	NA	3.0	15.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
ZSCAN5B	-0.6576670571686652	0.5107520949812572	0.29178984332119523	NA	0.993753539093151	0.356397	NA	6.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
UBE2T	0.6575235150267114	0.5108443559825446	0.2917114005195877	NA	0.510844355982544	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
DECR1	-0.6574905453702297	0.5108655482958896	0.29169338424176317	NA	NA	0.510865	NA	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
PDXDC1	0.6574844276766482	0.5108694806918908	0.2916900412656773	NA	NA	0.510869	NA	NA	20.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
P4HA1	-0.6570417057252558	0.5111541001909031	0.2914481511892236	NA	0.566502508025055	0.721849	NA	3.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
C3	-0.656949683334867	0.5112132704418069	0.2913978809747642	NA	0.511213270441807	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
BAALC	-0.656942967746058	0.5112175886948047	0.2913942124754585	NA	0.511217588694807	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
PIF1	0.6568513417669125	0.5112765078679384	0.29134416177710315	NA	0.329504310821862	0.963163	NA	7.0	17.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
LEXM	-0.6567606950188545	0.5113348008457685	0.2912946486954131	NA	0.851800137057459	0.264584	NA	7.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
RTF2	-0.6567053332316871	0.5113704045297383	0.2912644102974692	NA	NA	0.51137	NA	NA	18.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
C4orf33	-0.6566820430048768	0.5113853830796189	0.29125168956464254	NA	NA	0.511386	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
TREML1	0.6565107431152216	0.5114955575271379	0.2911581338967446	NA	0.227985642773115	0.0328423	NA	5.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
TEX9	-0.6563233709879654	0.511616083297852	0.2910558113831464	NA	0.406605082093728	0.921695	NA	8.0	44.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
CLDN4	-0.6560380487618902	0.5117996432342118	0.29090002118714353	NA	NA	0.511798	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
CCNT1	-0.6560180994545673	0.5118124787583794	0.2908891295667751	NA	0.408688590373257	0.919117	NA	3.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
KCNQ4	-0.6559120874630038	0.5118806904349456	0.2908312529379778	NA	0.511880690434948	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
CNTNAP5	0.6558857337850893	0.5118976480127395	0.29081686587353917	NA	0.51189764801274	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
ANKRD26	0.6557679058493054	0.511973469340899	0.2907525437456222	NA	0.511973469340899	NA	NA	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
SH2B3	0.655662124450788	0.5120415438102247	0.29069480168901074	NA	0.282820757774805	0.883323	NA	4.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
PCDHGA5	0.655472099483371	0.5121638441717002	0.29059108348366	0.12893	0.121588624602287	0.268942	9.0	7.0	211.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	3	META-GROUP1
