GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
MYL1	12.545305285049636	0.013725065183360512	1.8624855843127295	NA	0.206082374237051	0.00915758	NA	3.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
SPATA22	8.556479293613336	0.013867051521599413	1.8580158708678525	NA	0.0138670515215994	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
KCNA3	12.437797932295187	0.014375979972313284	1.842362540929681	NA	0.0599642476389752	0.0332104	NA	3.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
SUSD2	12.399283702781794	0.014616407652325877	1.8351593529922183	NA	0.0040676451049369	0.499099	NA	10.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
KIF6	8.419856252346364	0.014847435441741599	1.8283485544063096	NA	0.0148474354417416	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
ANKRD35	12.361376243021217	0.014856869852280154	1.828072681092046	0.23589	0.0087710527736246	NA	3.0	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
YJEFN3	12.232136823771354	0.015705991294372067	1.8039346476074463	NA	0.277215332308801	0.00796174	NA	3.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
C2CD2	8.30432572344186	0.015730357078057613	1.8032614188090146	NA	0.0157303570780576	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
WDR33	12.217276851159616	0.015806600050949002	1.8011615353748076	NA	0.431583054272798	0.00515214	NA	6.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
NECAB3	8.274199348020263	0.015969100000000003	1.796719559506342	NA	NA	0.0159691	NA	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
THADA	8.26876856180739	0.016012521310339315	1.7955402792640185	NA	0.0160125213103393	NA	NA	17.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
ANGEL2	12.121549194766825	0.016469915990683683	1.7833086160625198	NA	0.0095470924663894	0.244325	NA	2.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
JAKMIP3	8.190824336205448	0.01664888273012971	1.7786149057264458	NA	0.0166488827301297	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
SPNS1	8.179863063370787	0.01674037970492708	1.7762346955730817	NA	0.0167403797049271	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
HMSD	8.1720029257357	0.016806300000000007	1.774527888372122	NA	NA	0.0168063	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
ATF6	8.17055792763877	0.01681844692330009	1.7742141110221934	NA	0.0168184469233001	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
ZNF684	8.14622370958751	0.0170243287541345	1.768930002711647	NA	0.0170243287541345	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
OR4C3	8.145556906527016	0.017030005637680794	1.7687852082668027	NA	0.0170300056376808	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
SNPH	8.117429809164049	0.017271200000000004	1.7626774866784565	NA	NA	0.0172712	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
RAD51B	11.989289071302245	0.017431092436932916	1.758675394045227	NA	0.142842719656024	0.0174462	NA	11.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
ALG8	11.951289501024677	0.017717188840065682	1.75160518584056	0.437516	0.0058051910790419	NA	2.0	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
AMER3	8.063036183726807	0.017747367359005308	1.7508660609894031	NA	0.0177473673590053	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
ECD	11.940239345291257	0.017801237914497017	1.7495497954022625	NA	0.123719215446128	0.020643	NA	7.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
PLEKHG1	11.930934462368526	0.017872312640821012	1.7478192470375646	NA	0.0119600320891666	0.214535	NA	6.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
RHBDL3	8.027812481012855	0.018062700000000008	1.7432173311289683	NA	NA	0.0180627	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
KAT8	8.015554396925692	0.01817374700598021	1.7405555219900877	NA	0.0181737470059802	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
ZDHHC18	7.98272194097664	0.018474553680051412	1.7334260447670853	NA	0.0184745536800514	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
IMP3	7.964011538868801	0.018648197815569898	1.7293631325722725	NA	0.0186481978155699	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
DBR1	7.938052001185021	0.018891824803125307	1.7237260905878597	NA	0.0188918248031253	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
ARNTL2	7.905564433815637	0.0192012054722204	1.716671504968368	NA	0.0192012054722204	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
PCGF5	7.9029730961242395	0.01922609999999999	1.7161088031383074	NA	NA	0.0192261	NA	NA	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
DNM1	7.866726132725529	0.019577720541317994	1.7082378750434026	NA	0.019577720541318	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
PI3	7.855645414740639	0.019686489171774398	1.7058317277052208	NA	0.0196864891717744	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
CHMP2B	7.8522337176531805	0.019720100000000004	1.7050908870957164	0.0197201	NA	NA	2.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
AUNIP	11.678018406050725	0.01991332177604133	1.7008562885072744	NA	0.0531067474261586	0.0548278	NA	8.0	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
MPEG1	7.788976430702454	0.020353788540566707	1.691354741764281	NA	0.0203537885405667	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
IPO4	11.5918608448454	0.020658953775295363	1.6848916760942834	NA	0.0064649577609478	0.470212	NA	8.0	22.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
CAPRIN2	11.590695460590464	0.020669222734216054	1.6846758547025555	0.00769153	0.395457413684537	NA	2.0	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
ING1	11.590316000569509	0.02067256747203564	1.6846055819265398	NA	0.0543741447748026	0.0559503	NA	7.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
ATP6V0E1	7.750273491523076	0.020751500000000006	1.6829505053047604	NA	NA	0.0207515	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
VWA5B2	7.742569952341638	0.020831584130459508	1.6812777030259483	NA	0.0208315841304595	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
ARSK	7.72913373166763	0.020972004161642896	1.6783600647777703	NA	0.0209720041616429	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
MEI1	11.52186469738574	0.02128459841879964	1.6719345393390697	0.84249	0.0037367506235431	NA	2.0	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
CCDC105	7.68518634763402	0.021437936905824996	1.6688170115878305	NA	0.021437936905825	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
SLC49A3	7.67630940970101	0.021533299999999995	1.6668894090075785	NA	NA	0.0215333	NA	NA	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
H2AC16	7.6656197450517185	0.0216487	1.6645681778222867	NA	NA	0.0216487	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
ZNF644	7.658343874401866	0.021727600000000003	1.66298824258515	NA	NA	0.0217276	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
TRPM2-AS	7.635736076158817	0.021974599999999993	1.658079021572681	NA	NA	0.0219746	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
UNC5D	7.632555254685192	0.022009576445862194	1.657388314965724	NA	0.0220095764458622	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
DNAJC6	11.440935301702526	0.02203088585139829	1.6569680397244366	NA	0.0057366155823877	0.571448	NA	2.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
VTI1B	7.610970366135807	0.022248399999999995	1.6527012159709766	NA	NA	0.0222484	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
OR6X1	7.599586136609485	0.022375401556909404	1.6502291619389757	NA	0.0223754015569094	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
PML	7.594865856393231	0.022428273007032002	1.6492041661134975	NA	0.022428273007032	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
PLA2G6	7.5891905454891955	0.022492007103145303	1.6479717880091436	NA	0.0224920071031453	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
NRL	11.35883736263996	0.02281384429643514	1.6418015268209167	0.0627743	NA	0.0544099	2.0	NA	30.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
CAPN10	11.297655334927079	0.023414796697870402	1.6305096086859308	NA	0.0111847897236652	0.31486	NA	6.0	19.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
CD177	7.493139474961547	0.02359855641964	1.6271145630536148	NA	0.02359855641964	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
HNRNPCL2	7.490713376489529	0.023627200000000008	1.626587742464139	NA	NA	0.0236272	NA	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
ANXA8	7.475458840142919	0.023808100000000002	1.6232752619844764	NA	NA	0.0238081	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
OR8B4	7.471189734887795	0.023858973919625198	1.6223482375569942	NA	0.0238589739196252	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
RRP1B	11.243765887291914	0.023956797341164793	1.6205712409582804	NA	0.621066222078993	0.00582518	NA	3.0	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
PDYN-AS1	7.432254657214147	0.024328000000000006	1.6138935928639242	NA	NA	0.024328	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
ATP8B2	7.399336912477433	0.024731724760268393	1.606745595415997	NA	0.0247317247602684	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
WTAPP1	7.395517517441063	0.024779000000000002	1.6059162243217449	0.024779	NA	NA	3.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
SELO	7.373695028951511	0.0250508501356619	1.60117753115554	NA	0.0250508501356619	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
SLC6A12	7.365267312075548	0.025156633593613597	1.599347475688403	NA	0.0251566335936136	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
GFM2	7.341975061105229	0.025451323572685806	1.5942896276546454	NA	0.0254513235726858	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
FAM162A	7.336013622506708	0.0255273	1.592995117710874	NA	NA	0.0255273	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
CETN3	7.300690454255263	0.02598215748467929	1.585324789183403	NA	0.0259821574846793	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
SEMG2	7.236895390586579	0.026824283652556208	1.5714718671214147	NA	0.0268242836525562	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
USB1	7.227482671483616	0.0269508259192649	1.5694279211383537	NA	0.0269508259192649	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
RBMXL1	7.172518981383396	0.027701755545819308	1.5574927074805707	NA	0.0277017555458193	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
IGFLR1	10.897248892797327	0.027743391745124225	1.556840445708782	NA	0.361263817901722	0.0119088	NA	6.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
FAM98A	10.877054244444725	0.02798106308536644	1.5531357893675013	NA	0.0249482164257314	0.174196	NA	2.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
DLK1	7.139753375399096	0.028159325857465292	1.5503777465429718	NA	0.0281593258574653	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
KRT9	7.119682743345654	0.028443336275196917	1.5460194641684117	NA	0.0284433362751969	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
OXLD1	10.83694998361769	0.02845889701934178	1.5457819358643854	NA	0.0066766903031494	0.664087	NA	2.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
RTEL1-TNFRSF6B	10.823364973420437	0.028622539652870805	1.5432918342976234	NA	0.029468492960798	0.151488	NA	16.0	23.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
DPPA2	7.101618753836973	0.02870139999999998	1.5420969186860227	NA	NA	0.0287014	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
SIRT4	7.093597237249736	0.02881674553499661	1.5403550684908562	NA	0.0288167455349966	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
CPLX3	10.77747057943926	0.02918212364409409	1.5348831067759323	NA	0.439400750357876	0.0103954	NA	2.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
INSM2	10.775288446692127	0.029208991498601334	1.53448343769107	NA	0.436171330501913	0.0104838	NA	4.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
MIB2	10.754844677966279	0.029461871434625784	1.530739669987706	NA	0.0104051376943201	0.443984	NA	7.0	25.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
FOXD4L5	7.023917590702124	0.029838409817910316	1.5252243254925577	NA	0.0298384098179103	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
C1orf94	10.708598105943324	0.030041742345385033	1.5222748829513986	NA	0.0315328432973661	0.149932	NA	6.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
KCTD19	7.007658305997914	0.030081974121975403	1.5216936666791916	NA	0.0300819741219754	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
SEL1L	6.992548577353387	0.030310099999999993	1.518412630792505	NA	NA	0.0303101	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
GOLGA6C	6.9648495816348985	0.03073280000000001	1.5123978702951042	NA	NA	0.0307328	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
GLIPR2	10.6440755800161	0.030869204853853794	1.5104745571726224	NA	0.714916436670167	0.00682988	NA	2.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
BTAF1	6.9407991215334075	0.031104600000000003	1.5071753792404483	NA	NA	0.0311046	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
CREB3L3	10.62578402854915	0.031107755424246077	1.507131324218581	NA	0.0168134600402332	0.293078	NA	7.0	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
RXFP2	6.909249289649623	0.03159916303972101	1.5003244202943968	NA	0.031599163039721	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
RANGAP1	10.575011229112611	0.031779266898323534	1.4978561255579987	NA	0.463957412424726	0.010894	NA	2.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
CD300C	6.897685203061072	0.03178240000000001	1.4978133107975673	NA	NA	0.0317824	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
MFSD12	6.88945303331261	0.03191348865684861	1.4960257178496434	NA	0.0319134886568486	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
EVI5	6.880103737437049	0.032063022216855	1.4939955440454251	NA	0.032063022216855	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
TDRD12	10.519802670166218	0.032525303892883994	1.4877786370143071	NA	0.262661759951363	0.0197814	NA	15.0	46.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
NEURL2	6.849458186717602	0.032558100000000006	1.4873409472592538	NA	NA	0.0325581	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
ECHDC1	6.833273548182046	0.0328226394652318	1.4838264976554585	NA	0.0328226394652318	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
