GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
NMNAT3	4.18623056923426	0.12330241475485297	0.909028418096574	NA	0.123302414754853	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
DPYS	10.0309604697699	0.12335424738046075	0.9088458921236651	NA	0.126091815828552	0.441202	NA	0.119256	NA	8.0	8.0	NA	12.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
CYP2A7	4.184266908725808	0.12342353624672095	0.9086020146349981	NA	0.123423536246721	NA	NA	NA	NA	7.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
TMC3	10.028817167472667	0.12344369998834238	0.9085310696049995	NA	0.0167281488977471	0.71878	NA	0.552365	NA	10.0	4.0	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
KRT40	4.18108586950202	0.12361999999999995	0.9079112607441936	NA	NA	NA	NA	0.12362	NA	NA	NA	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
PALD1	4.173901859157394	0.12406484213873499	0.90635127271889	NA	0.124064842138735	NA	NA	NA	NA	5.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
IL4I1	7.233019773652024	0.12407477102463135	0.9063165176041901	NA	0.106630884241422	NA	NA	0.25205	NA	8.0	NA	NA	9.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
ELOVL7	4.171611826586857	0.12420697976283097	0.9058539984645086	NA	0.124206979762831	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
TSHR	10.009696258543373	0.12424428245098654	0.9057235877625988	NA	0.47731792365438	NA	0.21645	0.0649018	NA	6.0	NA	4.0	14.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
PPM1D	4.168559213327892	0.12439670245013697	0.9051911319176321	NA	0.124396702450137	NA	NA	NA	NA	7.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
C22orf31	4.161218964214813	0.124854092668675	0.9035972170748291	NA	0.124854092668675	NA	NA	NA	NA	6.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
RP1-34B20.21	4.158083336216996	0.12504999419142904	0.9029163241064525	NA	0.125049994191429	NA	NA	NA	NA	6.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
SLC5A5	4.153881342928542	0.12531300000000006	0.9020038728573674	NA	NA	NA	NA	0.125313	NA	NA	NA	NA	8.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
SSNA1	4.152668747858249	0.12538900000000006	0.9017405611834619	NA	NA	NA	NA	0.125389	NA	NA	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
C19orf57	4.1496618102776015	0.12557766023500003	0.9010876129841106	NA	0.125577660235	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
CCDC88B	12.617861464528534	0.12569173047748902	0.900693294518776	NA	0.0213291971485194	0.646664	0.220261	0.599067	NA	17.0	10.0	7.0	21.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
AMY1C	4.14690303549525	0.125751	0.9004885526517161	NA	NA	NA	NA	0.125751	NA	NA	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
AMY1A	4.14690303549525	0.125751	0.9004885526517161	NA	NA	NA	NA	0.125751	NA	NA	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
AMY1B	4.14690303549525	0.125751	0.9004885526517161	NA	NA	NA	NA	0.125751	NA	NA	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
OGN	4.144058163928764	0.12593	0.8998707966401919	NA	NA	NA	NA	0.12593	NA	NA	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
ZIC4	4.141190267379192	0.126110706637265	0.8992480408171175	NA	0.126110706637265	NA	NA	NA	NA	6.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
ZNF709	4.131891694642202	0.126698396537257	0.8972288814024921	NA	0.126698396537257	NA	NA	NA	NA	5.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
CTD-2192J16.17	4.131891694642202	0.126698396537257	0.8972288814024921	NA	0.126698396537257	NA	NA	NA	NA	5.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
LRPAP1	4.127467121053578	0.12697900000000004	0.896268097455335	NA	NA	NA	NA	0.126979	NA	NA	NA	NA	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
SLC4A7	4.126914924450035	0.12701406352652797	0.8961481894864127	NA	0.127014063526528	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
C8G	12.581285726572276	0.12709140793018908	0.8958838091205679	NA	0.715258617597681	0.388756	0.0170919	0.390012	NA	6.0	5.0	6.0	14.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
TNS3	4.125609409054272	0.12709699999999996	0.8958647004202032	NA	NA	NA	NA	0.127097	NA	NA	NA	NA	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
NUTM1	4.124452840228963	0.12717051946952795	0.8956135546908164	NA	0.127170519469528	NA	NA	NA	NA	5.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
BRIP1	4.122670419907774	0.127283905646559	0.895226507035854	NA	0.127283905646559	NA	NA	NA	NA	11.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
CENPBD1	4.115279252855665	0.12775516420273197	0.8936215355030762	NA	0.127755164202732	NA	NA	NA	NA	5.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
TMPRSS4	4.114295803772032	0.12781799999999996	0.8934079822479488	NA	NA	NA	NA	0.127818	NA	NA	NA	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
UPK2	4.112476892039778	0.127934297705696	0.8930130105837554	NA	0.127934297705696	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
SERINC3	4.111915489866687	0.12797021404271	0.8928911036508045	NA	0.12797021404271	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
TCN2	9.920039225065375	0.1280599807074448	0.8925865679393923	NA	0.443411669704263	0.293194	NA	0.0539422	NA	4.0	4.0	NA	13.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
DENND6B	4.110108602389944	0.12808588017233793	0.8924987430205196	NA	0.128085880172338	NA	NA	NA	NA	8.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
MECR	7.15053462029884	0.12814380300693806	0.8923023913132591	NA	NA	NA	0.430363	0.0650798	NA	NA	NA	5.0	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
TANC1	4.108671664451964	0.12817793896934196	0.8921867159118685	NA	0.128177938969342	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
RALGPS1	4.106752426317307	0.12830099999999994	0.8917699586461987	NA	NA	NA	NA	0.128301	NA	NA	NA	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
ECE2	4.103583406313859	0.12850445536369295	0.8910818146959295	NA	0.128504455363693	NA	NA	NA	NA	9.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
BTN3A3	9.903600513717272	0.12877075315857295	0.8901827641824691	NA	0.0807317743158028	NA	0.212667	0.411828	NA	5.0	NA	6.0	10.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
TTC5	7.1358077560069	0.12888310498519465	0.8898040096644678	NA	0.0460879972988191	NA	NA	0.612197	NA	6.0	NA	NA	8.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
PREX2	4.095026189552899	0.129055453515426	0.889223638686062	NA	0.129055453515426	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
CLCN2	4.094992261751278	0.129057642817908	0.8892162713575484	NA	0.129057642817908	NA	NA	NA	NA	5.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
HACD4	7.129662097558646	0.1291927833597564	0.8887617451224359	NA	0.570324171737677	NA	NA	0.049624	NA	4.0	NA	NA	8.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
CLEC11A	4.089186428173457	0.12943283072214104	0.8879555506147003	NA	0.129432830722141	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
TRMT1	7.122445915771124	0.12955728016009288	0.8875381778574614	NA	NA	0.0406571	NA	0.698625	NA	NA	4.0	NA	12.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
ZNF740	7.121957180346474	0.12958200091174893	0.8874553182769231	NA	NA	NA	0.0525898	0.540238	NA	NA	NA	4.0	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
HSD17B12	4.086050708554753	0.129635922423496	0.8872746377511007	NA	0.129635922423496	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
MTHFSD	7.120293278424756	0.12966619540059476	0.8871732318152385	0.0411157	0.691576569852231	NA	NA	NA	4.0	9.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
MICALL2	4.08424560256914	0.12975297852997802	0.8868826639666996	NA	0.129752978529978	NA	NA	NA	NA	12.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
MAP9	4.083524656879318	0.12979975938639204	0.8867261125992787	NA	0.129799759386392	NA	NA	NA	NA	6.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
CDH12	4.083398775165022	0.12980792935161503	0.8866987777323331	NA	0.129807929351615	NA	NA	NA	NA	5.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
LRP10	4.079410671676103	0.13006703132510003	0.8858327720630849	NA	0.1300670313251	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
TNFRSF13B	4.077497714048634	0.130191497199925	0.8854173785922226	NA	0.130191497199925	NA	NA	NA	NA	7.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
SLC8B1	4.077206188302873	0.130210475669726	0.8853540745808643	NA	0.130210475669726	NA	NA	NA	NA	8.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
EDN3	4.075493935935115	0.13032200000000002	0.8849822637033926	NA	NA	NA	NA	0.130322	NA	NA	NA	NA	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
PHF11	4.075081974717078	0.13034884656977003	0.8848928074615168	NA	0.13034884656977	NA	NA	NA	NA	5.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
SLC26A5	7.10426042363618	0.13048005358480455	0.8844558736141621	NA	0.0750271310863564	NA	NA	0.382042	NA	5.0	NA	NA	9.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
C1orf87	4.072520038218804	0.13051592629260103	0.8843364900194235	NA	0.130515926292601	NA	NA	NA	NA	7.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
TRIM65	4.061727194534557	0.13122214911226907	0.8819928537913669	NA	0.131222149112269	NA	NA	NA	NA	10.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
MGAM	4.06083869679944	0.13128045735413704	0.8817999189595944	NA	0.131280457354137	NA	NA	NA	NA	13.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
SLC39A5	12.471052065456938	0.1313915765924015	0.8814324761514263	NA	0.763156157836238	0.874198	0.0138165	0.212483	NA	9.0	9.0	6.0	15.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
SAMM50	4.058915881397173	0.13140673208787002	0.8813823849001329	NA	0.13140673208787	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
PRPSAP1	9.83774968239745	0.13165312799640716	0.8805688178686559	NA	0.793452441141981	0.153507	NA	0.0599944	NA	4.0	4.0	NA	9.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
CLEC12A	4.046899539982682	0.13219862269115304	0.8787730695156437	NA	0.132198622691153	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
AARS	4.043948897031139	0.132393802099061	0.8781323455396826	NA	0.132393802099061	NA	NA	NA	NA	6.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
TMEM2	4.042540283648134	0.13248708078433796	0.8778264690299957	NA	0.132487080784338	NA	NA	NA	NA	9.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
KCNK4-TEX40	4.041952852781301	0.13252600000000003	0.8776989100380128	NA	NA	NA	NA	0.132526	NA	NA	NA	NA	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
INSL3	4.039042335575534	0.13271900000000003	0.8770668992570383	NA	NA	NA	NA	0.132719	NA	NA	NA	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
SPIDR	12.436983419693165	0.13274569764521876	0.8769795457208412	NA	0.613271147187849	0.509795	0.500895	0.0127218	NA	11.0	7.0	5.0	27.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
FAM219B	4.038304069663359	0.13276800000000005	0.8769065868511208	NA	NA	NA	NA	0.132768	NA	NA	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
CPQ	4.0380330770667285	0.13278599079135006	0.8768477415564442	NA	0.13278599079135	NA	NA	NA	NA	5.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
KRT20	7.053755407850656	0.1330746206396885	0.8759047632113772	NA	NA	0.464089	NA	0.0633425	NA	NA	6.0	NA	10.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
PNKD	4.032646697225455	0.13314409068241	0.8756781040351944	NA	0.13314409068241	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
AGAP4	4.032053891092632	0.133183560848413	0.8755493778190326	NA	0.133183560848413	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
SLC2A7	4.029443158320146	0.13335752771249	0.8749824644006252	NA	0.13335752771249	NA	NA	NA	NA	7.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
PRAMEF12	4.026603606350586	0.13354699999999994	0.8743658635248968	NA	NA	NA	NA	0.133547	NA	NA	NA	NA	8.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
CSPP1	4.02635729475089	0.13356344810042098	0.8743123776406082	NA	0.133563448100421	NA	NA	NA	NA	14.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
PDLIM3	7.042684526712167	0.13364966369967948	0.8740321297137081	NA	NA	0.545997	NA	0.054139	NA	NA	4.0	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
RP1L1	4.024990769806812	0.133654738176134	0.87401564051931	NA	0.133654738176134	NA	NA	NA	NA	27.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
DAO	4.024373426096073	0.13369599999999993	0.8738815860358045	NA	NA	NA	NA	0.133696	NA	NA	NA	NA	8.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
DHRS9	4.0206395223900335	0.13394583713932895	0.8730707791480588	NA	0.133945837139329	NA	NA	NA	NA	7.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
C12orf29	9.786267588448164	0.13394613124930008	0.8730698255521873	NA	0.0326411329363718	0.523904	NA	0.438452	NA	5.0	4.0	NA	18.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
ARHGEF37	4.018431032888469	0.134093827820808	0.8725912117461234	NA	0.134093827820808	NA	NA	NA	NA	6.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
NPEPL1	4.017369120995997	0.134165044640867	0.8723606205085392	NA	0.134165044640867	NA	NA	NA	NA	5.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
KIAA0754	4.013646499955689	0.134415	0.871552263620528	NA	NA	NA	NA	0.134415	NA	NA	NA	NA	14.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
SPINT1	4.0126349639613785	0.13448300000000002	0.8713326113702402	NA	NA	NA	NA	0.134483	NA	NA	NA	NA	10.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
SLCO1B3	4.010696525129413	0.134613406720874	0.8709116847261255	NA	0.134613406720874	NA	NA	NA	NA	13.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
MPP4	12.387240805703167	0.13474436562912023	0.8704893858988626	NA	0.284662471027526	0.272085	0.0488044	0.54032	NA	8.0	6.0	4.0	21.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
POLQ	14.926753183896976	0.13475521089114983	0.8704544319481544	0.0127847	0.903757440855487	1.0	0.0958877	0.517835	6.0	23.0	22.0	15.0	53.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
SKIV2L	4.00812768329374	0.13478641808220798	0.870353867809068	NA	0.134786418082208	NA	NA	NA	NA	12.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
ABI2	4.005225178620549	0.13498216919416392	0.8697235969274355	NA	0.134982169194164	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
LILRA4	4.001693005337902	0.135220770032854	0.8689565952445455	NA	0.135220770032854	NA	NA	NA	NA	6.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
ACAT1	4.000862876694938	0.135276906999438	0.8687763351000908	NA	0.135276906999438	NA	NA	NA	NA	5.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
SECISBP2	3.999291919752	0.13538320583983296	0.8684352061342782	NA	0.135383205839833	NA	NA	NA	NA	11.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
ARHGEF17	3.9910923885169187	0.13593938457453	0.8666547005494836	NA	0.13593938457453	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
HRNR	3.9904120693154144	0.13598563352687995	0.8665069711119107	NA	0.13598563352688	NA	NA	NA	NA	33.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
FCHO1	3.9896420410191533	0.13603799999999996	0.8663397615919228	NA	NA	NA	NA	0.136038	NA	NA	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
LRRC42	12.35189215696807	0.1361803471242102	0.8658855631380188	NA	0.288523059658622	0.132801	0.61558	0.0881362	NA	6.0	6.0	5.0	14.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
IL18R1	3.987434014975502	0.13618827065858197	0.8658602948285945	NA	0.136188270658582	NA	NA	NA	NA	6.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
DGKE	6.990758638447005	0.13637739570602547	0.8652576071990665	NA	0.163994825400378	NA	NA	0.184989	NA	4.0	NA	NA	9.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
FIBCD1	9.73137972716586	0.13642956875543366	0.8650914936412033	NA	0.581681727567489	0.0612797	NA	0.2162	NA	5.0	6.0	NA	13.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
NCR3LG1	3.982796109994902	0.136504451250171	0.8648531865582614	NA	0.136504451250171	NA	NA	NA	NA	7.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
DOCK11	6.987505844827904	0.13654995923492025	0.8647084251767696	NA	NA	0.0982016	NA	0.309431	NA	NA	4.0	NA	10.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
REV1	3.9781285738358005	0.136823393004499	0.8638396439592706	NA	0.136823393004499	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
PIGK	6.982137856686723	0.13683517409723564	0.8638022509141803	NA	0.525492862131282	NA	NA	0.0579804	NA	4.0	NA	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
ATP6V1C2	3.976643896624704	0.13692500000000002	0.8635172503991771	NA	NA	NA	NA	0.136925	NA	NA	NA	NA	10.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
ASAP3	3.97662466362042	0.13692631674588704	0.8635130740053617	NA	0.136926316745887	NA	NA	NA	NA	5.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
MED23	9.719639462802135	0.13696600141978435	0.8633872228305222	NA	0.0516258551828096	0.571164	NA	0.262893	NA	6.0	6.0	NA	22.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
GPR20	3.97317373760767	0.13716278198737697	0.862763714942965	NA	0.137162781987377	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
NMUR2	3.9684030111219384	0.137490355581501	0.8617277648492534	NA	0.137490355581501	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
MYO19	6.96957210365063	0.13750496402854884	0.8616816232061373	0.264912	0.115737744785018	NA	NA	NA	6.0	11.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
C2orf42	6.96753930738777	0.1376136000873436	0.8613386434913801	NA	0.0795268947369967	NA	NA	0.385926	NA	4.0	NA	NA	8.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
TM2D2	3.9648619802908445	0.13773399999999997	0.8609588397741568	NA	NA	NA	NA	0.137734	NA	NA	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
MTERF1	9.702734911285402	0.13774166098929103	0.8609346842798823	NA	0.265406295128201	0.0771794	NA	0.38165	NA	8.0	4.0	NA	12.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
ACOT4	3.964578412105488	0.13775352987470105	0.8608972637250847	NA	0.137753529874701	NA	NA	NA	NA	5.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
MPHOSPH8	6.96092294923973	0.1379677349639906	0.8602224655223097	NA	0.0585991285722559	NA	NA	0.525489	NA	5.0	NA	NA	13.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
MRPL58	3.9601719165893474	0.138057369624777	0.8599404053814892	NA	0.138057369624777	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
IFT140	12.305706288755749	0.1380763424603583	0.8598807256143955	NA	1.0	0.0113226	1.0	0.18789	NA	11.0	7.0	8.0	32.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
KNDC1	12.30066327305236	0.1382847287387375	0.8592257778855865	NA	0.845255289404541	0.219893	0.146103	0.0785392	NA	8.0	6.0	10.0	21.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
ADA	3.9550141587100556	0.13841386234597602	0.8588204124885044	NA	0.138413862345976	NA	NA	NA	NA	4.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
ERO1B	9.687767701580775	0.13843165003241323	0.8587646045109087	NA	0.147103148278532	NA	0.411186	0.130217	NA	4.0	NA	5.0	15.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
SLC5A6	3.954562266937813	0.13844513992214197	0.8587222854369534	NA	0.138445139922142	NA	NA	NA	NA	5.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
PRR35	6.951927114738309	0.1384505705020225	0.8587052503527164	NA	0.0838495487614892	NA	NA	0.368899	NA	4.0	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
HOATZ	3.9516482887408992	0.138647	0.8580895231113002	NA	NA	NA	NA	0.138647	NA	NA	NA	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
CHML	3.949883429425361	0.13876940022161094	0.8577062887802633	NA	0.138769400221611	NA	NA	NA	NA	5.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
ZNF180	3.949814672203575	0.138774171002831	0.8576913583392569	NA	0.138774171002831	NA	NA	NA	NA	13.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
MOV10L1	12.282559612741647	0.13903502431750808	0.856875782826623	NA	0.127985900804142	0.240294	0.321742	0.217502	NA	12.0	9.0	4.0	24.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
ANO4	3.9445493169732835	0.13913999999999993	0.8565480009783693	NA	NA	NA	NA	0.13914	NA	NA	NA	NA	12.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
SMIM22	3.9414272018595984	0.13935737517189298	0.855870042295499	NA	0.139357375171893	NA	NA	NA	NA	5.0	NA	NA	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	META-GROUP3
