GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
ZSCAN25	20.393088082650728	3.729900000000001e-05	4.428302811631088	NA	3.7299e-05	NA	18.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
TMEM252	19.82513732254464	4.9548000000000014e-05	4.304973871077673	NA	4.9548e-05	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
LOC105371046	18.24981214250235	0.0001089189999999998	3.962896354629866	NA	0.000108919	NA	12.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
ENTPD1-AS1	18.186608563761716	0.00011241599999999998	3.9491718718880686	NA	0.000112416	NA	30.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
CC2D2B	17.995027717488036	0.00012371700000000016	3.9075706197005613	NA	0.000123717	NA	29.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
CDK5RAP2	16.359885372591926	0.000280218	3.5525039709431994	NA	0.000280218	NA	34.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
BRDT	15.943839530393381	0.00034501600000000045	3.4621607642003895	NA	0.000345016	NA	15.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
SLC16A12	15.860380333626644	0.00035971800000000003	3.444037829890454	NA	0.000359718	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
ZDHHC24	15.809308590209556	0.0003690220000000002	3.4329477417168435	NA	0.000369022	NA	16.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
RHOT1	14.664259087300723	0.0006541789999999997	3.18430340140716	NA	0.000654179	NA	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
ING1	14.649340373169762	0.0006590769999999997	3.181063843795076	NA	0.000659077	NA	11.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
YJEFN3	13.764194557739502	0.0010259900000000003	2.9888568721345177	NA	0.00102599	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
OTUD7B	13.685415025063946	0.0010672100000000003	2.9717501139705624	NA	0.00106721	NA	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
PANX2	13.617322714949076	0.0011041700000000005	2.956964056699096	NA	0.00110417	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
RIPK2	13.041234175133713	0.0014727600000000016	2.8318680197343387	NA	0.00147276	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
NRBF2	12.994565458126868	0.001507529999999999	2.82173403659755	NA	0.00150753	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
TRAPPC6A	12.972151345133181	0.0015245200000000003	2.816866873802593	NA	0.00152452	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
KL	12.665274828806169	0.0017773400000000018	2.7502294849693354	NA	0.00177734	NA	14.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
UBAP1L	12.609984860321536	0.0018271599999999995	2.7382234208605953	NA	0.00182716	NA	10.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
CST3	12.595599016117944	0.0018403500000000014	2.7350995744830255	NA	0.00184035	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
CPLX3	12.336202983936222	0.00209521	2.678772441780965	NA	0.00209521	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
GCKR	12.182587444416539	0.002262479999999999	2.645415251206971	0.00226248	NA	5.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
RRP1B	11.76789830973059	0.002783769999999999	2.5553666497572998	NA	0.00278377	NA	10.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
OGN	11.730389915336357	0.0028364700000000007	2.5472218054020663	NA	0.00283647	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
C1QTNF1	11.653399083855549	0.002947790000000002	2.5305034587674373	NA	0.00294779	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
RGP1	11.52724968003003	0.003139709999999998	2.503110463779034	NA	0.00313971	NA	10.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
OR4D2	11.443265697678394	0.003274359999999999	2.4848735737272456	NA	0.00327436	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
SULT1E1	11.366948185844839	0.0034017200000000013	2.4683014365962963	NA	0.00340172	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
ADIPOR1	11.337568249367468	0.0034520600000000003	2.461921664450901	NA	0.00345206	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
ZNF644	11.265075481032364	0.0035794800000000008	2.446180059817988	NA	0.00357948	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
MNAT1	11.256483772660218	0.0035948899999999964	2.4443143940499157	NA	0.00359489	NA	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
H2AC16	11.234897654546817	0.0036338999999999976	2.4396270280587347	NA	0.0036339	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
WDR33	11.215743132469079	0.003668870000000001	2.4354676764378067	NA	0.00366887	NA	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
RANGAP1	11.176296826116197	0.003741950000000001	2.4269020198475455	NA	0.00374195	NA	8.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
TRAPPC3L	11.067390911061178	0.003951359999999998	2.4032534008700366	NA	0.00395136	NA	12.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
GZF1	11.032966653298935	0.004019960000000001	2.3957782682751576	NA	0.00401996	NA	15.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
UGGT2	11.013164315267556	0.00405996	2.391478245207252	NA	0.00405996	NA	52.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
GLIPR2	10.948172080906192	0.004194059999999995	2.377365360832401	NA	0.00419406	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
CIDEB	10.884204580543981	0.004330370000000001	2.3634749946181746	NA	0.00433037	NA	20.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
ARHGEF5	10.485091828189024	0.005286780000000004	2.2768087616156856	NA	0.00528678	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
EME2	10.3672363844377	0.00560768	2.251216777173956	NA	0.00560768	NA	8.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
INSM2	10.25405284780638	0.005934179999999998	2.226639284473318	NA	0.00593418	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
IGFLR1	10.253065591978412	0.005937109999999999	2.226424904594161	NA	0.00593711	NA	8.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
NOP9	10.23537447883012	0.005989860000000002	2.2225833281846468	NA	0.00598986	NA	30.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
ABAT	10.114516915815763	0.0063629800000000025	2.196339441827942	NA	0.00636298	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
APP	10.089829351522777	0.00644201	2.190978605355904	NA	0.00644201	NA	9.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
RABGGTB	10.008458712000692	0.006709510000000002	2.173309195489214	NA	0.00670951	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
EGFL8	9.983592732606857	0.006793450000000004	2.1679096166702823	NA	0.00679345	NA	14.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
CHCHD5	9.973227276508693	0.006828750000000002	2.165658786477361	NA	0.00682875	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
NUP160	9.970560923594748	0.006837860000000003	2.1650797952986944	NA	0.00683786	NA	10.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
PPT2-EGFL8	9.968581751513504	0.006844629999999997	2.164650023541884	NA	0.00684463	NA	18.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
INSL3	9.894183285354979	0.007104040000000001	2.1484946018845275	NA	0.00710404	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	4	INITIAL-DISCOVERY
