GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GP1BB	2.542577023221606	0.28047000000000005	0.5521135854995698	NA	0.28047	NA	35.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
OR4F6	2.5418355483911745	0.280574	0.5519525762859065	NA	0.280574	NA	35.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
MBD5	5.065956384690811	0.2805966650232413	0.5519174949990724	0.337123	0.235588	23.0	233.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
USP6NL	5.065741604813846	0.28061826984589416	0.5518840573455737	0.263595	0.301336	15.0	119.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
VTA1	5.06532525782237	0.28066015441163256	0.5518192401887947	1.0	0.0794472	10.0	58.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
SMOX	5.065271096697292	0.2806656034162773	0.5518108084622397	0.640452	0.124052	10.0	99.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
ADAMTS9-AS2	5.065206026971703	0.2806721500238717	0.5518006785340952	0.801591	0.0991178	4.0	32.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
KCNK4-TEX40	5.064566185201098	0.28073653080443295	0.5517010711756208	0.683588	0.116265	14.0	85.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
ZNF773	5.064461281285552	0.2807470874095479	0.5516847405999785	0.0983843	0.807868	7.0	37.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
BHMT2	5.064112783255938	0.28078215958393116	0.5516304899909341	0.571609	0.139073	14.0	52.0	SkatO	ALL_LOF_HC_LOFTEE_and_CADD_20_VEP	0.01	4	INITIAL-DISCOVERY
