GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	UKB_SIBLING_PROXY_PVAL	UKB_PARENT_PROXY_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	UKB_SIBLING_PROXY_NUMVAR	UKB_PARENT_PROXY_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
ODF2	0.5256770901952568	0.5991125841815788	0.22249155808745066	NA	0.599112584181577	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
VN1R4	-0.525511637215183	0.5992275656504451	0.2224082164459142	NA	0.599227565650446	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
EDARADD	-0.5253393238953725	0.5993473253372741	0.22232142842505964	NA	NA	NA	NA	0.599348	NA	NA	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
TMPRSS11A	-0.525097023381969	0.5995157452476271	0.22219940641940317	NA	0.931746196708565	0.879461	0.90754	0.485958	NA	6.0	5.0	3.0	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
NUP155	-0.5249488472806778	0.5996187510731799	0.22212479450241016	NA	0.968170003884312	NA	NA	0.434042	NA	3.0	NA	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
SLC12A8	0.5247648806033954	0.5997466481588091	0.22203217052178442	NA	0.599746648158808	NA	NA	NA	NA	9.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
CAMKK2	-0.5247490636468911	0.5997576449802211	0.2220242074675708	NA	0.599757644980221	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
PEAR1	0.5246286410539255	0.5998413724080163	0.2219635832766414	NA	0.599841372408016	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
PKHD1L1	-0.524321119290737	0.6000552101588676	0.2218087890092857	0.724868	0.696874829623464	NA	NA	NA	7.0	37.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
TRPM6	0.5242532977275648	0.6001023750740595	0.22177465438784957	NA	0.600102375074059	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ZNF268	0.524112404153296	0.6002003615657331	0.22170374728844805	NA	0.792119042824419	NA	NA	0.632901	NA	7.0	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
LYPD3	0.523845309735255	0.6003861361349965	0.2215693448591229	NA	0.600386136134997	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
CNDP2	0.5237576194716999	0.600447133796857	0.22152522391637233	NA	NA	0.476426	NA	0.977148	NA	NA	3.0	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
FARSB	-0.5234320429618373	0.6006736304929159	0.2213614331147175	NA	NA	NA	NA	0.600674	NA	NA	NA	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
KIF18A	0.5234075887990657	0.6006906442958759	0.22134913209845244	NA	0.600690644295876	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
EIF2S3L	-0.5233810693640859	0.60070909524284	0.22133579241776283	NA	0.60070909524284	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ERAP2	0.5233728791270159	0.6007147936675072	0.22133167264885964	NA	0.574211782773445	0.994136	0.751244	0.872459	NA	13.0	8.0	5.0	25.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
GCGR	0.5232298099424928	0.6008143391668286	0.22125971091281668	NA	NA	NA	0.68921	0.733834	NA	NA	NA	4.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
COL8A2	0.5231794609079297	0.6008493730802229	0.22123438762957887	NA	0.600849373080224	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
CLRN2	0.5231571493855459	0.6008648982001635	0.22122316620351673	NA	0.600864898200163	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
THYN1	0.5229661967059132	0.6009977770136541	0.2211271343741138	NA	0.600997777013655	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
CNOT10	-0.5227442517922373	0.6011522391613497	0.22101553090054774	NA	0.557161455275973	NA	NA	0.879022	NA	3.0	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
EXOSC10	-0.522682968579707	0.6011948922562322	0.220984717829568	NA	0.82193026876087	0.896207	NA	0.582459	NA	10.0	5.0	NA	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
SLC5A7	0.522673658966063	0.6012013718636764	0.22098003708023123	NA	0.601201371863676	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
MAZ	0.5226003539000837	0.6012523942072668	0.22094318123942694	NA	0.601252394207266	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
NCOR1	0.5224081654074579	0.6013861719676395	0.22084656211377282	NA	0.60138617196764	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
FAM133B	-0.5222382311118645	0.6015044703090388	0.2207611406876715	NA	NA	NA	NA	0.601505	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ZNF813	0.5220528475799127	0.6016335354814077	0.22066796385822882	NA	0.601633535481408	NA	NA	NA	NA	8.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
PPFIBP1	-0.5220353389851691	0.6016457257200263	0.2206591643159513	NA	0.601645725720026	NA	NA	NA	NA	9.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
MRC2	0.5218911664825756	0.6017461090688793	0.220586709221405	NA	0.601746109068879	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
TTC38	0.5216650799403639	0.601903542120211	0.22047310090392672	NA	0.601903542120211	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ST6GAL1	-0.5216625329658691	0.6019053157856344	0.2204718211441026	NA	0.601905315785634	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
HPS1	0.5215984755007289	0.6019499249817661	0.22043963533458838	NA	0.601949924981766	NA	NA	NA	NA	10.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
OR4K14	-0.5212178738016142	0.6022150042269789	0.22024842821249052	NA	0.602215004226979	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
EVPL	-0.5211434833231744	0.6022668214172653	0.2202110612396664	0.969033	0.437849951345775	NA	NA	NA	3.0	25.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
HNRNPCL1	0.5210817733362265	0.6023098074499811	0.2201800651263966	NA	NA	NA	NA	0.60231	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
SORBS1	-0.5210513732254524	0.6023309841116948	0.22016479599821698	NA	0.602330984111695	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
DNAH9	0.5209372707751725	0.6024104706626254	0.22010748814951972	0.31719	0.565562015203183	0.217778	0.451396	0.450759	4.0	39.0	26.0	9.0	85.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
METTL27	-0.5208318945734279	0.6024838824925667	0.22005456674175333	NA	NA	0.20672	0.643215	0.410087	NA	NA	4.0	7.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
SLC26A11	0.5208237454093074	0.6024895598915275	0.2200504742647683	NA	0.602489559891527	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
IFT46	-0.5207955488776468	0.6025092041731164	0.22003631424510658	NA	0.544587734686175	NA	NA	0.896071	NA	3.0	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
PGC	-0.5206954978877126	0.6025789111667887	0.21998607167387815	NA	0.846085570899504	NA	0.28946	0.725175	NA	5.0	NA	3.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
NOS3	-0.5204699162000763	0.6027360905643879	0.21987280311696963	NA	0.602736090564389	NA	NA	NA	NA	9.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
PGBD4	0.5204585293556647	0.6027440251079786	0.21986708601147265	NA	0.602744025107979	NA	NA	NA	NA	8.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
TVP23C	-0.5203291131015811	0.6028342078219505	0.21980211162151717	NA	0.602834207821951	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ANKRD36C	0.5202493008890123	0.6028898273715056	0.21976204397291796	NA	0.602889827371507	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
CORO1C	0.5202225173637571	0.6029084927971398	0.21974859845517206	NA	NA	NA	NA	0.602909	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ADH4	-0.5198381031151235	0.6031764195477928	0.21955564502364175	NA	0.603176419547793	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
FAM118B	-0.5198266367065513	0.6031844121594185	0.21954989028254956	NA	0.603184412159419	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ECT2L	-0.5197233465137342	0.6032564122990869	0.2194980530722075	0.527582	0.388769517502218	0.6529	0.950626	0.674246	4.0	13.0	12.0	10.0	28.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
FBXO27	0.5197216698871133	0.6032575810513237	0.21949721166854383	NA	0.325173625187567	NA	NA	0.803451	NA	3.0	NA	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
RPN2	-0.519710573566607	0.6032653161619905	0.21949164307819657	NA	NA	0.855812	NA	0.580077	NA	NA	4.0	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
TARM1	0.519432060375028	0.6034594789446427	0.21935188656342797	NA	0.603459478944643	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
WRNIP1	-0.5194300989156272	0.603460846456755	0.21935090240075902	NA	0.603460846456756	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
RELA	-0.5192896504768156	0.6035587694850895	0.21928043555765467	NA	0.60355876948509	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
DCHS1	-0.5192814736053202	0.6035644707582966	0.21927633319028883	NA	0.603564470758297	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ARHGEF28	-0.5192049407806348	0.6036178339717924	0.21923793741678857	NA	0.603617833971792	NA	NA	NA	NA	11.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
CTB-133G6.1	-0.5191804709570726	0.6036348962279459	0.21922566153865405	NA	0.603634896227945	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
YAE1	0.5191612321786906	0.6036483111464697	0.21921601007484715	NA	NA	NA	NA	0.603649	NA	NA	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
NPHS2	0.5188846519772219	0.6038411812794475	0.21907727191486484	NA	0.603841181279447	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
PRMT3	-0.5188600589922431	0.6038583322647757	0.21906493676327427	NA	0.739310062679322	0.908313	NA	0.264293	NA	3.0	4.0	NA	12.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ZNF264	0.5186444613275403	0.6040086980208004	0.218956807280792	NA	0.6040086980208	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
CCDC28A	-0.518535499952219	0.6040846980958334	0.2189021651258713	NA	0.588215073164413	0.544653	NA	0.803292	NA	7.0	4.0	NA	10.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
MALRD1	-0.51850339091381	0.6041070948266061	0.21888606374752173	0.989603	0.0864369472089811	0.522203	0.883911	0.184171	4.0	27.0	17.0	14.0	48.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
CFAP94	0.5184961160069226	0.6041121692792423	0.2188824157229552	NA	NA	0.922065	0.896038	0.259928	NA	NA	3.0	3.0	23.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
RNF14	-0.5181900437986375	0.6043256806135093	0.21872895016364807	NA	0.60432568061351	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
NAGA	-0.5180673496637674	0.6044112796925067	0.21866743933218094	NA	0.604411279692507	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ZNF414	-0.5178201891521852	0.6045837307965366	0.2185435437615021	NA	0.604583730796537	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
MAATS1	-0.5177259105301936	0.6046495175592385	0.21849628930816853	NA	0.604649517559239	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
C12orf4	0.5176700166995467	0.6046885212808091	0.2184682754683427	NA	0.888647490519286	NA	NA	0.383148	NA	5.0	NA	NA	9.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
C6orf201	0.5176086028140008	0.6047313782973527	0.21843749614048477	NA	0.709515709179895	NA	0.62058	0.976871	NA	3.0	NA	3.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
TRMT61B	-0.5175762334827745	0.6047539674337221	0.2184212738070568	NA	0.604753967433722	NA	NA	NA	NA	9.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
GINM1	-0.517448488331559	0.6048431188649304	0.21835725583754248	NA	NA	NA	NA	0.604844	NA	NA	NA	NA	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
CRTAM	0.5174412739130404	0.6048481538755757	0.2183536405724102	NA	0.604848153875575	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
NR1I2	-0.5171506284113644	0.6050510137387547	0.21820800708102167	NA	0.605051013738755	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ZNF700	0.5170897968668817	0.6050934757773917	0.21817752968061577	NA	0.605093475777391	NA	NA	NA	NA	11.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
CEACAM19	-0.5170187227192156	0.6051430891178713	0.21814192209671665	NA	0.605143089117872	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
BPI	-0.5169139516252196	0.6052162279513418	0.21808943554767332	NA	0.126410622745234	0.920137	0.664239	0.872272	NA	8.0	3.0	3.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
TAS2R4	-0.5168501827348316	0.6052607458164405	0.21805749134123867	NA	0.605260745816441	NA	NA	NA	NA	7.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
PTPRN	0.5167049654506279	0.6053621293055589	0.21798475144694465	NA	0.605362129305557	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
CCDC137	-0.5165396763906737	0.6054775351681285	0.21790196570591622	NA	0.531206356094213	0.884966	NA	0.90145	NA	5.0	3.0	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
PGAM1	0.5164772663678151	0.6055211128019045	0.2178707096414719	NA	0.605521112801905	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
TLE2	0.5164241179983659	0.6055582246180937	0.21784409295915974	NA	0.605558224618094	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ZNF607	0.5163876077695022	0.6055837191400508	0.21782580917291416	NA	0.60558371914005	NA	NA	NA	NA	14.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ZNF506	-0.5160935818331723	0.605789050374117	0.21767858079695007	NA	0.435851252802342	0.854775	0.552586	0.161351	NA	7.0	3.0	4.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
PARP14	0.5160259719057267	0.6058362697648354	0.21764473019891886	NA	0.605836269764836	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
CARMIL1	-0.5159098973480868	0.6059173411378548	0.2175866179726736	NA	0.605917341137854	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
EHD4	0.5157813054320998	0.6060071608311284	0.21752224400026354	NA	0.606007160831128	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
CHRNA2	-0.5157458619032009	0.606031918698321	0.217504501659627	NA	0.382555986646956	NA	NA	0.885641	NA	7.0	NA	NA	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
CLCN3	-0.5155456299522817	0.6061717923920342	0.21740427696462414	NA	0.606171792392035	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
MARVELD2	0.5155319854157093	0.6061813244220353	0.21739744775294728	NA	0.783459909710973	0.137034	NA	0.749585	NA	5.0	4.0	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
AQP1	-0.515490781226927	0.6062101099446797	0.2173768250509203	NA	0.60621010994468	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
PANX3	-0.5154339449028641	0.6062498171852374	0.21734837935125448	NA	0.606249817185237	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
POSTN	0.5154293999080121	0.606252992479591	0.21734610469621007	NA	0.606252992479591	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
SLC2A4	0.5153350618875807	0.6063189020409185	0.2172988923883102	NA	0.606318902040918	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
DPY19L4	-0.5153248413417774	0.6063260428504993	0.21729377759488228	0.211404	0.0478729335849809	NA	NA	NA	4.0	14.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
MLKL	0.5152569668211346	0.6063734658344748	0.21725981115864812	NA	0.606373465834475	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
IP6K3	-0.5150423184912296	0.6065234485537865	0.21715240439235628	NA	0.606523448553786	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
FRMD7	0.5141075087651976	0.6071768279442813	0.2166848110387292	NA	NA	NA	NA	0.607177	NA	NA	NA	NA	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
RAD51C	0.5139889184516595	0.6072597383581437	0.21662551187681683	NA	0.607259738358144	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
OR6C68	-0.5138848156982297	0.6073325242046719	0.2165734606782048	NA	0.607332524204672	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
CDC20	-0.5133616148703257	0.6076983911089845	0.2163119134526095	NA	0.607698391108985	NA	NA	NA	NA	9.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
GRIN2C	-0.5133176995680753	0.6077291049277334	0.2162899642338414	NA	0.748809682832949	NA	NA	0.68494	NA	3.0	NA	NA	13.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
PARD3	-0.5132542318183223	0.6077734947096047	0.2162582436314602	NA	0.344036923786865	0.393641	NA	0.426151	NA	4.0	3.0	NA	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
PRKG2	-0.513216390609561	0.6077999618000874	0.21623933155125816	NA	0.607799961800086	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
SCEL	0.5131947461164899	0.6078151007324843	0.21622851438552063	NA	0.607815100732484	NA	NA	NA	NA	11.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ZNF416	-0.5130831833272965	0.6078931344034504	0.21617276154652476	NA	0.607893134403451	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
USP6	0.5129666402554858	0.6079746563516187	0.2161145240760271	0.319067	0.0485784371186762	0.260057	0.841885	0.449864	3.0	20.0	12.0	8.0	35.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
CNNM4	-0.5128548953396849	0.6080528265637057	0.21605868834487413	NA	0.608052826563707	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
MELTF	-0.5128068176285959	0.6080864602988827	0.21603466651488365	NA	0.608086460298882	NA	NA	NA	NA	13.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
CCDC70	0.512757621068733	0.6081208776057546	0.21601008641904867	NA	0.608120877605755	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
C7	0.512641552363305	0.6082020812818113	0.21595209802342336	0.343701	0.162641888705669	0.674021	0.655742	0.470233	5.0	12.0	5.0	6.0	15.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ECPAS	0.5125335503645085	0.608277645690094	0.21589814364200613	NA	NA	NA	NA	0.608279	NA	NA	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
KRTAP12-1	-0.5125101219325188	0.6082940381203443	0.2158864400291441	NA	0.608294038120345	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
CMKLR1	-0.5123686238459965	0.608393045836244	0.21581575874166606	NA	0.608393045836244	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
MUT	-0.5123489329339556	0.6084068243458032	0.21580592322011924	NA	0.608406824345803	NA	NA	NA	NA	6.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
TPO	-0.512264447111257	0.6084659439934341	0.2157637243355252	NA	0.608465943993435	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
WNK4	0.5120240478819752	0.6086341793241214	0.21564366243618888	NA	0.97211204910294	0.556989	0.0798585	0.177101	NA	13.0	6.0	6.0	26.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
FBXW5	-0.5118102552624901	0.6087838123104763	0.21553690406550866	NA	0.473931522890753	0.898153	NA	0.966188	NA	8.0	5.0	NA	22.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ZNF501	0.5117174464193001	0.6088487741137891	0.21549056405612554	NA	0.608848774113789	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
CDH2	-0.5115979649992453	0.6089324100027349	0.215430910309477	NA	0.608932410002734	NA	NA	NA	NA	3.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
PIGL	-0.5114983922725852	0.6090021138961552	0.2153811998928353	NA	0.609002113896155	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
ANKRD53	-0.5111350207952091	0.6092565149364713	0.21519981809591496	NA	0.561739110984105	NA	NA	0.886611	NA	8.0	NA	NA	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
PSMF1	0.5111191700447351	0.6092676133263434	0.21519190693622955	NA	NA	NA	0.906711	0.400897	NA	NA	NA	4.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
SLC35B3	0.5108711905303477	0.6094412555068185	0.21506814999436288	NA	0.609441255506818	NA	NA	NA	NA	5.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
GAL3ST3	0.5107619757387641	0.6095177377320857	0.21501365134654113	NA	0.609517737732086	NA	NA	NA	NA	4.0	NA	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP3
