GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	6.83549526621479	8.172219756748338e-12	11.087659963397893	0.013579	0.0214830395852572	1.52885e-12	15.0	16.0	83.0	CMCWald	ALL_MISSENSE_SNPEFF	0.001	4	META-GROUP1
