GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
CYP2C18	9.56689010438932	0.008367124079129101	2.077423790655553	NA	0.0083671240791291	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
SOAT2	13.651182552719625	0.008495726723489458	2.070799465705795	NA	0.0217959810802337	0.0498089	NA	8.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
AQP6	9.426103677180913	0.008977338346068989	2.046852406423811	NA	0.008977338346069	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
TRAPPC3L	13.380270781391236	0.009559718468436234	2.0195548974106137	0.598795	0.0020760267795094	NA	3.0	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
ZBBX	9.287565448437409	0.009621234229793598	2.0167692122858334	NA	0.0096212342297936	NA	NA	14.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
TREML4	9.16089734215969	0.010250296253039396	1.9892635824910596	NA	0.0102502962530394	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
MCMDC2	9.143291830221793	0.010340925417547905	1.9854405941482045	NA	0.0103409254175479	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
TKTL2	9.135164088850052	0.0103830351074306	1.9836756775341626	NA	0.0103830351074306	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
OGFOD1	9.114878005728704	0.010488886584506993	1.9792706105546465	NA	0.010488886584507	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
GOLGA6L2	13.104243411761543	0.010777516057308987	1.9674813214227644	NA	0.353046492080364	0.0040422	NA	6.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
VPS13A	13.0673833985991	0.01095119701651661	1.9605384078324974	NA	0.4441981521126	0.00327248	NA	28.0	14.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
DCP1B	9.028496695556639	0.010951834004177903	1.9605131473809958	NA	0.0109518340041779	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
EPB41L4A	9.024804225771938	0.010972072338862809	1.9597113377549507	NA	0.0109720723388628	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
TMEM38B	8.98584488366077	0.0111879	1.95125142410622	NA	NA	0.0111879	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
TTC31	8.953629316923529	0.011369571504132106	1.9442559026735353	NA	0.0113695715041321	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
TRAP1	12.867331554112099	0.011942561477912362	1.9229025143779244	0.508939	0.0031566666535306	NA	3.0	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
PLEKHG1	8.85236969484513	0.011960032089166598	1.9222676551194067	NA	0.0119600320891666	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
ACSBG2	8.849031166277763	0.0119800132158156	1.9215427028521646	NA	0.0119800132158156	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
ERV3-1	8.82887857431642	0.012101337598504094	1.917166623109735	NA	0.0121013375985041	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
AMPD1	8.810834236208981	0.012211011918268604	1.9132483448749065	NA	0.0122110119182686	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
RMDN1	8.78116676042162	0.0123934969901917	1.9068061343616818	NA	0.0123934969901917	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
SEMG2	8.759205412215127	0.0125303358582026	1.902037288191064	NA	0.0125303358582026	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
ANO10	8.706717195222437	0.01286353650472111	1.8906396166886308	NA	0.0128635365047211	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
C1QTNF5	8.667052072468165	0.01312120000000001	1.8820264447205333	NA	NA	0.0131212	NA	NA	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
RAD51AP2	8.660816320615467	0.013162174116517609	1.880672368410461	NA	0.0131621741165176	NA	NA	19.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
TRMT10A	12.629797702258102	0.013233740074125748	1.8783173996517306	NA	0.638625266407242	0.00283288	NA	10.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
NOXA1	8.560372092611619	0.0138400869498905	1.8588611814299094	NA	0.0138400869498905	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
SPATA22	8.556479293613336	0.013867051521599413	1.8580158708678525	NA	0.0138670515215994	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
CD44	12.472009431280869	0.014165646636862208	1.848763595911547	NA	0.467569325430392	0.00418689	NA	5.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
KIF6	8.419856252346364	0.014847435441741599	1.8283485544063096	NA	0.0148474354417416	NA	NA	13.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
AGER	12.361760975030673	0.01485441009986144	1.8281445902731017	NA	0.115444603433611	0.0179186	NA	9.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
ANKRD35	12.361376243021217	0.014856869852280154	1.828072681092046	0.23589	0.0087710527736246	NA	3.0	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
BRF1	12.3486955639025	0.014938165082837004	1.825702745448302	NA	0.208491350020317	0.00998681	NA	4.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
SERPINA9	12.307609085667703	0.015204555018511697	1.8180262855384477	NA	0.0911085505952376	0.023328	NA	8.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
ANKDD1A	12.273529692805784	0.015429017713166996	1.8116617223704687	NA	0.112584046760054	0.0192026	NA	8.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
PHKB	15.703685862901569	0.01543593414736129	1.8114670828797688	0.038219	0.112281879679084	0.0906565	5.0	14.0	16.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
LOC654780	8.3303110279746	0.01552729999999999	1.8089040559935872	NA	NA	0.0155273	NA	NA	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
ZNF658	12.249939979002335	0.015586276314261882	1.8072576288349664	NA	0.184837918619992	0.011835	NA	13.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
C2CD2	8.30432572344186	0.015730357078057613	1.8032614188090146	NA	0.0157303570780576	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
THADA	8.26876856180739	0.016012521310339315	1.7955402792640185	NA	0.0160125213103393	NA	NA	17.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
SPNS1	8.179863063370787	0.01674037970492708	1.7762346955730817	NA	0.0167403797049271	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
ATF6	8.17055792763877	0.01681844692330009	1.7742141110221934	NA	0.0168184469233001	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
ZNF684	8.14622370958751	0.0170243287541345	1.768930002711647	NA	0.0170243287541345	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
CDRT1	8.118733179287403	0.01725994828364871	1.7629605099046817	NA	0.0172599482836487	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
AMER3	8.063036183726807	0.017747367359005308	1.7508660609894031	NA	0.0177473673590053	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
ZDHHC18	7.98272194097664	0.018474553680051412	1.7334260447670853	NA	0.0184745536800514	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
MTFMT	7.972922339111845	0.018565297447047296	1.7312980882597206	NA	0.0185652974470473	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
IMP3	7.964011538868801	0.018648197815569898	1.7293631325722725	NA	0.0186481978155699	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
CCR5	7.9586437573107185	0.018698314765859397	1.728197533616904	NA	0.0186983147658594	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
POP1	7.940813530029961	0.018865757644005998	1.7243257489573471	NA	0.018865757644006	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
DBR1	7.938052001185021	0.018891824803125307	1.7237260905878597	NA	0.0188918248031253	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
ARNTL2	7.905564433815637	0.0192012054722204	1.716671504968368	NA	0.0192012054722204	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
MPEG1	7.788976430702454	0.020353788540566707	1.691354741764281	NA	0.0203537885405667	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
VWA5B2	7.742569952341638	0.020831584130459508	1.6812777030259483	NA	0.0208315841304595	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
ARSK	7.72913373166763	0.020972004161642896	1.6783600647777703	NA	0.0209720041616429	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
C17orf107	11.52038139894937	0.02129805340592438	1.6716600882841717	NA	0.112146155804898	0.0280929	NA	5.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
MFSD12	7.634356529257395	0.021989762724491196	1.657779456769274	NA	0.0219897627244912	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
UNC5D	7.632555254685192	0.022009576445862194	1.657388314965724	NA	0.0220095764458622	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
OR6X1	7.599586136609485	0.022375401556909404	1.6502291619389757	NA	0.0223754015569094	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP2
