GENE	TEST_STAT	META_PVAL	-log10	GNE_PVAL	UKB_CASE_PVAL	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
OR10S1	15.860729381797336	0.0032118523313730894	2.493244430125629	0.001988418664951	0.180875	45.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
HSD11B1L	15.843318801214807	0.0032367762150835072	2.4898873259029597	0.0158362162644886	0.0229095	42.0	34.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
FBXO34	15.84099485229326	0.0032401173981207077	2.4894392538574834	0.644821682663409	0.00056329	53.0	32.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CXCL8	15.774262023367113	0.0033375217611281496	2.4765758939548395	0.0005398459669456	0.695653	10.0	9.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ADRA2B	15.770670788083683	0.0033428445097917234	2.4758838238591045	0.0005143129104346	0.731501	66.0	40.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
YIPF6	11.37394511268748	0.00338984	2.469820799955316	NA	0.00338984	NA	3.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SPTLC2	15.731697477930307	0.0034011486588205733	2.468374385328526	0.001960985047716	0.195628	23.0	23.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CPN2	15.721422052720424	0.0034166866487066218	2.466394849406627	0.0016039583302992	0.240405	54.0	34.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LOC101928961	11.345922725333658	0.0034376699999999986	2.463735815856556	NA	0.00343767	NA	10.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PAQR5	15.702552027788848	0.003445403059671924	2.462759964945876	0.0044218945630449	0.088029	32.0	17.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CSTF3	15.693766587891538	0.0034588536247860853	2.4610678165033546	0.0171838470091727	0.0227521	27.0	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RP11-402G3.3	11.27711138878416	0.003558003541444304	2.4487936239786383	0.0035580035414443	NA	9.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RFFL	15.616720469346706	0.0035790462040671545	2.4462326950042725	0.76177471590727	0.000533391	32.0	27.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RNF19A	15.599869836677225	0.0036058758175415246	2.4429892339877517	0.0496613965976344	0.00825111	58.0	41.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PANK4	15.549564191432612	0.003687154859687057	2.433308621738826	0.0010407715462688	0.403738	61.0	46.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
DDAH1	15.540997298575382	0.003701174837836673	2.431660399013445	0.351048799576995	0.00120212	16.0	8.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RRS1	15.527046469288404	0.0037241180703533458	2.428976558493576	0.0006439011318999	0.659972	36.0	26.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
STRN4	15.512704043372052	0.003747851114609765	2.42621767002218	0.007240626022793	0.059113	64.0	43.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
C1orf56	15.471818540528169	0.0038163254742259825	2.4183545937078255	0.0008317640976287	0.525215	31.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SFTA3	15.453951022848498	0.0038466345750335596	2.414919069108956	0.889992918335185	0.000495257	18.0	15.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PPP2CA	15.413342202346694	0.003916403283409807	2.407112594003302	0.0068403566464371	0.0657592	12.0	4.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
USP6	15.411617252434219	0.0039193942501035296	2.4067810488381363	0.0939525199134192	0.00479183	135.0	78.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RNF208	15.40470985167218	0.0039313938150008975	2.405453449918091	0.0616706341067841	0.0073254	26.0	20.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
FAM187A	15.395275515308407	0.003947841555883506	2.4036402857861687	0.373880277803974	0.00121402	63.0	24.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
C11orf88	11.067223120202284	0.0039516915149502	2.4032169655479705	0.0039516915149502	NA	13.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CSNK1D	15.367409694537765	0.003996818601527891	2.398285562058431	0.0016015342127516	0.287391	36.0	26.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LHX6	15.359256362895938	0.004011261534800325	2.3967190210356284	0.0399345610802535	0.0115726	29.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ZNF335	15.341870059162751	0.004042231459412334	2.39337882227357	0.0022330133265087	0.208768	161.0	96.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CECR6	11.010891577553043	0.0040645762344815	2.390984726483139	0.0040645762344815	NA	24.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ATP6V0E2	15.31079999082034	0.004098162435011217	2.3874108318716307	0.0082206314460522	0.0575966	23.0	21.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PPA1	15.284183626456409	0.004146680469433925	2.38229942875658	0.000547855897478	0.875821	19.0	15.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ELN	15.251993761270793	0.004206112964869787	2.3761190675125645	0.0139045098514274	0.0350684	81.0	57.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CDH12	15.234555917524546	0.00423865742044602	2.3727716828472447	0.0702179612639892	0.00700503	73.0	36.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KIRREL1	10.923023636554467	0.004247129999999998	2.371904445527198	NA	0.00424713	NA	44.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ITPA	15.229960633227268	0.004247274773793599	2.3718896417919475	0.0078456864957132	0.0628384	24.0	24.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SLC2A13	15.229820069549843	0.004247538638452467	2.371862661807858	0.213360900615067	0.00231085	42.0	26.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CACNA2D2	15.229745324427068	0.0042476789557727304	2.37184831513875	0.134414177885463	0.00366824	81.0	40.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PLEKHH2	15.228094545462806	0.004250779087163863	2.371531464715	0.0069096690902222	0.0714174	141.0	103.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MEDAG	15.226298784840974	0.004254154016444846	2.371186791047936	0.493459894692672	0.00100092	30.0	20.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NOVA2	15.195649858568915	0.004312162876640872	2.3653048435795654	0.195961199878797	0.00255939	9.0	8.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PROK2	15.193544103150332	0.00431617683002016	2.3649007709564973	0.0567183886670624	0.00885197	16.0	10.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ADORA1	15.176033974167106	0.00434969683650922	2.3615410112796904	0.0007119594935897	0.711395	26.0	15.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ZNF584	15.143246646782643	0.004413151630082839	2.3552511505095355	0.0128127813279558	0.040183	46.0	26.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
VWA5B1	15.11903406569946	0.0044605943224026445	2.350607272735384	0.577384310577019	0.000902565	161.0	112.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CCDC103	15.09298006940704	0.00451220487872207	2.3456111892378377	1.0	0.00052796	24.0	41.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ARAF	10.718803187933895	0.004703719999999996	2.3275585385633377	NA	0.00470372	NA	13.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
C2orf74	14.98039817111366	0.0047420457854079135	2.324034257136824	0.170458687498411	0.00327664	21.0	15.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TBC1D30	14.974655208899222	0.004754073623740265	2.322934096874446	0.0251182902264185	0.0223	77.0	33.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
VAX1	14.968851169267552	0.004766259822337827	2.321822286720587	0.687885430583484	0.000816656	15.0	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CRELD1	14.963900568647302	0.00477667837527711	2.3208739997768872	0.0034345815047575	0.163967	59.0	30.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NTNG1	14.958940350111856	0.004787139600582737	2.319923907617541	0.34786033521752	0.00162294	32.0	20.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CADM4	14.957226409236565	0.00479075957306009	2.319595623905651	0.0245870741298075	0.0229812	22.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
IL2RG	10.680125407769532	0.00479557	2.3191597653145126	NA	0.00479557	NA	11.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LOC101928804	10.678553741044567	0.004799339999999999	2.318818482221491	NA	0.00479934	NA	73.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LAIR1	14.94245126586481	0.004822077477200029	2.3167658160137017	0.0029031544469631	0.196073	24.0	31.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SRP54	14.9393251096918	0.004828729511494989	2.3161671215732005	0.0087489587700021	0.0651644	8.0	8.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NIPAL1	14.915123645707768	0.004880532767628083	2.311532767052262	0.486261774501317	0.00118673	35.0	19.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PLEKHA1	14.897116427612909	0.004919430965523841	2.308085129514191	0.0008287310601768	0.702617	54.0	32.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
FBL	14.888922485796016	0.004937231694137097	2.306516491754711	0.0750290995965641	0.00779259	30.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MCMDC2	14.884094510573632	0.004947749707549317	2.305592278198045	0.0226400936652289	0.025887	59.0	34.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GLUD1	14.88344803724228	0.0049491597550535725	2.3054685272722075	0.011430875071741	0.0512886	16.0	17.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LY86-AS1	10.612114484516516	0.00496145	2.3043913809755474	NA	0.00496145	NA	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
DKKL1	14.876351530330224	0.004964664178746111	2.3041101228483614	0.132074195285774	0.00445475	21.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ALKBH6	14.852463829976015	0.005017205226612786	2.2995381339807075	0.003476336462813	0.17128	15.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
OR5AP2	14.848468608858283	0.005026045856390597	2.29877355333068	0.190177590315209	0.00313716	35.0	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LETM2	14.831494465529325	0.0050637771017555235	2.295525419422006	0.0167612654929666	0.0358984	38.0	33.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CNTROB	14.817527601600737	0.005095032012526703	2.292853082939199	0.0122616753109096	0.0494157	92.0	74.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RABGGTB	14.814947567041592	0.005100826277806832	2.2923594672695637	0.085926160520713	0.00706073	17.0	11.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MAPK1	14.812134933885364	0.005107150285750403	2.291821362173481	0.103791369078188	0.00585362	17.0	12.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
DIPK2A	10.552368247827149	0.0051119	2.2914176505212085	NA	0.0051119	NA	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CCDC169-SOHLH2	14.804636776718361	0.005124047002520589	2.290386895156527	0.846709283650607	0.000720244	30.0	38.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TM4SF4	14.742609518459648	0.005265943213043855	2.278523828555943	0.722680230007674	0.000870436	19.0	12.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ZNF280D	14.740924785318471	0.005269850601783223	2.278201696692737	1.0	0.000629577	71.0	45.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ABCC4	14.728065671821984	0.005299768553703324	2.275743096067944	0.129805005487708	0.00488146	103.0	75.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PEBP4	14.72176260636014	0.005314494060473793	2.274538073982277	0.69352366939641	0.000916534	21.0	7.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TRIB3	14.709365305729337	0.005343574465183421	2.272168134136751	0.0011481658107697	0.557054	63.0	36.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
EP400	14.707597155609752	0.005347734728951258	2.2718301437829003	0.0214784312977888	0.0298046	306.0	200.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
EEA1	14.6999842431429	0.005365683419337827	2.2703749547148773	0.307104348508678	0.00209244	88.0	48.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NEBL	14.674197581457737	0.005426920127108224	2.2654465702781654	0.0006509362865105	1.0	114.0	89.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KIR2DS1	10.430159535955962	0.005433999999999999	2.264880365918128	NA	0.005434	NA	120.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
DALRD3	14.662060710808596	0.005455978960021693	2.2631273131250556	0.0008778446727435	0.74603	63.0	41.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MMS22L	14.656094527979466	0.005470319485587977	2.2619873086252413	1.0	0.000656855	110.0	51.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
USP36	14.645038182104672	0.005496992762786771	2.259874834815939	0.297656259617552	0.00221899	146.0	103.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KCNE5	14.631348435622328	0.005530195984005865	2.257259477508306	0.0016818645393785	0.395414	3.0	6.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SRGAP2C	10.3906605870951	0.005542385398503598	2.2563032781525023	0.0055423853985036	NA	9.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
OR10W1	14.624955022048635	0.0055457699639109605	2.2560381487278747	0.0009442344945084	0.706564	32.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PBK	14.620742302458357	0.005556055415460997	2.255233431309349	0.0010679467916352	0.626032	42.0	24.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
IL17RB	14.602267065228808	0.005601384627223132	2.251704604845026	0.011130137066967	0.0606258	53.0	34.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ARMS2	10.36813934719679	0.005605148808333502	2.2514128530457747	0.0056051488083335	NA	3.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GAS2L3	14.595369746710382	0.00561840013898404	2.250387333848497	0.389238971228357	0.00173956	50.0	35.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
DSEL	14.588751466539161	0.005634774947304171	2.2491234249764833	0.0787449117338695	0.00862721	79.0	63.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CEP57	14.570615667999629	0.0056798865034869365	2.245660342352679	0.112097203235572	0.00611556	32.0	23.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RMND5A	14.565608255586467	0.005692404401378878	2.244704254222219	0.425329372298163	0.00161582	11.0	7.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GMPS	14.563340082091026	0.00569808345180207	2.2442711945504303	0.672257668579157	0.00102347	48.0	22.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
C9orf72	14.548738990016686	0.005734774950375719	2.241483620435375	0.0085353360795773	0.0812009	36.0	18.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MTRES1	10.311109426841325	0.005767279999999998	2.2390289631888947	NA	0.00576728	NA	16.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CTBP2	14.534806922812585	0.0057700013039214005	2.238824088701148	0.0571430064884647	0.0122136	169.0	91.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
VTA1	14.528385238579386	0.005786309518333931	2.2375983390065306	0.004042180771312	0.173215	27.0	20.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LYPD3	14.525414631738496	0.0057938688242130075	2.2370313416426724	0.660058996626417	0.00106234	40.0	15.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SERINC3	14.506901827867836	0.0058411971690556265	2.233498133943898	0.0181744561476236	0.0389408	67.0	25.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ADM	14.483374410747846	0.005901893044822021	2.229008665128247	0.0049478171798093	0.144731	21.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
FBXW11	14.47791293352906	0.0059160707610346076	2.2279666401276335	0.0034764160573103	0.206552	25.0	20.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PRR19	14.463642511619899	0.005953273927405844	2.225244133839345	0.0227234245324538	0.0318263	49.0	27.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SLC25A46	14.45870207239123	0.005966207112298591	2.2243016745128164	0.0662637056545108	0.010941	44.0	25.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ZNF70	14.440187307204063	0.0060149210737262485	2.2207700669891497	0.194063498327102	0.00377059	43.0	30.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MYO6	14.439713570546758	0.0060161726211370855	2.2206797110913215	0.0010289668836895	0.711303	86.0	66.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
C6orf132	14.428511085293902	0.00604584259836943	2.2185431637327038	0.0694265214138887	0.0106014	96.0	76.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RTEL1	14.424350207532536	0.006056899267234001	2.2177496490621738	0.0009404913158028	0.784219	183.0	116.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MARC1	10.199078610446717	0.006099555951898003	2.2147017805072475	0.006099555951898	NA	33.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
IQUB	14.392951649146356	0.0061409763170336045	2.211762577491868	0.0510389763488647	0.0146794	83.0	41.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GFM2	14.39073935428239	0.0061469432338160535	2.211340797511041	0.0016279828214658	0.460724	53.0	31.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KIR2DS5	10.18281778761263	0.006149349999999997	2.211170787693222	NA	0.00614935	NA	253.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KIR2DS3	10.178392949546174	0.006162969999999999	2.2102099463154334	NA	0.00616297	NA	207.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TOMM6	14.382864219129067	0.006168229925662655	2.2098394459841066	0.837048819618355	0.000899601	6.0	5.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ANKRD54	14.376056598275467	0.006186689341582099	2.208541691095558	0.843421457017859	0.000895848	19.0	15.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TCOF1	14.37087951618959	0.006200763673337484	2.207554820390072	0.0135085131205447	0.0560784	141.0	87.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
IFI44L	14.364296209558326	0.006218706300466017	2.206299953734626	0.529880054285185	0.00143435	54.0	31.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ARMC1	14.33768787929566	0.006291746766837738	2.201228765384128	0.0039277124536498	0.196097	21.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
NCAPD3	14.331287094030131	0.006309442198514339	2.200009033912008	0.002034882624776	0.379718	157.0	94.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
IL1A	14.318815815333382	0.0063440602238227966	2.197632702936705	0.758824919722527	0.00102463	26.0	17.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
SYN1	10.10365846555833	0.006397620000000001	2.1939815593135297	NA	0.00639762	NA	21.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PI3	14.297171941598968	0.006404582308460288	2.1935091886431013	0.0095614566858118	0.0822024	12.0	8.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
FAM186B	14.282894804663082	0.006444814502816016	2.190789578165157	0.001815471524473	0.436033	95.0	56.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KLF8	10.080379512694435	0.006472520000000003	2.188926598926892	NA	0.00647252	NA	10.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PTN	14.257435034392763	0.006517174518404804	2.1859406492107234	0.791489254378579	0.00101296	9.0	8.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CDC42BPA	14.248118508331395	0.006543851864661906	2.184166540493225	0.0008928663129434	0.90214	124.0	87.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
MFSD9	14.220139916410552	0.006624612072296797	2.178839548303397	0.0021363895058035	0.382345	69.0	43.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
GATD1	10.004777778697061	0.006721869999999998	2.1725098909782035	NA	0.00672187	NA	39.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
EMC7	14.185627944014229	0.006725577604474525	2.17227041174727	0.116902872335275	0.00710894	11.0	8.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
TADA1	14.171995024157379	0.006765875236657595	2.169676014903156	0.0596044872481151	0.0140382	35.0	21.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PAEP	14.162617124473794	0.006793732710268917	2.1678915438273094	0.203511236506172	0.00413084	14.0	8.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
LOC101928295	9.982168338024682	0.006798290000000003	2.1676003133167367	NA	0.00679829	NA	7.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
KIAA1211	9.969744422447691	0.0068406521301723	2.1649024943273774	0.0068406521301723	NA	124.0	NA	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
CLIC1	14.143911579541323	0.006849634514217516	2.1643326011635193	0.0106224578299557	0.0798847	8.0	9.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ARHGAP24	14.111284970140037	0.006948220402737344	2.158126413861315	0.030239432232868	0.0285233	71.0	45.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
RAX	14.107763101367404	0.006958945009251651	2.15745659535912	0.0698029302179644	0.0123784	25.0	31.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
PITPNC1	14.107054763803147	0.006961103959392568	2.157321880295612	0.0968908625515742	0.00892091	12.0	10.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
IMPACT	14.105836392237833	0.006964818983437922	2.157090166464086	0.114078773641232	0.00758144	28.0	14.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
ZBBX	14.099651768539736	0.006983706944157162	2.155913993129198	1.0	0.00086756	85.0	47.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	META-GROUP2
