GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
B3GNT3	52.13957002905981	1.2897960139775548e-10	9.889478969552675	NA	4.39913883099052e-09	0.0010831	NA	3.0	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP1
