GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
PXMP4	3.4085142514873317	0.4919245729758158	0.30810148270342363	NA	0.597513049722747	0.304441	NA	5.0	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
ERBB2	1.418288146472128	0.49206518903118024	0.3079773578808179	NA	0.49206518903118	NA	NA	4.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
POLR1G	1.4181791762014218	0.49209199999999986	0.3079536952871886	NA	NA	0.492092	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
A2ML1	1.4181054551793166	0.4921101390969109	0.3079376869706383	NA	0.492110139096911	NA	NA	26.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
RPP30	3.407296548363557	0.4921133511160585	0.30793485232544754	NA	0.471730763975594	0.385852	NA	5.0	11.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
CRYAB	1.417809360854047	0.49218300000000004	0.30787339090484445	NA	NA	0.492183	NA	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
ZNF99	1.417755920344257	0.492196151430919	0.30786178644558854	NA	0.492196151430919	NA	NA	16.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
FGFR1OP2	1.417224298229891	0.49232700000000007	0.30774634617022506	NA	NA	0.492327	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
CTNNA1	1.4165744293149172	0.4924870000000001	0.30760522892835823	NA	NA	0.492487	NA	NA	10.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
CLDN17	1.4158018539087074	0.49267727842078013	0.3074374663104727	NA	0.49267727842078	NA	NA	4.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
ARHGAP33	3.4032382890897943	0.4927428378526393	0.30737967958770346	NA	0.234439374473922	0.777975	NA	6.0	10.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
ZNF169	1.4154669842203655	0.492759776670467	0.307364750281571	NA	0.492759776670467	NA	NA	7.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
ATAD2	3.4019037370985186	0.4929499586909113	0.3071971654437673	NA	0.257927806791991	0.7076	NA	4.0	14.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
CNBD1	3.4014829734267695	0.493015272510131	0.3071396270429738	NA	0.892223895788437	0.204599	NA	5.0	13.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
EXOSC4	1.4141659192067053	0.493080437211994	0.307082227603556	NA	0.493080437211994	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
ORC3	3.3992634448385894	0.4933598966325655	0.3068361555739503	NA	0.348722497679767	0.524058	NA	3.0	13.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
DHX16	1.4121540947036804	0.4935766824124861	0.3066453654634452	NA	0.493576682412486	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
NBPF9	3.3977362933117052	0.49359710746911645	0.306627393978628	NA	0.444726978449953	0.411242	NA	12.0	12.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
COBLL1	1.4117180536494855	0.49368430399237895	0.3065506803515853	NA	0.493684303992379	NA	NA	4.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
TEX261	3.396057136014716	0.4938580152194365	0.30639789332329054	NA	0.333480346579043	0.54889	NA	4.0	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
LAMA1	3.396000529920253	0.4938668122535885	0.30639015735618075	NA	0.506964619534882	0.361069	NA	27.0	56.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
PLOD2	1.410895661810225	0.49388734670607315	0.3063721002327085	NA	0.493887346706073	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
CYYR1	3.3947576244105995	0.4940599953799595	0.30622031002295563	NA	1.0	0.183163	NA	4.0	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
TNXB	3.3924604797665623	0.4944171673043535	0.3059064579513817	NA	0.735863467623686	0.249195	NA	8.0	48.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
RAPSN	3.3922969869119313	0.4944425944397268	0.30588412341009913	NA	0.244974943334867	0.748601	NA	3.0	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
ADARB2	1.4086248086899453	0.4944484379959371	0.3058789907430335	NA	0.494448437995937	NA	NA	4.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
RP5-862P8.2	1.4083757519791529	0.4945100146806909	0.30582490876544455	NA	0.494510014680691	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
CSN2	1.408323234746191	0.49452300000000005	0.3058135047932043	NA	NA	0.494523	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
ST18	1.4082652118788255	0.4945373470293323	0.30580090528764364	NA	0.494537347029332	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
SLC35B4	1.4075670191727812	0.4947100183513242	0.3056492946678736	NA	0.494710018351324	NA	NA	4.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
CA5BP1-CA5B	1.407373049694946	0.49475800000000003	0.30560717473093296	NA	NA	0.494758	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
CA5B	1.407373049694946	0.49475800000000003	0.30560717473093296	NA	NA	0.494758	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
KCTD3	3.389941104139584	0.4948090865013206	0.30556233373744074	NA	0.210798725279259	0.870995	NA	3.0	10.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
ZP4	1.406780232164502	0.49490467234427415	0.3054784460398093	NA	0.494904672344274	NA	NA	11.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
CABP4	3.3887757872855033	0.49499043405473486	0.3054031939500392	0.569495	0.322586933484854	NA	3.0	5.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
AIG1	3.3887457829005063	0.49499510393339397	0.30539909671335236	NA	0.577745496747027	0.317985	NA	4.0	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
SYNGR4	1.406317392972849	0.4950192162368603	0.3053779417863374	NA	0.49501921623686	NA	NA	4.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
LRRTM3	1.4059102431020618	0.49512	0.3052895303152424	NA	NA	0.49512	NA	NA	9.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
CYFIP1	3.3865651312322753	0.49533457713854	0.30510135476268413	NA	0.534249393845628	0.344249	NA	3.0	13.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
RSPH3	3.3863206682923623	0.49537264338575837	0.30506798070266045	NA	0.548176397535514	0.335544	NA	6.0	12.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
ADPRM	1.4044323597997033	0.4954860000000001	0.3049686120336867	NA	NA	0.495486	NA	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
SLC12A5-AS1	1.4043677777865955	0.4955020000000001	0.30495458822772525	NA	NA	0.495502	NA	NA	8.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
EPHA2	1.4040742164548974	0.49557473545143793	0.304890842194497	NA	0.495574735451438	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
PGAM2	1.404025806103346	0.49558673107019713	0.30488033002022397	NA	0.495586731070197	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
C7orf31	1.4039066538289469	0.4956162570927961	0.30485445643258513	NA	0.495616257092796	NA	NA	11.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
WISP3	1.403691769982704	0.49566950991733005	0.30480779499824845	NA	0.49566950991733	NA	NA	5.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
CYP3A43	5.383239081253894	0.49567962790556686	0.30479892993488844	0.389519	0.33882891583202	0.513494	3.0	8.0	14.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
SPSB3	1.4035082283507867	0.495715	0.3047679394392779	NA	NA	0.495715	NA	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
PRRG3	1.4034799865159546	0.4957220000000001	0.3047618068027646	NA	NA	0.495722	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
IARS2	1.4030228213102531	0.4958353263767761	0.3046625346396875	NA	0.495835326376776	NA	NA	5.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
SNF8	1.403008003448678	0.4958389999999998	0.30465931698192983	NA	NA	0.495839	NA	NA	11.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
HPS1	1.4026404090297373	0.495930142200131	0.3045794948680675	NA	0.495930142200131	NA	NA	10.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
FOLH1	1.402519873210485	0.4959600317738041	0.30455332084748094	NA	0.495960031773804	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
FAM172A	1.4022806777472006	0.4960193510157421	0.3045013802125806	NA	0.496019351015742	NA	NA	5.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
DHX36	3.381449773430944	0.4961315057748471	0.3044031931417887	NA	0.338908382393924	0.544058	NA	3.0	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
PGLYRP2	1.4015161400825662	0.496209	0.3043353629681017	NA	NA	0.496209	NA	NA	8.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
PIGF	1.4014395609143073	0.496228	0.3043187340129999	NA	NA	0.496228	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
GINS3	1.401367014933246	0.49624599999999996	0.3043029808533704	NA	NA	0.496246	NA	NA	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
SLC17A5	1.4012087812028926	0.49628526298103803	0.3042686208353986	NA	0.496285262981038	NA	NA	10.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
SEZ6	3.37950229131622	0.4964351257224725	0.3041374971818846	NA	0.567476373349074	0.325239	NA	3.0	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
ITGB5	1.4003533783274753	0.4964975703003651	0.30408287246109955	NA	0.496497570300365	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
ATP5G2	1.4002295122548514	0.49652832085464305	0.3040559752851818	NA	0.496528320854643	NA	NA	5.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
USP2	1.4000616370525427	0.49656999999999996	0.30401952164817636	NA	NA	0.49657	NA	NA	11.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
AMY2A	1.3998642929416445	0.49661900000000003	0.3039766689189767	NA	NA	0.496619	NA	NA	12.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
NDST3	1.3997918040767316	0.496637	0.3039609281619612	NA	NA	0.496637	NA	NA	11.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
AIRE	3.377997197970707	0.4966698582544403	0.30393219553321704	NA	0.43367204790914	0.425908	NA	7.0	15.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
C15orf53	1.3995695080979884	0.49669220327180696	0.3039126572035025	NA	0.496692203271807	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
C1orf194	1.3992408789957387	0.4967738237337659	0.3038412963006526	NA	0.496773823733766	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
