GENE	TEST_STAT	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_ALL_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
ATF6	14.02429155406529	0.0009008734394038996	3.0453362172664677	NA	0.0009008734394039	NA	NA	4.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
NOC2L	13.897994134239934	0.0009595970827040997	3.0179110810120826	NA	0.0009595970827041	NA	NA	15.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
MEI1	13.872136825412205	0.0009720839268785003	3.0122962377417073	NA	0.0009720839268785	NA	NA	9.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
RMDN1	13.78267532564835	0.0010165531257841	2.9928699198965916	NA	0.0010165531257841	NA	NA	6.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
OR8B4	13.756065304089143	0.0010301687532595	2.9870916271333465	NA	0.0010301687532595	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
OTUD7B	13.685415025063946	0.0010672100000000003	2.9717501139705624	NA	NA	0.00106721	NA	NA	7.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
ZSCAN25	22.2697953153879	0.0010818247557888114	2.965843084661876	0.591922	0.661018661812038	3.7299e-05	3.0	3.0	18.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
PANX2	13.617322714949076	0.0011041700000000005	2.956964056699096	NA	NA	0.00110417	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
BRDT	18.137598500376313	0.001159973880571048	2.9355517897830605	NA	0.333911435282822	0.000345016	NA	6.0	15.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
ATP6V0E1	13.399239574590405	0.0012313800000000005	2.909607904472144	NA	NA	0.00123138	NA	NA	3.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
SLC36A3	13.139235480153467	0.0014023333655381004	2.853148732729037	NA	0.0014023333655381	NA	NA	10.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
RIPK2	13.041234175133713	0.0014727600000000016	2.8318680197343387	NA	NA	0.00147276	NA	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
NRBF2	12.994565458126868	0.001507529999999999	2.82173403659755	NA	NA	0.00150753	NA	NA	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
LONP2	21.267610135144274	0.0016421306116651232	2.7845923029598643	0.386792	0.0002006122129412	0.310429	4.0	11.0	20.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
KCNA3	17.290747450937705	0.001696996539774365	2.770319043220587	NA	0.0119574080113345	0.0147138	NA	3.0	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
MISP3	12.742712955544173	0.0017098382941356004	2.767044960534956	NA	0.0017098382941356	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
ASPDH	12.730570019871786	0.0017202511008671004	2.764408155556644	NA	0.0017202511008671	NA	NA	5.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
CST3	12.595599016117944	0.0018403500000000014	2.7350995744830255	NA	NA	0.00184035	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
OGFOD1	12.574767222357767	0.0018596190739572993	2.73057600794393	NA	0.0018596190739573	NA	NA	5.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
IL6R	12.535867314343104	0.0018961426186495007	2.7221290002452734	NA	0.0018961426186495	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
CPLX3	12.336202983936222	0.00209521	2.678772441780965	NA	NA	0.00209521	NA	NA	4.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
PLEKHG1	16.794228403380316	0.0021192107245310305	2.673825856903699	NA	0.0016655134497716	0.135404	NA	6.0	8.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
ANGEL1	12.035672637237152	0.0024349323172642994	2.6135131061730266	NA	0.0024349323172643	NA	NA	8.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
CCR5	12.030464141416754	0.0024412817488213977	2.6123820956761197	NA	0.0024412817488214	NA	NA	4.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
DCP1B	11.95928236291949	0.0025297338448016004	2.5969251688694084	NA	0.0025297338448016	NA	NA	4.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
PRMT2	11.870368682065084	0.002644735176389301	2.5776178083890207	NA	0.0026447351763893	NA	NA	5.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
ZDHHC24	16.277583066472722	0.002668434324508852	2.573743481582296	NA	0.791253218330598	0.000369022	NA	5.0	16.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
SPATA22	11.742349862136795	0.0028195586001062995	2.54981887485171	NA	0.0028195586001063	NA	NA	3.0	NA	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
OGN	11.730389915336357	0.0028364700000000007	2.5472218054020663	NA	NA	0.00283647	NA	NA	5.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
YJEFN3	16.123794752295094	0.0028574694468945774	2.5440184045428396	NA	0.30734017059746	0.00102599	NA	3.0	6.0	SkatO	ALL_LOF_HC_LOFTEE	0.01	3	META-GROUP1
