GENE	TEST_STAT	META_PVAL	-log10	UKB_ALL_PVAL	UKB_ALL_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
GBA	44.518850813977394	2.1520599999999945e-10	9.667145624592237	2.15206e-10	99.0	SkatO	ALL_MODERATE_HIGH_IMPACT_SNPEFF	0.001	3	INITIAL-DISCOVERY
