GENE	TEST_STAT_WEIGHTEDZ	META_PVAL	-log10	AMP_NIH_PVAL	GNE_PVAL	UKB_CASE_PVAL	AMP_NIH_NUMVAR	GNE_NUMVAR	UKB_CASE_NUMVAR	TEST	VARIANT_GROUP	MAF	MIN_NUMVAR	META_ANALYSIS_GROUP
RNF166	-0.4809492624041517	0.6305525595625232	0.20027870706614617	NA	0.630552559562523	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PSMG4	-0.4809383408094404	0.6305603220060547	0.2002733606987573	NA	0.630560322006055	NA	NA	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
IMPACT	0.4809268269309815	0.630568505455076	0.20026772443594965	NA	0.630568505455076	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
EIF3H	0.48082101422557283	0.6306437135886543	0.2002159290648728	NA	0.630643713588655	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZNF596	0.4807906169053265	0.6306653196952159	0.2002010502166153	0.460753	0.666509913647811	0.254529	2.0	10.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
UHMK1	0.4806595751913758	0.6307584664294705	0.20013691140266143	NA	0.63075846642947	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PLAAT4	-0.4804965795454662	0.6308743347629835	0.2000571402078004	0.630874	NA	NA	3.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
USP54	-0.48034333861524614	0.630983277061235	0.19998215070240663	NA	0.630983277061235	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PFKFB2	0.4803252222383129	0.6309961569163143	0.19997328581944857	NA	0.630996156916314	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
GNA14	0.48025575403416415	0.631045546439692	0.19993929391978205	NA	0.631045546439692	NA	NA	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TAPBP	0.4802220183418748	0.6310695319605015	0.19992278705838298	NA	0.631069531960502	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CRY2	-0.48004687664558054	0.6311940610627944	0.19983709607840616	NA	0.631194061062795	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
APOH	0.4799942208307283	0.6312315024034725	0.1998113352444578	0.84517	0.450647482612041	0.905873	2.0	3.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
IFITM10	0.47978844847832697	0.6313778275639302	0.19971067352982186	NA	0.63137782756393	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CTRL	0.4797109277584373	0.6314329564606234	0.19967275466510306	NA	0.631432956460624	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PDE4DIP	-0.47966891448146176	0.6314628350791122	0.199652204879086	NA	0.51967599749193	0.972471	NA	12.0	11.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
LEMD3	0.4795812770093172	0.6315251622338587	0.19960934090973914	NA	0.631525162233858	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
MGAT4D	-0.4794896894957255	0.6315903014297283	0.19956454754894093	NA	0.631590301429729	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
MTCL1	-0.47934790139731	0.6316911501055746	0.1994952074609231	NA	0.631691150105575	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
BEST4	-0.479283028683582	0.6317372939739594	0.19946348421214555	NA	0.631737293973959	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
RASSF1	0.4791733005889516	0.6318153466762382	0.19940982937126295	NA	0.631815346676237	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
MGARP	-0.4791570187091538	0.6318269287882834	0.19940186818248695	NA	0.57889603474497	0.902398	NA	5.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TXNDC16	-0.4791473208073154	0.6318338274318189	0.19939712633574466	NA	0.631833827431819	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZNF682	-0.4791219379597015	0.6318518837796966	0.1993847153823287	NA	0.308155621295253	0.732713	NA	4.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
LRRC14	-0.4789443799897335	0.6319781975951781	0.19929790403950204	NA	0.581046530410967	0.900149	NA	2.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PRR14L	0.47888236632534864	0.6320223163244265	0.19926758677228903	NA	0.632022316324427	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
EIF6	-0.47869663463642653	0.6321544603000959	0.19917679345806247	NA	0.632154460300096	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
C2orf54	-0.47865164485704337	0.632186471297749	0.19915480223829496	NA	0.63218647129775	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
DPH1	-0.4786066372960834	0.6322184956370528	0.1991328029671549	NA	0.632218495637053	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PGLYRP3	-0.4785422159631806	0.6322643347050625	0.1991013155419037	NA	0.632264334705063	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PROZ	-0.47839714682710444	0.6323675639772426	0.19903041443079778	NA	0.632367563977242	NA	NA	10.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
SLC25A51	-0.4783432220002466	0.6324059379950917	0.19900406089922956	NA	0.632405937995091	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
IQGAP2	0.47827947032246804	0.6324513062793851	0.19897290608611579	0.679753	0.276069898226692	NA	4.0	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
NEMP2	0.47813292444140715	0.6325555995274074	0.19890129543796747	NA	0.775617382856253	0.695687	NA	3.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
SPATA4	0.4778415249727723	0.6327630033696539	0.19875892126467443	NA	0.632763003369653	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CPNE8	-0.47780464096631275	0.632789257654969	0.1987409021095728	NA	0.63278925765497	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
C9orf78	-0.4777580553370862	0.6328224182822484	0.19871814397969614	NA	0.632822418282248	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ADAM33	-0.47775098396760723	0.6328274518957733	0.1987146895162945	0.926145	0.442286450933161	NA	3.0	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
IFI27L2	0.4777137546934241	0.632853953093552	0.1986965027531558	NA	0.429276161464373	0.908571	NA	2.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TTC39A	-0.4776302962619617	0.6329133636569935	0.19865573431246863	NA	0.632913363656993	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
AOAH	0.47755830433462143	0.6329646135987625	0.1986205688900184	NA	0.437019424092567	0.918862	NA	6.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TUBAL3	-0.47755443441193923	0.6329673685868882	0.19861867862078195	NA	0.632967368586889	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TMPPE	-0.47754527755943826	0.6329738873471964	0.1986142059620113	NA	0.632973887347197	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TESPA1	0.47750368039466695	0.6330035007140917	0.19859388818705442	NA	0.633003500714092	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
KIAA1033	-0.4774602793032935	0.633034398938335	0.19857268988280807	NA	0.633034398938335	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
REXO2	-0.4772901822209354	0.6331555010923765	0.19848961546023383	NA	0.633155501092376	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
MACF1	0.47719183022510525	0.6332255281703751	0.1984415850919847	NA	0.432364384676803	0.912171	NA	22.0	8.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZNF816-ZNF321P	-0.4771764501370261	0.6332364791617255	0.19843407447565756	NA	0.633236479161726	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CHCHD5	0.47706056786930245	0.6333189926977909	0.19837748765535257	NA	0.502655545284112	0.178632	NA	5.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TNRC6A	-0.4768301657292858	0.633483063231874	0.19826499189856076	NA	0.633483063231873	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
HAO1	0.4766163762635363	0.6336353199198456	0.19816062242430107	NA	0.440067895611773	0.9219	NA	3.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
STAC	0.47661558045786967	0.633635886706108	0.19816023394842486	NA	0.633635886706106	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
FAM214A	0.4763458080337182	0.6338280355785894	0.19802855494092858	NA	0.633828035578589	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ANKLE1	0.4762895573909744	0.6338681039326577	0.19800110125619416	0.266746	0.662097275994835	NA	2.0	12.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TUBB3	0.4762552487110042	0.6338925431553454	0.1979843570551796	NA	0.633892543155346	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
DRICH1	0.4762544514790149	0.6338931110551602	0.1979839679740206	NA	0.633893111055161	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
METTL17	-0.47606732515353584	0.6340264144875947	0.19789264838445347	NA	0.634026414487596	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZMIZ1	0.47599770766709926	0.6340760110213115	0.19785867715233144	NA	0.634076011021312	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PDE6G	0.47597689016218014	0.6340908420409426	0.19784851913570844	NA	0.634090842040942	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TNC	0.4758274959634653	0.6341972792941057	0.19777562542796392	NA	0.424494350899547	0.899948	NA	5.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
MMUT	0.4758162847985087	0.6342052670955984	0.19777015546399906	0.634204	NA	NA	2.0	NA	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
GGA2	0.4758111262453894	0.6342089425083623	0.19776763860244073	NA	0.634208942508363	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
INS-IGF2	-0.47574184277945425	0.6342583070954488	0.1977338359673461	NA	0.634258307095449	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
EYA2	-0.4756981446029124	0.6342894429571926	0.1977125168913448	NA	0.634289442957193	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
RP11-745O10.4	-0.47536824154225016	0.634524526650089	0.19755158620453941	NA	0.634524526650089	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
EPYC	0.4750399205165705	0.6347585196151646	0.1973914613923681	NA	0.710196825979386	0.764012	NA	3.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PDXDC1	0.47497010287493907	0.6348082830507866	0.19735741515634983	NA	0.589135820506616	0.895285	NA	2.0	6.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
RNASE9	0.4748350445129421	0.6349045523453067	0.1972915589685546	NA	0.634904552345307	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CD200R1L	0.4746879980440183	0.6350093737555846	0.19721986377845274	NA	0.635009373755585	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CCDC93	-0.4745527476014435	0.6351057928818915	0.1971539259868487	NA	0.635105792881891	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
COMTD1	-0.4744856554025079	0.6351536247535239	0.19712121909622388	NA	0.635153624753524	NA	NA	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZNF112	-0.47441968618357266	0.6352006575065674	0.19708906103542134	NA	0.635200657506567	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZNF35	0.4744190390673394	0.635201118875361	0.19708874559203182	NA	0.635201118875361	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ATP12A	0.4743900217931897	0.6352218072127651	0.19707460096256924	0.789899	0.653030913880002	0.915844	4.0	8.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZNF280D	-0.47414867199683736	0.6353938925081153	0.1969569639860064	NA	0.440567957576256	0.919799	NA	2.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
OTOA	-0.474086466878397	0.6354382486949304	0.19692664739807111	0.983476	0.606579039237976	0.775286	2.0	3.0	5.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
IMPG1	-0.4739347311919164	0.63554645133057	0.19685270188527582	0.98001	0.486866622355915	NA	2.0	9.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
NPPA	0.47376104914118033	0.6356703134575639	0.19676807015301662	NA	0.635670313457565	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
JRKL	0.4737394369850863	0.6356857269759163	0.19675753965525736	NA	0.431329259446017	0.9069	NA	2.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
FCF1	-0.4737204908737885	0.6356992392344085	0.19674830830604778	NA	0.635699239234408	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
SERPINB4	-0.4736723485531794	0.635733574608415	0.1967248518350391	NA	0.635733574608415	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CLN6	-0.4735914969621916	0.6357912401797875	0.19668546001323775	NA	0.584193396978693	0.902511	NA	2.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
IFNL2	-0.4735446574042774	0.63582464844684	0.1966626401882199	NA	0.63582464844684	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
VSIG10	0.4734217119517665	0.6359123426909172	0.19660274552977527	NA	0.635912342690918	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TTLL3	-0.4733892376522168	0.6359355067353827	0.19658692600121208	0.902386	0.924006743966922	0.547242	2.0	9.0	7.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TMPRSS9	0.473240794642553	0.6360413962468306	0.1965146177218531	NA	0.63604139624683	NA	NA	14.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
METTL1	0.47313788529298406	0.636114809396525	0.19646449349071646	NA	0.636114809396525	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
KRT84	0.47305568752249466	0.6361734499526459	0.19642445968584568	NA	0.636173449952645	NA	NA	8.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZNF548	0.4729143129215081	0.6362743130729898	0.19635560924191003	NA	0.63627431307299	NA	NA	7.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
RNF186	0.4728812646691029	0.6362978921835803	0.19633951541622915	NA	0.636297892183581	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PRDM8	-0.4728329472794552	0.6363323661090886	0.19631598645245688	NA	0.636332366109088	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TF	-0.47279889760426114	0.6363566606505167	0.19629940583447086	NA	0.636356660650517	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZFP90	-0.47257154462450596	0.6365188876804018	0.19618870482466905	0.87017	0.613646883288931	NA	2.0	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ESR2	0.4724424940997994	0.6366109790467955	0.19612587577105756	0.242551	0.616723274170861	NA	2.0	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PTPMT1	-0.4723852607547329	0.6366518229636374	0.1960980130428261	NA	0.334207789010125	0.765994	NA	3.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
DIAPH1	-0.47223654181586333	0.6367579596822429	0.19602561750770048	NA	0.581289395648517	0.907382	NA	3.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
RHBDL2	0.4721573658261157	0.6368144685037402	0.19598707793377737	NA	0.444295775607121	0.922545	NA	6.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
METTL26	0.4721157122375529	0.6368441980006954	0.19596680349633305	NA	0.493519939133674	0.986398	NA	5.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CR1L	0.4720500840384575	0.6368910401293864	0.19593486078577396	0.208414	0.55495082723841	NA	3.0	6.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ATG10	-0.472031123067141	0.6369045737933294	0.19592563231064594	NA	0.582889582679225	0.905763	NA	3.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
RP11-872D17.8	-0.47196800961459384	0.6369496227936258	0.19589491524380337	NA	0.636949622793625	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
SHANK1	-0.47190202058871855	0.6369967257502109	0.1958627999916046	NA	0.636996725750211	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CNN2	0.47182637038367414	0.6370507266596748	0.19582598457006345	NA	0.637050726659674	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
COL11A1	0.47164151666938686	0.6371826877314386	0.195736032501862	0.552734	0.346992112646616	0.244554	2.0	8.0	2.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
SEMA3B	0.4711565774506778	0.6375289247861835	0.1955001064390138	0.560044	0.933422386587705	NA	3.0	11.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZNF763	-0.4711045019919057	0.6375661103438632	0.1954747758055058	NA	0.637566110343864	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CTD-2006C1.13	-0.4711045019919057	0.6375661103438632	0.1954747758055058	NA	0.637566110343864	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CCDC47	-0.47101106679010196	0.6376328319677215	0.19542932904087912	NA	0.63763283196772	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
VPS51	0.4710091717885352	0.6376341852095204	0.19542840734301029	NA	0.637634185209521	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
MPHOSPH9	-0.4708189175444245	0.6377700540391111	0.19533587654946066	NA	0.583131368971548	0.906843	NA	7.0	4.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
GLIS1	-0.47036563303882023	0.6380938132528207	0.19511546613326816	NA	0.340856219049951	0.773901	NA	4.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CCNF	-0.4703312736770037	0.6381183572997451	0.1950987614749204	NA	0.638118357299745	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ZNF736	0.47026476752291485	0.6381658660076803	0.1950664289124216	NA	0.638165866007681	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
AHRR	0.4701443856037846	0.638251864677011	0.19500790771407095	NA	0.638251864677011	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
FBP2	0.47006634981275897	0.6383076146373834	0.1949699746595384	NA	0.638307614637383	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
EFCC1	-0.47003845910568126	0.6383275406803823	0.19495641750425363	NA	0.638327540680382	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
MARS	-0.46990859542933433	0.638420323022743	0.1948932964127339	NA	0.638420323022743	NA	NA	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
CDC40	0.4698924232272889	0.6384318778032523	0.19488543618049764	NA	0.638431877803253	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
SLC52A1	0.4697787594371709	0.638513091246192	0.19483019409720112	NA	0.638513091246192	NA	NA	4.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
NAGS	0.4695189413661048	0.6386987490627083	0.19470393443806167	NA	0.638698749062709	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ENC1	0.46924805106915823	0.638892342861311	0.19457231686552406	NA	0.63889234286131	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
ALG14	-0.4692326218525235	0.6389033702085125	0.19456482096302452	0.52224	0.981092569734062	NA	2.0	5.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
TBC1D14	-0.4692048239342932	0.6389232377372337	0.19455131622296087	NA	0.638923237737234	NA	NA	2.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
RAPGEF2	-0.46910084287909554	0.6389975566286059	0.19450080247499962	NA	0.575113217386365	0.918065	NA	2.0	3.0	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
PROC	0.4690167547812398	0.6390576599799027	0.19445995517279838	NA	0.639057659979904	NA	NA	3.0	NA	CMCWald	ALL_LOF_HC_LOFTEE	0.001	2	META-GROUP2
